Identifier 	HCC_06	NNL_05	NNL_02	NNL_03	NNL_01	NNL_04	HCC_10	HCC_14	SK_TC_1	SK_TC_2	SK_SC_1	SK_SC_2	HUH7_TC_1	HUH7_TC_2	HUH7_Ortho_1	HUH7_SC_1	HUH7_SC_2	HUH7_SC_3	H3B_TC_1	H3B_TC_2	H3B_Ortho_3	H3B_SC_1	H3B_SC_2	H3B_Ortho_1	H3B_Ortho_2	
NM_000773	1579.21	503.53	1476.35	1723.74	544.37	889.14	776.84	27.19	1.12	1.64	3.45	0.55	1.72	0.78	0.8	0.56	0.66	0.6	0.98	0.82	2.82	1.22	1.16	49.41	15.36	
NM_000669	571.6	392.94	1552.99	1283.64	610.14	637.58	623.11	351.69	1.15	1.3	0.94	0.72	0.27	1.29	0.66	0.5	0.91	1.63	0.47	0.55	3.33	1.32	0.62	5.8	5.95	
NM_000667	711.35	686.06	1976.97	1839.05	940.81	887.77	1173.99	508.24	0.68	0.81	2.34	0.18	1.03	0.45	0.48	0.4	0.94	0.87	1.01	2.43	4.7	6.18	1.69	14.29	13.27	
NM_000301	381.85	255.71	637.37	472.68	227.03	353.42	226.04	577.71	1.19	0.86	1.43	0.71	2.47	0.47	39.03	11.48	28.92	21.06	1.07	0.79	0.55	0.52	0.72	0.63	1.14	
NM_000767	100.42	151.23	516.69	367.53	394.0	322.32	93.53	103.77	0.42	0.65	0.37	0.12	1.33	1.14	7.1	6.7	9.14	9.62	0.6	1.56	0.6	0.66	1.56	0.3	0.27	
NM_001713	21.55	195.32	220.86	350.24	178.19	381.79	43.84	345.67	1.19	0.85	0.33	0.71	1.3	0.78	3.61	3.14	4.33	4.67	0.61	0.77	0.27	0.37	0.97	0.45	2.4	
NM_016518	76.01	97.83	162.53	185.66	89.31	105.84	64.41	111.36	0.32	0.54	0.35	0.31	1.56	1.29	2.59	3.35	5.6	5.93	0.74	0.91	0.68	1.79	1.29	1.84	1.71	
NM_000562	52.73	138.04	265.17	195.5	236.56	231.67	50.88	111.59	0.45	1.12	0.6	0.25	2.42	0.75	1.95	2.36	4.52	2.57	1.31	0.82	0.63	2.51	4.4	2.23	3.55	
NM_000847	260.9	97.09	712.43	596.54	432.86	535.48	876.67	290.59	0.75	0.81	0.73	0.61	0.82	2.1	2.41	4.62	6.86	8.06	1.58	1.26	2.97	0.58	1.08	0.49	3.42	
NM_153699	54.63	62.19	496.81	231.08	261.49	241.54	731.65	190.04	0.79	1.01	1.17	0.35	1.2	1.84	0.72	2.21	3.39	3.53	1.4	0.28	1.03	0.21	0.42	0.33	1.54	
NM_000591	1669.99	550.36	555.15	398.26	541.18	484.84	155.49	421.26	1.62	8.77	15.3	22.69	2.02	2.69	1.12	1.11	0.73	1.04	2.43	0.95	0.59	0.31	2.08	0.72	1.87	
NM_001159	329.6	90.51	202.14	169.72	156.36	139.65	155.18	67.02	8.45	7.19	1.94	2.89	2.12	0.79	0.6	0.71	1.05	1.46	0.56	0.2	0.49	0.86	0.38	0.36	0.61	
NM_001733	212.62	197.23	458.26	172.21	271.31	305.77	59.33	270.08	2.12	7.1	4.33	2.08	1.65	1.67	0.5	0.31	0.46	0.78	4.89	1.55	1.48	2.66	0.74	0.45	6.66	
NM_001734	531.11	291.12	454.96	440.77	328.2	405.28	124.2	272.57	3.18	3.6	0.76	1.14	11.95	4.2	0.74	1.17	3.72	1.84	1.98	1.47	0.52	1.02	0.38	1.75	3.29	
NM_001995	209.57	114.26	279.4	252.45	310.71	312.43	92.69	66.18	2.27	2.75	1.0	1.44	6.42	4.59	0.98	0.72	3.0	1.35	1.53	1.56	1.96	0.64	0.94	1.1	0.9	
NM_000769	293.45	191.99	585.23	254.11	227.85	316.7	133.76	14.97	0.42	0.76	0.27	0.13	1.42	0.2	0.21	0.48	0.2	1.22	0.66	1.1	2.15	6.03	7.85	6.47	6.23	
NM_001701	282.96	79.04	222.89	168.63	49.91	88.46	106.76	39.15	0.78	0.55	3.97	3.55	0.47	0.31	0.39	0.62	0.3	0.16	3.11	2.18	3.1	4.54	2.16	5.74	9.95	
NM_000606	240.81	54.01	73.18	55.23	45.75	48.96	72.55	61.6	0.19	0.21	0.32	0.31	0.22	0.27	0.41	0.45	0.68	0.53	2.71	7.21	1.39	4.4	11.06	11.68	15.13	
NM_001074	50.08	229.98	450.86	616.73	373.31	333.94	324.93	156.68	1.28	0.9	0.98	0.37	0.94	0.53	0.29	1.1	0.57	1.56	5.84	2.76	0.3	2.24	1.48	1.95	1.35	
NM_000771	315.59	354.97	634.98	436.12	439.01	428.75	85.12	23.27	1.33	1.16	0.27	0.67	0.61	0.89	0.49	0.38	0.85	1.45	1.01	0.8	1.44	1.19	2.49	1.3	3.51	
NM_000066	33.73	107.05	143.02	166.7	159.41	126.15	37.07	74.57	0.84	1.43	0.46	0.54	0.58	0.9	0.36	0.43	0.61	0.97	0.76	1.2	0.97	1.98	3.95	0.64	3.9	
NM_000340	123.69	84.65	116.48	121.49	72.56	77.13	53.68	102.3	1.09	1.16	0.32	0.9	0.86	0.7	0.56	0.49	1.35	0.96	1.37	1.62	1.21	1.01	1.24	11.33	3.39	
NM_012190	347.04	52.89	147.28	130.78	81.93	97.47	181.14	83.6	0.55	1.62	0.79	0.44	4.74	1.49	2.39	0.94	0.93	1.3	1.57	2.32	1.07	2.01	0.48	5.02	2.33	
NM_000030	187.5	261.46	416.81	258.6	217.76	269.45	119.15	177.56	1.05	0.59	1.0	0.89	0.41	0.66	3.53	2.7	1.05	2.12	1.69	4.32	1.75	0.57	1.95	5.63	9.77	
NM_000429	206.04	101.54	543.02	119.15	254.99	183.27	141.88	46.38	0.51	0.62	0.28	0.49	0.58	2.05	2.0	1.44	1.28	1.62	0.84	3.36	2.29	1.13	1.49	10.23	9.69	
NM_000765	138.42	492.81	986.26	540.41	377.2	691.02	42.6	12.6	0.79	0.37	1.38	0.83	4.08	0.97	0.89	0.94	0.47	0.63	3.88	3.0	0.76	0.59	0.72	0.65	1.62	
NM_000715	1061.94	303.4	494.41	410.86	479.41	432.27	144.69	203.9	0.71	0.2	0.92	0.2	1.12	3.55	0.29	0.23	0.27	0.33	6.7	7.01	0.25	0.38	0.31	0.35	0.43	
NM_001266	216.99	63.37	278.47	218.27	71.26	112.5	703.87	248.93	0.51	0.22	0.67	0.24	0.37	0.46	0.45	0.6	0.76	0.78	1.2	0.35	3.32	1.28	0.7	0.27	1.55	
NM_001385	153.38	28.99	68.66	82.41	43.34	47.09	92.19	62.35	0.99	1.06	0.66	0.24	1.92	0.69	0.42	0.32	0.59	0.77	0.51	0.21	0.93	0.62	0.8	0.25	0.3	
NM_000133	72.49	145.92	189.38	233.35	260.88	182.52	48.35	172.26	1.01	0.98	0.53	0.34	0.94	0.34	0.75	0.34	0.49	0.62	0.48	0.23	0.5	0.7	0.35	0.41	0.3	
NM_003708	44.3	54.25	196.92	102.79	97.25	215.96	56.94	109.57	1.06	0.83	0.5	0.18	0.38	0.39	0.39	0.86	0.48	0.52	0.68	0.53	0.75	0.67	0.58	1.02	0.76	
NM_001076	20.59	291.14	292.18	462.47	333.96	138.6	339.08	209.1	0.3	0.64	0.22	0.25	0.25	0.27	0.35	0.17	0.19	0.64	0.16	0.62	1.72	0.22	0.49	0.6	0.52	
NM_000670	143.27	310.33	730.47	1023.53	525.01	321.53	398.93	104.78	0.55	0.61	0.69	0.3	1.48	0.99	0.49	0.44	0.37	0.51	0.89	0.75	1.43	0.69	0.38	0.62	0.53	
NM_000716	271.85	67.86	104.1	95.17	138.44	94.35	45.5	92.66	2.08	1.83	1.44	0.64	3.45	0.87	0.83	0.64	0.97	1.35	8.3	7.82	2.22	0.19	0.65	0.48	0.35	
NM_000065	29.64	172.8	243.21	178.29	255.69	183.4	70.61	161.78	0.48	0.86	0.29	0.56	0.82	0.48	0.86	1.01	2.93	0.82	1.46	1.67	1.56	0.3	0.92	0.44	0.32	
NM_000507	83.55	97.77	279.88	174.68	75.96	171.27	11.63	123.08	1.34	1.19	0.45	0.22	2.77	1.47	1.0	1.7	1.81	2.28	0.57	1.25	0.85	0.25	0.52	0.57	0.38	
NM_006657	22.01	37.92	129.75	20.41	42.49	44.83	27.66	23.1	0.39	0.46	0.84	0.57	0.61	0.96	0.98	2.01	2.78	2.29	3.8	2.62	0.92	0.48	0.31	1.68	1.67	
NM_000163	13.03	58.18	62.3	65.28	36.31	42.17	11.1	89.47	0.9	1.02	1.57	1.1	1.76	0.27	0.87	0.62	1.51	0.85	3.44	2.06	0.69	1.17	0.2	0.99	0.6	
NM_000446	97.11	36.13	163.98	211.21	164.98	151.19	1.08	223.68	0.69	0.91	0.7	0.71	7.98	5.48	2.75	3.05	6.85	6.61	1.35	0.83	1.32	0.38	0.85	2.03	0.48	
NM_000778	14.25	78.83	343.88	148.69	67.36	150.56	31.51	177.29	0.88	2.67	4.91	7.0	4.07	2.44	9.22	15.93	3.14	8.34	1.7	3.75	1.75	2.69	1.1	2.14	0.84	
NM_000353	250.89	109.82	257.55	235.29	82.63	84.12	34.47	111.12	0.45	0.79	0.46	0.17	0.3	0.89	1.2	1.54	2.25	2.07	0.33	0.59	0.2	2.29	1.42	12.21	18.76	
NM_052968	165.14	36.16	94.21	44.94	14.03	106.81	7.22	34.41	0.62	0.81	0.56	0.33	0.3	0.94	0.96	0.61	0.89	1.28	0.33	0.37	1.82	0.8	0.55	3.86	9.83	
NM_001086	79.27	71.28	98.92	95.47	72.6	100.61	32.41	95.4	0.77	0.85	0.26	0.1	5.19	2.27	0.12	2.98	5.36	5.04	0.17	1.12	1.52	0.52	0.96	1.41	2.36	
NM_001082	29.72	36.28	64.72	77.4	41.9	62.99	75.98	231.18	0.22	1.19	0.19	0.47	1.74	0.64	1.11	1.74	1.7	2.39	0.55	0.22	0.66	1.76	2.15	2.92	4.7	
NM_000777	32.19	141.96	103.07	92.78	51.76	40.95	29.16	100.8	0.87	0.63	0.52	0.37	2.23	1.5	1.37	3.31	3.96	4.44	1.44	0.35	0.83	0.35	0.67	2.9	4.92	
NM_001801	361.21	79.31	214.47	160.64	137.6	168.65	110.9	130.02	0.91	0.96	0.34	0.39	5.43	9.04	1.43	1.39	1.28	1.63	2.44	2.95	1.04	5.92	2.69	12.72	12.59	
NM_000204	165.98	63.63	205.78	67.6	88.24	103.68	39.46	59.79	1.01	1.19	0.36	0.61	13.78	7.74	1.4	1.32	2.86	3.54	15.32	12.39	1.3	3.34	2.6	14.89	10.81	
NM_000204	166.62	79.85	132.3	90.82	102.47	102.87	44.32	41.39	0.43	0.74	0.73	0.18	5.06	2.46	0.94	1.0	1.52	1.24	8.3	6.06	1.17	1.78	2.03	7.9	7.36	
NM_000672	76.02	37.13	141.41	100.75	64.94	51.65	62.91	15.13	0.25	0.22	0.85	0.22	2.37	1.28	1.64	3.01	5.31	4.37	4.96	7.41	1.94	12.29	8.65	21.98	10.37	
NM_001461	139.91	23.34	64.62	44.57	36.61	29.09	25.5	15.81	0.54	0.78	0.39	0.53	1.19	0.54	1.79	2.42	2.46	3.89	0.9	2.0	0.48	10.14	16.62	7.42	6.02	
NM_004355	37.44	116.09	131.09	85.27	87.93	110.37	463.54	98.23	30.17	24.05	3.96	3.04	2.24	0.64	0.35	0.47	0.55	0.46	6.48	2.28	7.24	0.78	0.54	4.2	2.51	
NM_005651	1.95	157.67	223.04	186.98	258.67	206.6	48.87	60.91	6.83	9.05	7.16	6.53	0.34	0.74	0.17	0.33	1.1	0.55	0.64	0.84	0.82	1.07	0.84	0.87	0.78	
NM_022555	14.13	31.9	55.38	30.71	30.5	44.95	72.08	43.13	23.93	17.41	1.42	1.01	0.16	0.42	0.16	0.55	1.22	1.45	0.13	0.25	1.99	0.37	0.45	0.68	0.15	
NM_019111	32.95	85.86	134.45	50.43	60.79	82.1	94.84	76.72	17.08	13.41	2.02	1.01	0.25	0.47	0.21	0.14	0.99	0.45	0.51	0.26	3.47	1.41	0.27	0.48	0.33	
NM_000242	117.4	107.58	54.8	84.91	98.99	35.4	102.43	41.84	0.79	0.61	0.72	2.21	2.46	2.45	1.58	2.92	1.74	2.37	1.6	0.9	0.54	0.8	0.8	0.75	0.42	
NM_000106	52.4	34.72	76.05	40.1	42.3	45.48	41.48	166.25	2.26	0.66	2.11	2.58	1.09	2.33	2.7	2.83	1.58	1.64	0.6	1.48	3.07	1.43	1.14	1.89	2.55	
NM_000106	56.24	32.34	98.62	54.49	56.72	58.79	46.62	170.14	4.18	0.93	2.36	2.89	1.68	0.94	3.8	3.24	1.04	5.27	1.21	0.59	2.39	0.9	2.01	1.55	1.72	
NM_003641	77.35	36.76	28.39	32.32	23.78	27.91	15.8	11.41	1.57	0.66	4.06	4.5	0.36	1.26	1.51	0.95	0.37	0.91	0.38	0.5	0.7	1.25	2.03	1.15	1.08	
NM_004166	16.86	54.56	123.61	100.97	84.92	61.32	12.7	31.61	0.91	2.21	3.47	3.35	0.63	0.36	2.49	1.97	1.28	1.55	2.13	0.55	0.62	3.28	2.81	3.48	2.49	
NM_004139	89.86	58.19	35.46	34.48	75.89	48.53	70.11	24.86	0.98	1.09	0.54	0.2	1.83	0.63	0.41	0.66	0.95	0.54	0.43	1.21	3.39	0.48	0.74	2.64	1.87	
NM_002124	13.75	71.63	24.84	20.77	41.61	27.1	45.99	25.45	11.04	8.52	0.37	0.28	0.95	0.64	0.23	0.3	1.27	0.39	0.44	0.98	1.0	0.31	0.5	0.86	1.18	
NM_001078	4.22	32.87	33.3	52.8	40.13	24.08	103.03	33.69	0.25	0.97	0.29	0.7	0.6	0.43	1.05	1.03	1.23	3.16	0.4	1.44	1.23	1.68	0.96	8.08	4.48	
NM_000131	2.39	54.41	14.54	27.67	31.21	7.86	82.06	5.61	0.95	0.66	0.42	0.96	0.43	0.82	1.31	1.21	0.51	0.38	0.23	1.51	0.32	1.28	1.92	0.74	0.74	
NM_000491	6.96	28.15	42.94	23.02	41.43	36.59	13.43	21.21	0.63	1.03	1.79	1.71	0.58	0.15	0.53	2.23	0.75	0.58	0.16	0.61	1.53	2.1	2.24	1.07	0.14	
NM_000892	12.59	28.36	103.83	97.13	44.83	60.36	11.59	20.76	0.16	0.34	0.94	0.67	0.63	0.59	0.41	0.38	1.01	0.3	0.44	0.55	0.61	0.44	0.48	0.46	0.3	
NM_001170	1.3	12.01	63.76	63.92	35.45	52.48	11.3	33.13	0.81	0.99	0.32	0.66	1.56	0.47	0.69	0.71	0.74	0.53	0.52	0.91	0.76	1.21	0.7	1.56	0.33	
NM_013267	5.66	29.15	77.04	78.28	58.15	56.11	10.21	27.36	0.48	1.99	0.54	1.48	1.06	0.24	1.08	0.27	0.36	0.47	0.4	0.93	0.73	0.5	0.16	0.62	0.71	
NM_000015	7.5	47.55	67.43	94.84	62.31	74.62	9.28	13.88	0.59	0.62	0.44	0.81	2.11	0.54	0.7	0.38	0.46	0.38	0.76	0.68	0.86	0.68	1.18	1.13	1.56	
NM_000300	420.82	12.18	3.78	6.7	151.27	148.63	1.49	0.89	1.01	0.86	1.05	0.28	0.22	0.72	0.15	0.37	0.9	0.47	1.01	1.01	0.88	0.47	0.97	2.33	0.47	
NM_018960	117.94	19.5	170.63	75.69	64.63	126.37	3.82	2.73	0.67	0.19	0.15	0.35	1.07	0.48	0.29	0.14	0.63	0.46	0.48	0.2	0.81	0.16	0.47	0.77	0.41	
NM_017460	64.46	160.01	274.71	180.48	117.81	150.38	19.2	3.32	1.03	1.67	0.96	1.76	0.25	0.58	0.38	0.45	0.87	0.51	0.99	0.75	0.56	0.45	0.65	0.72	0.48	
NM_017460	139.76	325.32	857.39	455.29	295.43	624.12	32.82	3.38	0.44	0.63	0.73	0.16	0.38	0.46	0.09	0.41	0.15	0.7	0.38	0.52	0.19	0.32	0.54	1.41	0.22	
NM_001008	149.76	98.65	0.6	103.76	79.59	1.37	157.93	12.66	0.88	0.91	0.94	0.26	0.2	0.74	0.18	0.26	0.62	0.15	0.46	0.65	0.29	0.69	0.5	0.41	0.38	
NM_005525	246.42	97.05	101.43	140.37	114.4	83.27	15.15	206.21	0.58	0.74	0.5	0.24	0.15	0.57	0.14	0.14	0.62	0.27	0.49	0.8	0.74	0.51	0.17	0.44	0.56	
NM_000518	56.21	179.37	230.42	36.16	70.08	62.21	22.0	132.78	0.43	0.44	0.31	0.3	0.19	0.32	0.16	0.26	0.34	0.49	0.13	0.81	0.6	0.56	0.21	0.45	0.26	
NM_004391	70.13	119.43	143.45	142.98	57.1	84.51	83.59	192.76	0.71	0.58	0.43	0.3	0.3	0.5	0.65	0.49	0.39	0.38	0.15	0.52	0.65	0.23	0.27	0.3	2.67	
NM_017545	154.9	66.8	143.01	164.44	100.76	110.98	86.15	168.44	0.24	0.85	0.37	0.5	0.24	0.39	0.59	0.38	0.37	0.13	0.19	0.55	1.25	1.51	0.3	0.17	1.14	
NM_004590	86.7	35.07	31.82	38.31	23.15	18.33	30.2	28.6	0.76	0.45	0.32	0.31	0.42	0.41	0.48	0.52	0.32	0.23	0.16	0.7	0.61	0.18	0.43	0.39	0.37	
NM_000106	37.86	16.61	61.81	21.48	19.36	26.34	25.07	95.74	0.57	0.97	0.33	0.34	0.51	0.4	0.4	0.25	0.61	0.5	0.82	0.57	0.79	0.39	0.51	0.78	2.58	
NM_005122	135.54	29.3	68.42	60.57	29.87	45.8	23.6	33.9	0.28	1.11	1.03	0.32	1.3	0.49	0.62	0.37	0.63	0.65	0.5	0.97	0.64	0.56	1.2	2.03	2.27	
NM_006843	84.8	29.55	55.26	76.99	32.99	14.11	7.34	10.04	0.24	0.78	0.52	0.73	0.79	0.72	0.63	0.17	0.56	0.5	0.36	0.58	1.06	0.45	0.43	1.32	1.78	
NM_016527	0.86	23.84	83.62	74.38	31.41	32.02	4.41	56.51	0.4	0.71	0.93	0.25	0.5	0.34	0.11	0.13	0.3	0.39	0.56	0.47	0.19	0.35	0.42	0.25	0.24	
NM_000761	1.47	21.75	111.53	40.74	20.68	33.51	4.84	1.53	0.75	0.91	0.76	0.54	0.26	0.6	0.18	0.34	0.74	0.71	0.51	0.81	1.13	0.4	0.19	0.51	0.42	
NM_001795	24.14	13.39	9.59	12.53	14.43	7.39	6.24	8.54	1.0	0.61	0.33	0.42	0.18	0.73	0.18	0.04	0.15	0.32	0.16	0.54	0.21	0.28	0.43	0.29	0.45	
NM_002984	3.53	13.15	9.68	4.37	20.03	49.59	5.29	3.02	0.49	0.49	0.45	0.36	0.23	0.28	0.19	0.09	0.4	0.39	0.33	0.84	1.03	0.19	0.52	0.51	0.53	
NM_001917	11.56	8.87	21.9	12.16	6.01	8.25	8.37	72.53	0.7	0.89	0.62	0.63	0.39	0.74	0.62	0.45	0.7	0.16	0.25	0.84	0.79	0.22	0.58	1.93	1.22	
NM_000463	1.59	6.54	11.84	8.83	6.56	4.27	9.0	22.71	0.81	1.43	1.05	0.74	2.29	0.62	0.48	0.33	0.56	0.67	0.16	1.29	0.63	0.21	0.22	0.94	0.4	
NM_000463	1.86	6.64	7.27	6.47	4.59	2.98	10.81	14.28	0.44	1.63	0.32	0.39	0.21	0.15	0.43	0.16	0.16	0.33	0.53	0.21	1.0	0.94	0.34	0.38	0.54	
NM_002123	6.54	19.56	14.57	2.64	23.56	8.41	35.83	18.13	0.66	1.11	0.49	0.39	1.15	0.66	0.28	0.3	0.39	0.42	0.49	0.38	0.72	0.61	0.49	0.46	0.43	
NM_000463	3.81	4.85	13.08	7.08	3.65	5.17	12.73	14.69	0.59	1.42	0.44	0.46	0.83	0.59	0.23	0.4	0.91	0.37	0.41	0.39	1.0	0.62	0.82	0.87	0.63	
NM_002982	4.98	20.14	51.27	12.23	28.1	18.25	3.21	7.4	14.45	57.3	0.29	0.32	0.39	0.21	0.27	0.15	0.45	0.33	0.25	0.73	1.48	0.65	0.38	0.38	0.26	
NM_006120	0.48	11.05	5.7	4.95	7.61	8.47	33.2	4.3	10.4	9.48	1.54	0.76	0.31	0.57	0.23	0.27	0.78	0.48	0.62	2.49	1.28	1.61	0.54	0.61	0.49	
NM_000141	1.08	23.09	6.09	16.12	4.68	8.18	0.57	9.98	1.07	0.85	0.36	0.36	1.57	1.43	1.18	1.69	2.58	3.64	3.64	1.53	0.36	0.47	0.14	0.6	0.2	
NM_003064	0.58	87.21	43.03	43.59	55.41	31.38	0.73	112.07	0.82	1.69	0.59	0.81	3.77	4.48	2.25	0.4	1.28	0.57	2.27	0.7	0.91	0.67	2.14	1.79	2.62	
NM_000587	0.32	52.97	18.29	21.68	29.61	18.76	0.25	14.12	1.48	1.4	3.15	2.19	0.88	1.38	0.36	0.66	1.03	1.53	0.55	1.74	1.35	0.85	0.63	1.01	0.24	
NM_001920	1.18	75.93	46.61	30.64	19.19	14.57	0.72	11.08	0.34	0.81	1.68	1.49	1.0	0.48	2.67	1.69	0.35	0.71	0.34	0.36	0.61	0.75	0.69	0.71	0.72	
NM_014266	7.05	14.09	8.05	8.24	10.94	7.19	12.36	8.92	3.12	1.89	3.64	2.59	0.41	0.37	4.16	2.05	1.71	0.85	0.9	1.19	1.55	0.67	1.63	1.08	1.38	
NM_002123	1.81	10.77	8.2	1.51	9.1	5.26	21.35	9.71	0.5	0.49	0.8	1.62	1.3	0.37	1.41	1.24	1.7	1.59	0.47	1.02	3.58	0.49	1.17	1.56	0.69	
NM_002989	1.46	25.52	8.07	8.34	5.75	5.28	4.53	15.75	1.85	2.11	0.95	6.83	1.36	1.16	0.49	0.76	2.0	1.0	0.61	1.86	1.67	1.14	1.24	1.84	0.65	
NM_033554	2.11	38.56	16.38	18.1	26.99	16.9	14.13	13.03	3.99	2.15	2.34	0.56	0.4	0.71	1.0	0.27	2.44	0.35	0.69	1.14	4.69	0.84	0.62	1.36	0.74	
NM_130767	3.19	34.85	25.48	22.17	10.98	17.27	77.33	80.21	1.5	1.48	1.39	1.21	5.09	1.11	0.9	0.88	1.77	0.52	0.87	1.85	1.79	0.59	1.23	0.45	1.31	
NM_005276	4.45	9.94	35.61	16.28	14.11	19.82	13.31	62.43	0.96	2.56	1.02	0.48	2.55	1.16	1.01	0.97	2.14	0.94	0.91	1.1	1.68	0.8	2.07	0.59	1.91	
NM_006227	1.47	2.46	6.39	0.81	3.51	3.71	0.38	2.47	0.87	0.68	0.54	0.71	8.16	62.33	3.09	5.12	9.08	11.66	2.58	1.18	0.97	0.82	0.61	0.53	0.16	
NM_022048	0.39	0.49	0.61	1.63	0.94	1.04	0.56	0.8	3.61	2.98	2.44	2.0	7.91	96.56	0.87	1.54	1.23	2.45	1.81	1.03	1.06	0.58	1.56	2.1	1.2	
NM_001844	1.19	1.18	0.53	1.11	0.75	1.28	9.02	0.34	0.8	0.32	3.28	4.11	43.51	187.86	9.28	10.85	13.58	15.51	0.89	2.18	0.83	1.3	1.56	0.4	1.05	
NM_021195	1.27	0.52	0.37	0.76	0.96	1.53	0.78	1.76	0.49	0.8	2.64	1.57	70.64	21.38	13.56	10.84	18.7	17.34	1.39	0.36	5.9	0.52	1.5	0.4	1.28	
NM_005624	1.72	1.31	1.39	1.11	1.0	0.53	70.17	1.56	1.65	3.86	1.0	3.21	3.14	3.81	2.59	2.14	1.44	1.96	0.38	2.64	0.77	0.83	0.89	1.78	0.48	
NM_000165	10.72	2.72	1.9	1.24	1.71	1.25	1.95	3.87	1.09	1.03	0.37	0.75	283.7	50.25	1.57	0.62	0.53	2.05	5.26	4.74	1.16	0.45	0.77	0.43	0.45	
NM_003032	1.07	0.64	1.04	0.89	1.11	0.83	0.82	0.75	0.78	1.04	0.86	1.35	274.61	1.13	0.89	0.53	0.88	0.68	0.19	0.49	0.73	0.36	0.46	0.36	0.74	
NM_022120	1.77	2.35	0.4	3.78	0.66	0.77	0.95	1.02	2.4	2.56	2.55	3.28	73.21	1.25	0.95	0.89	0.52	0.71	1.85	2.22	2.55	0.65	1.39	1.77	1.58	
NM_001066	3.84	3.13	3.91	6.68	2.5	1.36	2.22	1.38	4.47	3.03	0.59	0.52	76.81	0.81	0.56	0.65	1.27	0.86	1.35	1.47	1.71	0.77	1.06	1.18	0.99	
NM_003248	64.29	0.4	0.96	1.0	0.65	0.92	1.22	1.76	0.55	0.38	0.67	0.11	10.87	18.21	22.25	10.6	19.68	15.29	17.14	12.22	0.55	0.47	0.43	0.15	0.5	
NM_080741	1.55	17.22	35.81	37.45	13.48	41.69	2.59	1.69	1.01	1.22	0.37	0.36	19.33	18.27	8.43	12.35	23.73	22.33	9.45	5.68	0.39	0.95	0.77	0.51	0.47	
NM_001428	13.0	3.36	7.82	6.95	0.89	2.42	6.75	0.5	0.49	0.3	0.56	0.95	77.32	62.59	23.66	26.42	58.3	45.55	1.38	0.55	1.43	0.53	0.45	0.88	0.16	
NM_006732	2.65	1.26	14.83	8.4	31.89	53.9	0.92	1.99	14.24	28.8	16.24	11.45	3.23	4.04	7.14	4.66	1.99	3.83	0.5	2.03	4.24	2.1	3.1	3.4	2.71	
NM_021058	37.96	1.55	3.74	3.17	0.89	4.73	2.6	4.02	12.61	14.98	7.32	9.36	9.4	7.07	9.91	11.44	13.32	14.26	5.31	5.35	12.64	1.21	4.72	3.93	1.43	
NM_003512	46.31	4.34	4.77	4.17	3.65	3.86	3.81	3.48	5.68	15.02	8.65	8.61	3.67	1.97	2.72	4.85	10.8	7.41	2.15	1.39	5.79	0.35	2.19	1.1	0.74	
NM_013956	4.51	4.15	7.26	5.05	0.8	0.68	0.7	0.51	82.83	80.68	23.95	26.2	0.8	0.32	9.09	5.44	0.74	2.59	0.57	0.7	0.54	0.36	1.09	0.5	0.63	
NM_004995	0.81	1.77	2.45	0.53	0.85	1.06	1.35	0.87	7.88	12.92	105.71	56.09	0.95	5.14	5.98	8.49	1.19	3.48	1.88	0.66	1.5	4.88	5.56	2.88	3.53	
NM_000093	4.58	12.61	1.71	1.38	1.32	0.82	1.43	4.47	6.41	8.55	38.31	30.39	0.54	0.15	3.54	14.22	5.74	3.04	0.73	0.77	0.87	8.63	1.79	1.82	0.87	
NM_000609	1.77	13.27	26.17	5.02	8.19	9.05	0.86	4.23	0.18	0.54	10.86	11.95	0.4	0.36	39.51	23.96	1.78	11.95	8.21	4.47	1.25	4.76	6.46	7.67	9.89	
NM_017888	2.5	11.39	63.86	9.9	12.64	27.74	9.83	34.25	0.61	1.85	6.02	8.11	2.55	0.76	9.51	10.36	0.47	3.72	0.49	0.58	0.46	0.54	2.7	2.34	1.21	
NM_000936	0.98	1.48	278.83	0.32	0.81	0.39	0.24	0.71	0.59	0.43	0.74	0.12	0.2	0.37	0.13	0.22	0.68	0.3	0.27	0.5	1.32	0.47	0.12	0.35	0.21	
NM_000681	0.71	1.74	0.72	0.98	0.72	0.49	0.7	0.38	0.74	0.4	1.16	0.08	0.26	0.52	183.46	0.24	0.27	0.35	0.38	0.41	0.14	0.37	0.72	0.33	0.29	
NM_000756	1.25	0.83	0.78	0.99	1.69	1.1	1.19	0.59	0.22	0.67	0.4	0.17	0.55	0.47	0.13	0.35	0.59	0.45	0.34	0.88	80.56	26.12	25.04	5.33	13.89	
NM_000550	0.94	2.46	1.16	0.56	0.44	0.62	0.91	0.61	0.23	0.59	0.54	0.1	1.25	0.47	0.36	0.19	0.3	0.21	0.44	0.24	0.81	95.5	0.77	0.43	0.16	
NM_000813	1.02	0.97	2.62	0.71	0.66	0.27	1.48	0.54	0.83	1.29	0.43	0.51	0.26	0.36	0.45	0.33	0.5	0.8	0.65	0.29	0.99	0.47	0.72	0.32	393.12	
NM_130902	1.34	1.18	1.85	2.37	0.73	1.68	6.0	53.15	1.48	0.81	0.33	0.38	1.76	0.35	0.47	0.48	0.43	0.45	3.02	8.37	5.41	4.98	6.54	6.57	3.39	
