Identifier 	A009	A016	A018	A030	A043	A075	A078	A079	B013	B017	B033	B036	B061	B062	B064	B080	B084	B105	B108	A001	A002	A006	A013	A015	A022	A026	A027	A039	A042	A045	A046	A049	A054	A067	A069	A070	A077	A082	A084	A088	A093	A094	A101	A104	B014	B022	B023	B024	B032	B048	B054	B060	B068	B081	B086	B092	B094	A003	A004	A005	A007	A014	A020	A021	A031	A033	A035	A037	A038	A047	A050	A051	A052	A053	A057	A058	A059	A061	A062	A064	A066	A068	A080	A081	A083	A085	A096	A097	A102	A103	A105	A106	A107	A108	B016	B019	B026	B027	B028	B030	B031	B034	B037	B038	B039	B040	B041	B042	B043	B044	B045	B047	B049	B050	B051	B052	B053	B055	B056	B057	B058	B059	B063	B065	B069	B071	B072	B073	B074	B076	B078	B079	B082	B083	B085	B087	B088	B089	B091	B093	B095	B096	B097	B098	B099	B100	B101	B102	B104	B106	A012	A023	A025	A044	A063	A087	A099	A017	A019	A024	A028	A032	A036	A040	A056	A071	A074	A090	A095	B012	B015	B025	B029	B035	B046	B066	B070	B075	B103	
NM_015417	2.4503381	0.8599781	1.2797642	2.3020256	2.5702572	3.4935558	1.1239555	2.1264489	1.9437648	1.7763678	0.90275854	1.3511419	1.6072853	1.3668646	0.83961385	1.1740117	2.425584	0.90619636	2.1989107	1.944809	1.2137711	1.4887333	1.4744318	1.2529771	1.142757	1.787477	1.0938578	0.70709014	1.3777432	2.269522	1.5639006	1.4061936	2.9152849	1.8781255	1.9456191	2.96762	2.176739	0.8745713	1.1680058	1.2200634	1.9020343	1.3963573	0.8876482	0.71061534	1.7870432	1.2262279	2.4022684	1.8516872	1.4942632	2.9477835	1.332613	1.6337289	2.0107875	2.212836	0.5920843	0.7526482	0.9504228	1.6034305	1.6757874	1.182283	1.8149495	1.4210466	0.75285274	0.9587422	1.2446191	0.60391366	0.8225652	0.9787187	2.3389475	1.7277466	1.9714463	1.7924153	1.0051154	1.2360419	1.6493146	1.58912	0.62880635	0.038632486	1.7283733	1.0855526	0.85381246	1.0599743	1.290435	1.6463407	1.2551131	1.0562543	0.93575084	1.6486518	0.9791934	0.3749552	1.0187192	1.3062108	0.84110856	1.5451909	1.0478208	1.7388142	1.3285047	1.1408315	1.7395759	1.8679519	1.2490174	1.1358668	1.0390915	0.9320091	1.1066407	1.0137813	1.4986943	0.8871639	1.331906	0.9585329	1.2379875	1.7011118	0.7740305	1.1087527	1.163517	1.6317995	1.4242325	1.2094922	1.2191086	1.2023553	0.9658299	1.6616343	1.0622926	1.588428	1.2040004	1.7057269	1.9794372	2.435266	1.4688525	2.8001673	1.0694808	1.2311056	1.1281993	1.2090586	1.2382987	2.1658738	2.0035858	0.6764332	1.0478771	0.95505226	1.1642327	1.6428684	1.0904619	1.2567518	1.5128673	1.0693463	1.0069155	0.74094445	1.4767393	1.2911106	0.5077529	0.8791499	0.5287611	1.0557581	0.62934417	0.5667976	0.8130137	2.2336776	1.006576	1.2506437	1.1542757	0.819819	1.5128466	0.70224816	1.1268998	1.8255132	1.7483422	2.0102828	1.4325765	1.6928093	1.5276358	1.3956137	1.0639988	0.9911728	1.6727829	1.3436819	1.5695674	2.233405	1.5257741	
NM_006669	0.98953515	0.4274659	0.1142256	0.26400656	1.6754823	2.996917	0.67159015	1.5969231	2.1864502	1.0330492	1.1287171	1.8910879	1.1822814	1.9572676	1.4897273	1.362315	2.2423933	0.9622786	2.229841	0.9212204	1.2532914	0.78083736	0.77837086	2.2820978	1.8131386	1.5322444	0.83506346	0.3793823	0.5050857	2.3188198	0.9869536	0.7127013	1.6156894	0.5439702	2.0523913	0.4547231	1.8444983	3.2063997	0.56949884	0.97941214	2.1033995	0.27753112	0.3887799	-0.030817633	2.0304627	1.6021708	2.1281261	1.8859956	0.8263069	2.0102098	1.079617	0.8113757	0.14228258	2.0958226	0.4837264	0.71124715	0.89894134	-0.35485494	1.1878071	0.46786338	0.23676905	1.1106265	1.3622433	0.34671196	0.6034971	0.2333018	-2.1791071E-4	0.6549941	1.2774537	0.8191367	0.18645144	0.08157909	0.12093275	0.42683506	0.6776129	1.9859756	0.3664524	4.0120373	0.85699576	-0.06132242	0.7260389	1.0432394	-0.006027045	-0.6157207	0.21638454	0.005791859	0.04981635	1.1493998	0.89000255	-0.07110958	0.93691444	-0.419141	0.6969842	0.36257392	0.17601083	0.5377206	-0.120370254	0.8448572	0.18906541	0.268549	0.31344587	0.49683958	0.1297201	0.1743513	0.26039952	0.15706241	0.091702096	0.76178175	-0.029166339	0.41116163	0.06954438	0.74390876	0.2929938	0.62365466	0.055388484	0.9509489	0.24804515	0.66612744	1.8196391	1.0727898	1.1917801	1.2766248	0.34127858	0.51119304	1.1896063	-0.17242368	2.0013163	0.4866074	2.1832337	1.4832622	0.018628206	0.36429614	-0.3688954	-0.08971779	-0.014438484	1.1069938	0.5188714	1.0642112	-0.3619182	0.36732948	0.38047594	0.31183895	-0.14881061	0.6718239	0.5077602	0.34475657	0.55948263	0.28182647	0.82487655	-0.335721	-0.08546833	0.45437235	0.7084929	0.65388274	0.4417055	0.73915446	0.613857	2.6375434	-0.1110287	1.1633703	0.28892207	NaN	0.86422336	0.2536495	0.7038249	-6.875195E-4	1.0947728	0.6883715	1.4990153	1.4492582	0.46862215	0.14551412	0.93981904	-0.23808403	0.44097903	0.65111923	0.65853727	1.0308359	0.46409717	
NM_001214	0.54636943	0.021699518	0.4555276	0.09930394	0.8210479	0.47138587	0.6206805	0.15672979	0.24160807	0.41170564	0.16759138	0.22749381	0.45042515	0.45954075	0.19962555	0.36693737	0.18595576	0.11175011	0.58568776	-0.18853873	0.18732432	0.06828783	0.17802577	0.60613143	0.11652063	0.3786307	0.16634093	0.23473275	0.27695972	0.3161435	0.20358936	0.16270074	0.80756205	0.23702343	0.21082915	0.49226904	0.29197612	1.3351663	0.675862	0.6037287	0.3282583	0.40583375	0.43030182	0.24809875	0.3630573	0.11949493	0.6393322	0.62925214	0.5033782	0.5773599	0.37358138	0.43408003	0.30177012	0.16492768	NaN	0.5843504	0.3833893	0.35111943	0.6648354	0.120348886	0.13509889	0.27445093	0.5475697	0.03278004	0.38673168	0.13302681	0.15678798	0.89576775	0.77801985	0.02820063	0.3341511	0.018508194	0.18406473	0.19243842	0.62655497	0.72457564	0.26515007	0.68101573	0.43899372	0.28895605	0.31603056	1.5011157	0.06699659	-0.08897149	0.6584354	0.6104381	0.24136132	0.6519106	0.509494	0.18171984	-0.03917029	0.29628363	0.642583	0.93327254	0.3385735	0.77485734	0.53212935	0.2768598	0.66458255	0.8939451	0.38221213	0.27511966	0.41426507	0.4318435	0.8456374	0.2988478	0.51736933	0.46390203	0.39389652	0.5761552	0.5615084	0.20348968	0.78499234	0.527977	0.2874489	0.50422275	0.52230316	0.47118926	0.8342814	0.036675386	0.4497972	0.45156628	0.32926267	0.22096515	0.40725613	0.24947903	0.37266332	0.31756902	0.64599407	0.2607423	0.5355964	1.0544997	0.3323206	0.3355837	0.40818354	0.9794341	-0.07254983	-0.112046085	-0.69265914	0.29897863	0.46958154	-0.35748938	0.45142448	0.5978456	0.050386127	0.45732206	0.65647864	0.8796426	0.31821236	-0.83221805	0.90373677	0.053300098	0.5669004	0.30483708	0.44670558	0.14153656	0.12497625	0.49012962	0.49747905	0.67431134	1.0552942	0.040809046	0.29214647	0.48922426	0.40995878	0.80916286	0.6481716	1.7331022	0.5598905	0.7493309	0.04914064	0.7583452	1.2066497	0.9641562	0.40340647	0.58013266	1.1513746	0.6363918	0.8344885	
NM_001769	2.4613142	1.7953029	1.0470176	1.0299945	1.0804721	0.5087827	2.2310781	0.83419746	1.3273855	0.5937606	1.2567395	0.80498546	1.5457102	0.7285864	2.1895642	2.172867	2.047337	2.3239326	0.73722607	1.3304329	1.9570026	1.7287873	0.9600565	1.0153712	0.9745035	1.262341	1.5282731	1.20183	1.3415284	2.390004	1.8841101	1.2161416	1.3162965	1.3521577	1.701299	0.7308926	3.0450194	2.2107522	1.3361989	0.803892	1.832276	2.013715	1.5534216	2.203506	1.54826	1.5413774	1.8437448	0.996516	0.7137133	1.2218032	2.3962138	1.6485018	1.5144013	0.5498031	NaN	1.7210413	1.6750222	0.46366957	0.053189844	1.2486205	0.9171066	1.3039364	1.0527575	1.3114779	1.1141605	1.4068983	1.2792828	2.9010744	1.2233897	2.4759424	1.6453978	1.1366181	1.2214864	1.0931956	1.0170337	1.3514289	1.4462596	0.99754715	2.0278714	1.1500925	1.5654854	1.6263952	1.0503916	2.1998906	0.71299314	1.831059	0.9569819	2.0887287	-0.3037965	1.2451892	0.71346	1.8861508	2.019259	1.4442335	1.2288007	1.8450758	2.0604315	3.5350673	1.3914453	2.2799032	1.5505042	0.49573156	1.3581877	0.6434966	1.8298683	1.3376111	1.278889	1.164034	2.4560027	1.8060051	1.0094124	2.8922772	1.5140474	1.3237431	1.5244092	0.99484307	2.4933193	2.1878848	1.2782618	1.0555646	0.48944616	1.4776987	2.0159247	0.803129	0.9654544	1.8479521	0.73102605	2.5211604	1.2550665	1.3036821	2.0187688	0.87668145	1.034031	2.1533415	2.4439673	1.8834159	1.69023	2.1580005	1.2334559	1.2684522	2.507162	1.4370395	2.1213903	1.477948	2.2084224	1.7668046	2.2096322	2.454998	1.0435337	0.8228067	1.272738	0.844912	1.364433	1.0877872	1.4926202	1.3570037	1.7775671	1.040665	1.0853512	1.441553	1.7690556	1.1045766	1.9874585	1.5879512	1.6849316	0.7749081	1.0004431	0.7681177	1.8844821	-0.7430383	0.58645254	1.755064	0.968786	2.3085158	2.4895718	1.7647119	2.5473492	0.94341135	2.0365164	
NM_018049	0.60938376	0.7835431	0.13713475	0.07727511	0.6103025	0.08361866	0.94580454	0.56219786	0.87586075	0.6638081	0.08972768	0.45999116	0.5916176	0.55453813	0.44853777	0.6230915	0.6123372	0.37999544	0.5496614	0.36217636	0.6762785	0.44026172	0.7611805	0.045021437	0.505279	0.047976095	0.35019538	0.48367345	0.65114117	0.5388838	0.249256	0.4076613	0.8859991	1.0702306	0.4779398	0.42994684	0.16068448	0.54096866	0.71420294	0.7213431	0.32256046	0.57607675	0.49214697	0.44969752	0.64881665	0.41359854	0.5081985	0.4631687	0.6335232	0.57157505	0.75630456	0.5054133	0.3744542	0.47834468	NaN	0.30828246	0.6017231	0.3255952	0.92492145	0.43367898	0.64667714	0.77118814	0.5055905	0.3673105	0.63281906	0.7507688	0.43337402	1.2947116	0.5050688	0.68421364	-0.13194461	0.503061	0.20793876	0.8227259	0.087110065	0.52949136	0.394265	-0.06544782	0.7756421	0.71349066	-0.058606636	0.38009718	0.7232816	0.53371006	0.39730445	0.89681005	0.5746674	0.4347919	0.5344088	0.39819825	0.34662274	0.7843283	0.70674694	0.5227716	0.3154011	0.55265975	0.6842182	0.36197	0.5439663	0.73496693	0.31308466	0.38874337	0.41251975	0.5267056	0.85975933	0.3406206	0.5491801	0.594871	0.48631844	0.6274102	0.58715236	0.7272307	0.7076213	0.56961834	0.40143117	0.38862044	0.7432537	0.56771904	0.674211	0.75139934	0.29632118	0.53388083	0.2531452	0.09695761	0.4313934	0.3403894	0.4068596	0.23277104	0.04251015	0.5895696	0.7911021	0.9294897	0.7617325	1.0432414	0.23944485	0.6131341	0.60191333	0.46702814	0.49018475	0.5700417	0.48487857	0.73535097	0.49443942	0.49527314	0.9894492	0.3459915	0.7204982	0.48845035	0.453808	0.3425248	0.4904623	0.2287088	0.4510974	0.2764404	0.14386627	0.3282549	0.12418877	0.61858225	0.6876164	0.998608	0.5136706	0.77868694	0.53895426	1.0512795	0.96757495	1.4596826	0.7324986	1.4868072	0.7251432	1.3309872	0.7789419	0.80026996	0.5363914	0.7172266	0.72455364	0.73304033	0.98917806	0.6707737	1.2623048	
NM_177963	0.44868934	0.7019301	0.8291986	0.15552598	0.92118746	0.27453434	-0.004420452	1.5211531	0.5577046	0.7574725	0.73993796	0.866448	1.92801	0.18312357	0.38868803	0.66942775	0.43524376	0.12355653	0.36471087	1.4368395	-0.1182024	1.8373181	0.437943	1.059075	0.558239	2.6494396	1.742831	1.1693183	0.8097875	0.3871712	0.6074547	0.7126758	1.3780189	1.1691434	0.2508171	0.51818436	0.03129513	1.9057472	1.0436033	0.24919347	1.7843014	0.57348895	0.8638736	0.5344771	1.9954245	1.2759014	1.1605505	1.6558398	1.2174681	0.27893567	0.5942014	0.25605458	0.49412772	0.4242718	NaN	2.2436268	1.0160865	0.9887159	1.5772353	0.2938272	0.8536607	1.2645253	0.3795577	0.5032252	0.82064724	0.8242224	2.335585	2.3114886	2.1106308	1.5591916	0.9327424	2.9072008	-0.14553417	0.57740706	0.63008064	0.388654	0.117561385	0.98812443	0.36669233	0.8629226	0.2950717	1.5287561	0.56084526	-0.3240633	1.2531284	-0.49798143	0.7861529	0.93900275	1.8939791	0.89510876	1.6445183	1.7834644	0.6552598	2.0465965	0.6227504	1.4085246	1.8762282	0.3110688	0.7419097	0.026296467	1.3579584	0.16174363	-0.060726836	0.93077403	1.5531557	0.785829	0.7502197	1.272539	0.9285624	0.881783	2.5758731	0.6429481	1.2532564	2.0220046	1.4619528	1.0027096	1.1503568	0.11111959	0.021316439	0.037848152	0.2722013	0.16050327	0.7593776	0.33621535	-0.20864597	1.1654648	0.8459977	2.588214	0.42968178	2.3703327	0.5231481	1.1011591	2.4117382	0.9167572	1.1803266	0.9948629	0.60482	0.4004678	-0.50246805	0.67287177	1.1899662	0.61920244	0.8893952	0.37633285	0.9159898	0.8626886	1.0555757	1.3861923	0.27573627	0.3604983	0.66607296	0.6181732	0.8700588	0.5203311	1.5902137	1.3744495	2.2467053	0.79367757	0.5300622	1.6763382	1.4025162	0.48034814	1.3681368	1.0867811	0.99576867	1.540227	-0.07405834	-0.39549673	0.0917871	1.1549582	0.42078972	1.0049574	0.71518034	1.9441957	1.8176119	1.8379452	0.4898381	0.04785793	0.85628283	
NM_024702	1.4295067	1.3217776	0.12541586	0.08953938	0.78593016	1.1379204	0.79238206	2.170464	2.372313	0.99708897	1.8546945	2.297946	2.8820083	0.8438881	0.84519035	1.7971077	0.9852791	2.6899369	0.21058466	2.00557	0.7333677	0.5286605	1.3842349	0.4171108	0.52322054	0.6078094	-0.33896592	0.18684085	0.5558177	1.8772072	1.092427	-0.23073325	2.4229639	3.027426	0.77840304	0.64272165	0.20018636	1.0380585	2.2276168	0.62920743	1.4617473	1.4844455	0.9080834	0.8210169	0.79601884	0.9752218	0.32034123	2.4238756	1.5870974	0.8687148	1.2465731	1.421598	0.3122064	1.5127058	NaN	1.1118842	1.106261	1.1890827	2.134769	0.41225916	1.2052541	1.2584453	0.56222093	1.0982444	0.09564827	0.4774086	6.3707156E-4	0.7882317	1.2129116	1.3344736	1.4874338	1.0276773	0.31663314	0.81858873	2.1668386	1.2167193	0.5120264	NaN	2.3855793	2.6136837	0.5878437	-0.030234912	0.28795773	1.3861679	0.9497552	0.50897866	0.30785975	1.4291344	2.0449963	0.45011413	1.4312292	1.4840074	2.0523064	0.16814962	0.60405946	0.7803114	2.0003366	0.88378847	0.76606643	1.0230937	0.99909806	1.3256253	0.81978315	0.6163568	-0.5793376	0.90101504	0.6934611	0.7302146	0.5628363	0.78315014	0.9337843	0.91442055	0.29506755	0.5154256	0.91530794	0.8135311	-0.35697383	1.2079195	1.9275396	1.8477857	-0.049191546	1.0173099	1.0313928	1.4474701	1.2324244	1.4607494	-0.19139099	1.7588758	1.1748195	1.3890063	0.94462645	-0.12955339	1.2130632	0.35193312	2.1859665	1.3085591	0.027916977	0.9885673	NaN	0.13158925	0.47335896	0.61983335	0.9129994	1.1986604	0.57139707	0.44389436	0.47054517	0.86163247	2.016171	1.4102377	1.6256407	NaN	-1.019498	0.41405246	-0.35396937	0.2554259	0.6650474	2.2617788	1.2371122	3.2309344	0.9374639	0.86827546	1.6528577	0.72625345	1.2064102	2.0088835	0.46066815	0.90589285	0.32084203	1.1131533	-0.33829495	0.8321605	0.047349416	1.1941334	1.3749838	1.0625373	-0.049524315	2.1572554	0.56220704	
NM_178585	0.64926493	0.76745474	0.7831313	0.794873	0.3026686	0.37855434	1.1464092	0.43372214	-0.28107738	0.28074545	1.242091	1.430833	2.032109	0.714024	1.0978655	0.9156578	0.7637503	0.15813299	1.4283122	0.4945133	1.3877722	1.0681988	0.7072798	1.1710743	1.2248523	1.4585439	1.2178913	0.6130638	0.9877064	1.4335891	1.0376451	0.62150747	1.1815829	1.4857097	0.8493271	0.8289989	0.66919	0.6772805	1.1309108	0.8293653	0.76017326	0.9375999	1.4318438	0.9143741	1.2986729	0.7239437	0.6864025	1.3676187	0.9539713	0.820826	1.7045043	1.0293465	1.2226701	0.583417	NaN	0.9517644	0.5176942	1.1471692	2.3086762	1.1335592	0.6546437	1.2748928	1.1314948	0.3282982	0.40710923	1.0815841	0.17750005	1.234603	2.1544871	1.7419986	0.7275814	1.0547142	1.8013661	0.49835002	0.5688161	1.5763545	0.32375982	0.03490582	0.70190555	0.6850821	1.2132374	0.9503544	1.5341045	1.8779659	1.3989888	1.2537932	0.5254273	0.75751805	1.7162669	1.0234976	0.9845067	0.95890516	1.2399019	0.27177235	1.354444	0.9619196	1.1936426	1.1456966	0.94192326	2.2553148	0.8558995	0.41965166	0.9695548	0.83502334	2.130501	1.3249214	1.3142058	1.0614182	1.2175484	1.364328	1.3318673	0.37040785	0.7193598	1.2231562	1.0684578	1.3259555	0.6368625	1.1237277	1.9202102	1.1806673	1.0678806	0.7495188	0.46599934	0.6667834	0.576246	1.8114867	0.99052423	0.88732886	0.5688946	1.0351518	1.553699	1.5478951	0.9288443	0.5615517	0.45212054	1.8505565	1.059419	1.3793548	1.4662191	1.3802112	0.9572993	1.9320382	1.4431494	0.92748684	1.4396263	0.60562986	1.2555969	1.5967361	1.7692031	0.9068755	0.8428341	1.4375197	0.64609665	0.93787754	0.9707212	0.90895617	1.3369559	-0.09189385	0.90369415	0.030705957	-0.15817538	0.57754356	0.55681074	0.82870597	0.33318168	1.4335494	-0.40499595	-0.4947285	1.9529464	-0.21749058	0.09195774	0.76783746	0.84056544	1.3754247	0.6750079	0.36042178	0.9105774	1.1348233	1.0645406	
NM_002121	5.804966	5.035521	4.9993176	4.313908	5.5387163	5.6044803	5.9534397	5.0138774	6.0697565	5.45846	5.278283	5.147678	4.7996297	6.2894726	5.0845056	4.354984	6.5086	3.636873	5.6797853	5.7300057	5.164506	5.513354	5.2167583	6.0523887	6.044051	NaN	6.545172	4.9721622	6.0015426	6.164043	5.4103293	5.8272734	5.673679	5.2301946	5.7952247	5.5523367	6.4334474	5.371976	5.6719785	5.856003	6.897125	5.2661037	5.8979435	5.4214044	5.712939	5.5943217	6.464649	6.2343907	5.2344975	6.899824	4.006636	4.4536257	5.4635305	6.101338	5.1027975	5.606661	4.9515324	6.334396	5.461319	4.9655476	4.6008725	4.98881	5.662039	3.248353	4.6222014	5.2228165	3.1513011	5.042587	5.2608275	4.8948135	4.4435997	4.283375	4.3655005	4.861055	4.8328032	5.7271605	3.952252	6.8510375	4.714495	7.797993	6.6305966	4.3605337	5.1834974	4.190265	4.9713783	4.445352	3.6418464	5.032456	4.80119	3.687507	5.7077017	4.051157	4.4216566	4.613132	5.5635037	5.769271	7.1466827	5.703293	5.5794473	4.822203	1.9646931	4.6702323	5.4577484	3.106187	3.1105225	4.5985417	4.647234	5.2710648	4.532848	4.9730225	3.375857	5.1381	5.0318356	4.753708	5.0012903	5.6814895	5.4163775	5.1194158	5.5745406	4.5947547	5.698178	6.1004963	5.929639	4.4310336	5.0217466	4.6149144	3.7380733	4.6381025	5.403119	5.0389447	4.356983	4.8598037	4.440087	3.2261384	6.110587	4.7322035	4.437184	5.348371	4.8517056	4.4502296	4.9227557	2.6527028	4.8537254	7.429801	4.6805415	5.128223	4.805796	5.368659	3.747396	5.0599093	4.322375	4.0666914	3.7002337	4.331838	4.715075	4.871538	4.3912	6.564752	4.284898	4.2279596	4.208333	4.007312	4.876184	3.8297436	3.0656888	0.025485056	6.264288	-0.2668978	6.3902726	2.9374197	4.682074	5.901467	5.3205385	5.484123	5.3906612	6.815641	5.088392	4.5048003	3.989012	
XM_117514	0.21380964	0.22257388	0.28814572	0.28592908	0.19976498	0.31767163	0.19139847	0.46543947	0.37114218	0.4067402	0.42014065	0.38791323	0.40848136	0.2336015	0.62754095	0.6940804	0.09919178	0.02670924	0.7811994	0.264048	0.24006031	0.33931938	0.44388404	0.22092824	0.40172255	0.017448526	0.14379269	0.19750579	0.40465727	0.28676257	0.31324288	0.049248505	0.2304648	0.0935925	-0.029187374	0.2802855	-0.2537394	0.4474746	0.4540357	0.31670576	0.35602054	0.060949348	0.0730176	-0.024784805	0.33255923	0.4016728	0.39874777	0.10711801	0.19822909	0.4227563	0.037145436	0.24975549	0.14896773	0.2568132	NaN	0.31849843	0.6164123	0.19246359	0.37849775	0.17401716	0.40240508	0.35182905	0.24240805	0.40680954	0.12189669	0.38005084	0.107125394	0.6983128	0.18038975	0.56937045	0.031223752	1.1499135	0.1650545	0.16425708	0.19771504	0.91716313	0.35917687	0.8414978	0.8131329	0.36566833	0.06348056	0.90478724	0.42494112	1.1238983	0.10198091	1.007482	0.26545307	0.41589186	0.13741155	0.043860324	0.2739257	0.10667411	0.34843445	0.10028649	0.07148633	0.33539906	0.24358383	0.937001	0.47806558	0.7849136	0.43423563	0.4188394	0.52392673	0.29552644	1.2606344	0.5259274	1.0238429	0.23752744	0.38511378	0.32673725	0.29792574	0.5034546	0.18004613	0.64916956	0.03088675	0.26601788	0.517718	0.44412598	0.6329331	0.18409625	0.5202538	0.67246026	0.30048147	0.28706726	0.31235164	0.5949701	0.5014306	0.9397819	0.17157081	0.77688503	0.67589474	1.4336586	0.6541331	0.3603674	0.6386717	0.67774135	1.1274229	0.13936286	0.46669447	0.22916806	0.23823068	0.7975788	0.16726652	0.55298334	0.6910989	-0.07256844	0.32334796	0.4122112	0.16147362	0.049511876	0.25907376	0.20543878	0.27811125	0.23465389	0.36209992	0.06485367	0.2550107	0.59313655	0.38674694	0.56487054	0.8862702	0.044834737	0.670123	0.18912156	0.5259407	0.7206955	0.5561676	2.0595095	1.2611632	0.78032196	0.46454942	0.23350947	1.2929367	0.4485848	0.52383447	0.9739974	0.651705	0.4493485	0.77465194	
NM_002124	2.1259093	2.0434992	3.8325372	1.4236059	3.6144526	3.019749	2.781966	3.0447557	6.287593	3.9556785	2.2035475	2.5709064	3.8841043	5.1314545	2.9036925	3.0268016	3.185934	2.270308	3.7532218	2.84068	3.862224	3.8038528	3.3439987	2.4527485	4.0321774	3.4013572	4.359067	2.6024795	2.4422224	3.140286	3.2400367	2.1839857	3.2110245	5.3444567	3.4635258	2.683679	6.084275	5.0162597	3.5213351	3.3586605	4.029396	2.359734	2.5297143	2.482912	2.7578428	4.1817284	4.443431	4.006522	2.3673468	3.647115	3.9735458	2.0121737	2.087486	3.2986627	NaN	2.649327	2.8874898	2.6624658	3.128202	3.1327085	2.4837015	3.0957134	3.6045132	1.5352783	1.2922789	3.124468	1.7059444	4.1293344	3.0492444	3.6227262	2.1579297	2.2076163	2.1083217	2.9640768	1.7064952	3.995128	3.0156522	2.8662267	3.5116806	3.2968826	3.4887645	3.5629096	2.0050385	3.7616353	2.8033233	2.506521	0.928706	3.6727054	3.3818731	0.9684937	4.4049535	3.0161052	2.5209084	2.6744788	2.9870064	3.8841147	3.3576367	3.0787141	3.491618	2.8399699	2.1662796	2.3751013	2.3946338	1.5258237	2.5488596	2.1029902	2.4421391	1.8909218	2.2677782	3.129198	1.6030686	4.254021	2.7860067	2.7483563	3.113097	1.8345145	1.8244649	2.1329155	3.3657749	2.3914285	2.7871625	4.36131	4.2341256	1.7745451	2.9840946	3.3635364	2.2689898	3.9041142	3.7615192	3.5956154	3.327227	2.6639798	1.5795985	1.1413563	4.5720496	4.616355	3.7977424	3.247367	4.469006	1.8575099	3.720065	1.843709	2.1760135	2.0779274	3.0651593	3.3751228	2.226608	1.9321879	1.9665735	1.9307394	2.6069915	2.9402285	2.2912583	1.6516683	2.3812602	1.9232345	3.4881382	4.6704674	1.7674799	1.8955595	3.3140495	2.2595959	4.01226	1.0801328	1.2904314	2.1150296	3.1351159	0.9691472	3.5007722	2.0800827	2.5325346	4.886638	3.4770296	1.671153	2.9313793	2.4528286	4.301455	3.2082744	2.7440457	
NM_181349	0.11434879	1.0165863	0.5119801	0.047127552	0.4901878	1.2406207	0.62514687	1.3933201	0.2784144	1.0246447	0.36596772	0.7217673	1.2422224	0.8842998	1.1148206	1.0715272	0.2823479	0.14881615	0.5028716	0.90804756	0.61043054	0.38604262	0.23763047	0.24326709	0.85871434	0.39167774	0.90532523	0.36164054	0.28725448	0.43865612	0.6778325	0.24406412	0.28412932	1.6860609	0.33474687	0.7524541	0.1458816	0.9300974	0.44962686	0.016786464	0.3667995	1.0286359	0.46012408	0.5823309	0.5587378	0.7680371	0.31778678	0.5228176	0.6237503	0.79517245	0.43663383	0.66278666	0.8250683	0.49365076	NaN	0.65081495	0.93590736	1.6368827	0.74949	-0.14618558	0.6690037	0.3765982	0.6555052	0.0075847204	0.38100937	0.2548926	0.2269645	0.55475813	1.0662506	0.62545276	1.8839493	1.1573536	0.34722915	0.4132469	1.8457497	0.5919904	0.45700687	0.060857337	1.0489868	0.46625748	0.7474437	0.8482984	1.1150633	1.9951218	0.33374703	0.40290412	0.15105247	0.51784027	0.85810506	0.45660216	0.19163746	0.5581013	0.8883142	1.2752423	1.0624499	0.36940727	0.4078903	0.5211019	0.32729268	0.9221057	0.67982894	0.5732108	0.26597217	0.5255944	1.4704467	0.29240575	0.6593771	0.9078383	0.6134912	0.40086672	0.6767209	0.30517337	0.56392705	0.43826336	0.1939329	1.0705159	0.4339346	1.0642232	0.3493586	0.7664956	0.32340154	0.9946844	0.49968854	1.3459988	0.5030884	0.85155	0.14040633	1.1704929	0.62756383	0.91528183	0.4473853	0.6233114	0.3153469	0.20429243	1.3396962	1.242786	0.4312453	0.5295219	0.9710666	0.47081438	0.823861	0.65895814	0.9002081	0.62898594	0.33433133	0.7030702	0.38614026	0.263667	0.6954538	1.0695077	0.5914454	0.49706823	0.5284195	0.3933408	0.31581074	-0.0984211	0.13362686	1.834534	-0.009429117	0.26982674	0.32973745	-0.1723078	0.34292874	-0.38238272	0.27199683	1.1235285	0.40150005	1.6812747	1.322808	0.9320378	0.11895424	-0.2673582	0.6595754	0.65607923	1.1122566	0.4304383	0.6499631	0.926283	0.81429166	
