Identifier 	A009	A016	A018	A030	A043	A075	A078	A079	B013	B017	B033	B036	B061	B062	B064	B080	B084	B105	B108	A001	A002	A006	A013	A015	A022	A026	A027	A039	A042	A045	A046	A049	A054	A067	A069	A070	A077	A082	A084	A088	A093	A094	A101	A104	B014	B022	B023	B024	B032	B048	B054	B060	B068	B081	B086	B092	B094	A003	A004	A005	A007	A014	A020	A021	A031	A033	A035	A037	A038	A047	A050	A051	A052	A053	A057	A058	A059	A061	A062	A064	A066	A068	A080	A081	A083	A085	A096	A097	A102	A103	A105	A106	A107	A108	B016	B019	B026	B027	B028	B030	B031	B034	B037	B038	B039	B040	B041	B042	B043	B044	B045	B047	B049	B050	B051	B052	B053	B055	B056	B057	B058	B059	B063	B065	B069	B071	B072	B073	B074	B076	B078	B079	B082	B083	B085	B087	B088	B089	B091	B093	B095	B096	B097	B098	B099	B100	B101	B102	B104	B106	A012	A023	A025	A044	A063	A087	A099	A017	A019	A024	A028	A032	A036	A040	A056	A071	A074	A090	A095	B012	B015	B025	B029	B035	B046	B066	B070	B075	B103	
NM_017688	2.4636562	2.2344756	2.8892317	4.479334	2.0134192	2.0315738	2.832461	2.217506	5.280148	1.4917969	3.9629312	2.1219645	2.4770856	1.8594434	2.0458388	1.651599	1.5350753	2.3567572	1.859348	2.8902283	2.3362637	1.9665205	3.086797	2.9431713	0.28798684	2.5058138	3.384169	3.611271	2.5501325	1.8017421	0.9665783	3.4779468	2.01773	2.983684	3.3031151	2.1253598	2.1165411	2.6035485	2.7991014	1.748472	1.8062305	1.8841094	3.8663821	1.7277234	1.1892335	2.1763477	1.2200704	2.1498072	3.0467815	2.4408605	2.8754044	2.3492775	0.76231134	0.72706735	2.5031888	3.5246162	2.3332367	1.0045046	2.1298397	2.700573	1.674007	3.7334719	2.1291637	2.102211	2.4820867	3.428628	3.1369784	3.2002034	3.0417123	1.7884802	3.5424857	3.9900126	1.3514031	3.2570863	2.1111422	3.1399982	4.484436	2.3560274	2.131423	2.4969647	2.1450257	1.4230136	2.0523143	3.0615063	1.7789668	2.6508017	1.3746071	2.2497306	2.546333	NaN	1.9387323	2.6376724	1.95143	2.4685397	2.2312076	3.3332899	3.713371	1.474211	2.3953698	2.5036323	2.0183551	1.4095982	1.0554516	0.7995099	2.9580994	1.5368834	2.2596302	1.1944615	0.006026373	0.88165367	0.85201013	3.064232	3.123744	1.3320125	5.13416	2.4759521	2.0464177	1.4926815	3.0597475	1.8278967	2.1874788	1.1955365	2.0247529	2.327144	2.5559516	2.3391309	1.7402407	0.26588696	NaN	-0.10298627	1.5574567	1.4248779	2.509059	3.0044808	1.1142155	2.7411404	2.0740986	2.6146898	2.0995176	2.8784587	1.3988554	1.0578845	2.601761	2.715464	3.2297583	3.1668224	1.9580748	1.8533875	1.6035366	0.27022362	3.2121654	2.7001271	3.2432373	2.912956	2.4018195	2.4275053	2.3717487	2.5451944	3.0650563	3.1537867	4.09551	4.2002563	4.4453225	1.7286547	2.7223501	1.8098674	2.0157266	2.5896316	0.20634419	1.8476928	2.9262564	2.485558	1.3682019	1.1272573	2.3367515	1.5078919	4.1447363	2.6920648	3.228215	
NM_001623	1.0354637	0.858467	1.1871511	0.47366223	2.0308208	1.1474258	1.7626177	1.2566524	1.8012562	0.66184515	0.3579404	0.30723703	0.2267188	1.9523292	0.97793645	0.65961176	1.2189852	0.8985639	1.3768849	2.114417	1.4398334	1.0899442	1.4369892	1.2923739	0.7236347	1.466992	0.8853506	1.4832864	1.0906272	1.2609994	0.1871858	0.71199334	1.6233016	0.49528766	1.539263	1.199944	1.6975043	1.8206176	0.94459957	0.16631961	0.6164864	0.8248897	1.4641359	0.67069197	0.6637515	1.2893349	0.7090746	1.0365015	0.1739969	0.70326674	0.085169084	0.57071614	0.741191	0.5800989	0.5403151	0.28275204	0.28925696	0.1005397	1.040823	0.66019744	0.9498344	1.6059113	0.48536927	-0.103596605	1.9004953	0.73368555	0.677609	1.0405178	1.29762	0.2345371	1.0180511	1.7370194	0.5103107	1.1758794	0.51451504	1.0728892	0.7233284	1.5628723	1.196022	0.9439306	0.7154292	1.7354052	0.8107643	-0.024253089	0.92464733	0.06852714	0.7344965	0.90749395	3.0243375	0.45225564	2.0733857	0.7956682	0.27527297	1.3570244	0.3590479	1.1630034	-0.092924744	1.3072019	0.2740896	1.2779748	-0.09872167	0.19767754	0.2640755	-0.032239497	0.8714865	-0.12719977	0.4246917	0.35226625	0.046632096	0.51312476	-6.9620373E-4	0.4640595	0.90929055	0.75465536	0.6346002	0.7927653	1.1317701	0.24694556	0.7394751	0.6128338	0.32336187	0.6424669	0.04002419	0.56817394	0.93175894	0.52378374	1.019243	0.15370058	0.7622652	-1.276338	0.24282914	1.4435409	0.28330973	0.48722875	0.32583675	0.435828	-0.047523778	0.8551344	0.7279248	0.52810365	0.57680035	0.31503803	-0.40618873	0.99359876	0.3407918	0.61125654	-0.08274239	0.058889076	0.6461142	0.2141926	0.8317166	0.86196023	1.1363676	0.91706014	0.47886118	1.2367375	0.34759185	2.785726	1.5224322	1.9162946	1.6644092	1.4021559	1.4065214	0.26677743	0.94042873	1.3328462	2.000267	0.5929456	1.0210408	1.2727101	1.1536205	1.0092334	0.049818512	0.78807133	0.5085363	1.531655	1.5108825	0.54297596	0.8490154	
NM_002189	0.8469996	0.34702075	1.2565593	0.4672168	2.3967175	0.8038266	1.0874798	1.4158294	1.3352101	0.9083244	0.2600405	0.8112504	0.7191138	1.5232481	1.3973174	0.71913385	1.3591639	1.3982053	1.4812584	1.033251	0.5464389	0.48301095	1.0411527	0.75291586	0.7688911	1.2049141	1.3485608	0.8299206	0.5222086	1.3974397	0.18186682	0.58762956	1.3499264	1.1346829	1.0658058	1.0539424	0.7098997	0.7985555	0.90591127	-0.11345312	1.225759	0.17233142	0.68003273	0.6002874	1.1267585	1.3125603	1.0132998	1.2903419	0.5196505	0.73595303	0.69610626	1.096983	0.41822663	0.08450062	0.609238	0.744482	1.3529432	0.6212092	0.72806007	0.633088	0.8613707	0.75987047	0.55115455	0.6728722	1.3002691	1.210281	0.4633996	1.0187546	0.5461977	1.1494182	0.7309696	1.2299094	0.17164594	1.0769035	0.92515224	0.90483445	0.57507557	1.4535979	1.3211001	0.57716644	0.55408764	1.275179	-1.3918041	1.4605846	0.7508644	0.6784911	0.5444562	0.8475687	0.18278918	0.4489941	0.8305417	0.51076144	0.4086594	1.63209	0.36104423	1.1026906	0.055408556	0.6477248	0.13193864	0.80801153	1.1065023	0.42348805	0.78230125	0.33387357	1.4413186	0.75837713	0.73855346	0.8310595	0.68689126	0.93842554	1.0411255	0.653564	1.0807711	0.7931978	0.8604017	1.1608766	2.0535781	0.534946	0.40193662	0.59388834	0.9953749	1.1711115	0.37739506	0.44005963	1.0662332	1.0070759	0.1827106	0.974291	1.4068812	1.1648214	0.49218476	1.7104728	0.6711944	0.36509436	1.3091744	1.232516	1.4072077	0.74704736	1.7829944	0.21813852	0.58091325	0.79200023	0.5127869	0.6899429	1.4574876	0.48065192	0.5345356	1.3097606	0.45409754	0.15592092	0.32763022	1.4204453	-0.23327082	0.18103254	0.07983901	0.14599784	0.15779321	1.9268315	1.8321775	1.768475	1.8481979	1.4399843	1.431264	1.2081444	1.1791817	1.769707	2.1682694	3.1961145	1.43442	1.3033922	1.6613667	1.2778908	0.63721734	0.59011084	1.0759116	1.6397638	1.1273105	1.1269293	1.5567049	
NM_152236	0.5680684	0.93132013	1.855092	1.483126	1.3922848	1.0594511	0.46926305	0.2509618	0.8512892	0.4591021	1.1176318	1.3419329	1.6911553	0.8783738	1.5704014	1.5550505	0.61603546	-0.023542883	1.0355884	1.7651427	0.23467998	1.2730762	0.5937144	1.2932875	0.42240298	1.1876312	1.149927	1.2146764	1.326758	0.62379056	-0.013376067	0.6470864	1.4342937	0.4071554	0.07927363	1.229346	0.22441177	2.044087	1.040092	0.28857967	1.2970555	0.6787437	0.98673886	-0.057485174	1.8221648	1.09509	0.3320652	1.8971107	0.33020782	1.2647936	1.4760683	1.8822353	0.53470117	0.8693064	1.8367536	1.6589252	1.8215364	0.23345311	0.9754444	1.377488	1.2175694	0.54047734	1.9767417	0.98983943	1.1985267	0.46750373	1.7545022	-0.13441996	2.0309248	0.919575	0.26063406	1.7199041	1.5104516	0.42473778	0.28793782	1.8303379	1.0855205	0.92866945	0.7026616	0.1103308	0.39359772	0.58327633	0.04755375	1.4540216	0.22346628	0.16040945	0.67436296	1.2052765	-0.1748876	0.5302492	1.2490076	0.58548826	0.7383912	1.6252553	0.52893996	1.1323745	1.5766877	0.8412029	0.10308255	0.12601298	1.0452476	1.404648	0.74073565	0.72285503	1.3296722	1.1850755	0.26373225	0.66644514	0.6873709	1.1713122	1.4311917	1.4224236	0.86297977	1.7431746	0.30425423	1.3584104	0.09689805	1.0792825	0.52070534	0.6443955	1.0944272	0.75823337	1.0644168	1.8497862	1.3804805	1.0070843	0.64982253	1.435666	0.769663	1.4514036	1.1208125	0.5631984	0.8945794	0.15919591	0.62995666	1.6802965	0.29599658	2.1968646	-0.026701668	0.91400504	0.05689883	0.4435222	1.6846443	0.3318335	1.468228	0.57191277	0.9831844	0.6444018	1.3252656	0.10055712	1.5949631	0.64067423	1.221582	0.34757414	1.2012845	0.5613619	1.4935805	-0.1919013	-0.012779912	1.546724	0.06791887	0.44423163	0.94523203	0.90386486	0.18847176	1.1941936	0.24837564	0.28749266	1.3988389	1.215678	1.1071852	0.9824926	0.25449812	0.098761655	0.3482374	0.5396865	0.18810609	1.5711869	1.2171928	
NM_024600	3.744157	2.1503446	3.9876554	1.8815002	4.0752015	1.8945645	2.6633263	3.5317636	3.380317	2.5893588	2.8478615	3.5164688	4.293333	3.808545	3.1131015	2.7429392	4.241328	1.3918964	3.4767647	3.733889	4.995919	3.975896	5.1894336	2.8422976	2.7293115	2.7542024	4.699611	4.5054803	2.2096355	4.744106	3.2682042	2.367567	4.7632656	3.7960906	2.5454533	3.3360717	2.295013	3.2687452	3.74111	3.3582973	3.1806827	1.8493764	3.4601896	1.7988564	3.5723832	6.0513415	3.9236324	4.470239	4.2334175	3.6581824	3.3928246	4.28631	3.6732745	2.0034199	4.898997	4.3975267	3.6689765	1.5275604	3.2311847	2.1058347	4.435065	2.8095913	3.8409312	0.9101137	3.0943356	1.278413	2.816	2.207081	4.2867136	3.6171496	3.19248	2.7041378	3.4430428	3.5358722	3.5508478	4.2060027	3.8432112	4.685131	3.4261496	3.9645855	3.9918733	3.905099	1.9269288	3.4915106	3.6499348	3.9706066	1.6394244	2.6499774	3.883137	1.0800699	5.019644	2.1830657	3.9127395	3.0800521	3.6704402	3.7508123	5.0813456	3.0614052	2.989887	2.4552295	2.7329178	2.8812551	3.240811	2.99949	2.7696831	2.6322799	2.753918	4.3982987	3.7664292	3.4776323	2.1024709	3.1443138	3.2246678	3.7527635	4.2667623	5.1516085	3.274509	3.5930347	1.7105608	2.7172122	4.153367	2.930586	2.7731354	3.1288242	-0.3768122	1.4767758	3.2016282	3.1962824	4.1424274	2.1540093	3.0995913	2.7091482	1.4238999	2.1242785	2.9987152	2.6093285	2.6949317	3.4117208	3.1461515	3.156689	2.0067852	2.4743998	2.91555	4.460017	2.6051612	3.0630026	3.7346704	2.9330535	3.7043426	2.2601986	3.113574	2.7629862	2.6460092	2.3630948	2.1519804	2.933347	2.6969497	3.347951	3.7634444	3.3035123	4.8204746	3.0143747	4.8027873	1.7244078	2.9184093	2.4983454	2.54374	2.3774548	3.7740443	3.5711374	6.309354	4.924811	2.5841012	2.3665695	3.2768612	4.1274676	2.867905	3.3919137	4.2132235	
NM_001116	0.93178713	0.5961784	0.2919882	0.07079884	0.51164645	0.50684804	1.3886074	0.9290289	0.71166915	0.8637299	0.6201944	0.8340032	0.4975541	0.90860707	1.0672247	1.276787	1.0444207	0.83915067	0.697935	0.18888879	0.1941768	0.43771762	0.5814632	0.8936362	0.077270284	-0.14217475	0.33535665	0.48985946	0.6502146	0.8177352	0.26930386	0.6127002	0.6044626	0.5534929	0.6045135	0.7524693	0.14838435	1.063836	0.7971669	0.5621995	0.42997158	0.29951325	0.8242626	0.36022028	0.45542413	1.1497308	0.9585311	0.7799363	0.8827008	0.5312958	0.77547467	0.8553598	0.8599936	0.6524526	0.44813383	0.8202435	0.6447559	0.24984264	0.25205708	0.9447624	0.72131866	0.37445086	0.41967964	0.26341408	0.7728904	1.049313	1.083842	0.8084854	0.30798116	0.6489462	0.81405616	0.71850014	0.6798959	1.896011	0.87668747	0.5240062	0.3096432	0.24892016	0.8047327	0.67411166	0.6119284	0.8912496	0.46567857	0.89640814	0.3686206	0.6335841	1.2626501	1.2288456	1.0883877	0.7868554	0.87949383	1.2269729	0.66308665	0.61999995	0.74181217	1.4741395	0.43819156	1.4311302	1.2174788	0.95871526	0.77229303	0.20100302	0.48975086	0.7826467	0.6428548	0.64650977	0.6386671	0.9143478	1.050559	1.1428818	0.546365	0.5008283	1.0701234	0.14721094	1.3279876	1.0152187	0.91911536	0.32758677	1.0477883	0.7208511	0.48318952	1.095027	0.38383391	1.0003226	0.837519	0.5963703	1.0795014	0.56461203	0.37126467	1.0140358	1.1768682	1.0915693	1.0950052	1.7918124	1.3368475	0.9599689	1.4354397	0.37589207	0.1694012	0.7787502	1.4585037	0.49532297	0.54110724	1.4052062	0.96692044	0.34585845	0.8045134	0.8484102	0.79580975	0.36868602	0.31157038	0.55299926	0.25508335	0.34414887	0.3611194	1.2568965	0.19926813	0.93405545	1.2782191	1.9164846	1.5062819	1.8807801	1.4040495	1.2963325	1.7936105	2.8546622	2.0592537	2.270267	0.90879875	1.8427725	1.724813	1.3838097	1.361458	1.7273881	1.4359345	1.2972943	1.6197923	1.2369593	2.365534	
NM_006296	0.73468846	0.65996456	0.79922205	0.706289	0.77064687	0.9463353	0.9592716	1.2196844	1.0267284	0.87139744	0.9647397	0.2925102	0.882501	0.92361	0.81917906	0.93825775	0.24610804	1.5377645	1.1634791	1.4252938	1.0258431	1.0840642	-0.22578727	0.87082624	0.4787798	0.2325568	-0.054002356	0.59278476	0.32318667	0.95362693	0.6289053	0.9236311	1.0535514	0.6066343	0.9074253	0.9421194	0.6014304	2.1260407	0.7654332	0.1311487	1.1052109	0.14978825	1.2222549	0.70781684	0.066644475	0.33220112	0.51988715	0.5798202	0.46554282	0.21111731	0.53296655	0.48230624	0.37276632	0.2916086	0.43994012	0.6457649	0.6983421	1.1773633	1.0827545	0.6202504	-0.1842389	1.2496178	1.1279122	0.60249	0.7733521	1.0777317	0.7410256	0.8658399	0.26085007	0.7373007	0.8054652	0.5743408	0.30023897	0.15401015	0.6272203	0.5559186	0.42270356	0.30156246	0.8852314	1.1942927	1.0427098	-0.22565587	0.7539885	0.44943142	-0.16554405	0.5108816	0.91341376	0.48343554	0.83652735	0.9232592	0.45562047	0.8764684	0.7208469	0.99276966	0.61415493	1.0890485	-0.072568625	1.3212591	0.41917288	0.4077982	0.3907147	0.3767921	0.89997774	-0.24665388	0.48826173	1.6685894	0.16746238	0.4484107	0.7603315	0.20506787	1.2230059	0.3866089	0.6478861	0.9396958	0.5739736	0.98867863	0.4609852	0.101918414	0.49328554	0.7767067	-0.66138566	0.48348922	1.6372063	0.81888765	0.57990134	0.99561584	2.4578724	1.093789	0.76623374	1.0111382	0.07511755	-0.2335415	1.395509	0.887466	0.65307117	0.3624212	0.33172917	0.40515956	0.14489731	0.60015196	0.5265637	0.46534404	0.36605424	0.5703424	0.5331703	0.52608395	0.58422697	1.0315701	0.43607384	-0.13570113	0.12832953	0.5839278	0.20571993	-0.16253601	0.22617908	0.8833636	0.14407066	1.4317454	0.74543303	0.6408861	0.313749	0.8014957	-0.01810371	0.9266894	0.68442935	0.5581838	0.60418755	3.9158872E-4	0.68425214	-1.0479556	-0.01883996	0.030906742	-0.06274627	0.9369476	1.2787882	1.736286	0.52754694	0.46419218	0.7770674	
NM_020979	0.24550274	1.028793	0.2960569	0.052562155	0.17254186	1.3989055	0.109588414	1.8486751	-0.1477756	1.3833836	0.6577994	1.5416759	1.088078	0.676451	1.44549	1.2091815	0.727772	0.09596795	0.91493136	0.8048486	0.6702908	0.37650818	0.9967595	0.41687852	0.8135751	0.15515988	0.84656394	0.29532224	0.65634364	0.27158275	0.8832156	0.43807653	0.4923492	1.4377128	-0.012243769	0.9287267	0.49212977	0.61814123	0.06147012	0.6031409	0.14988312	0.9828208	0.70358086	0.51168317	0.7581194	0.8502302	0.6952741	0.7818228	0.6067071	0.3468921	0.042688385	0.5390165	0.6991292	0.3331285	0.8135484	0.25514084	0.7643183	1.7004433	0.78296727	-0.00938731	0.89877224	0.4861189	0.031626284	0.16661622	0.23622367	0.15823032	0.39368457	0.2523218	0.77540493	0.5387047	2.5958033	0.6397427	0.06531871	0.73415375	1.9663348	0.78445584	0.38852575	0.47825658	0.60773003	1.1379429	0.67882913	0.60220885	0.558585	1.3993295	0.5178405	0.3960916	0.45449606	1.2049553	0.5064489	0.44972205	0.6319763	0.8426797	0.836898	1.7413894	1.1094489	0.34710947	-0.26911503	-0.22126631	0.42793941	0.53439003	-0.050256178	0.10535449	0.44152942	0.3350678	1.1875368	0.22752278	0.4912018	1.1589645	0.59645253	0.36924455	0.7931952	0.17686138	0.4776392	0.6723777	0.038155556	1.1291207	0.26772967	0.7871585	0.036666863	0.9127412	0.23544912	0.65355	0.32287645	1.7377049	-0.06784223	1.2552059	0.46470818	1.2901815	0.8534491	0.60197085	0.65481377	0.5875479	0.7451599	0.5425214	2.1048992	1.3075235	1.3293158	0.34630182	0.7173161	0.47787496	0.55445796	0.76615125	1.0228174	-0.13380261	0.44246197	0.53104866	0.15460446	0.3435271	0.7408724	0.77921563	0.22272733	1.205189	0.1607503	0.4101613	0.056400456	0.11946534	0.48577568	2.4136815	-0.14552695	0.28595033	-0.1203372	0.12583028	0.47680202	-0.07223738	-0.01971152	0.72170854	0.8884541	2.939862	1.318718	0.61721826	1.5238408	0.13295622	1.136282	1.0722322	1.5519764	0.81722784	0.24115196	1.4024004	1.0937773	
NM_003944	1.3255923	0.54692507	-0.28008878	1.1285998	0.98518926	1.6765428	2.0355325	1.36337	1.1822877	-0.02735672	1.0277468	1.0361167	2.9944112	-0.84592825	0.8835799	1.014825	1.0296986	-0.47561207	2.1820014	2.481953	2.6014109	1.5457822	2.301637	3.1084948	0.64402664	2.3439958	1.6622335	2.1993554	1.7880275	1.1285013	1.2576046	1.4904499	2.651159	2.1248932	2.3103392	0.7814959	2.5986495	2.7874088	1.6234291	0.80668545	3.238407	2.5919232	2.6434462	1.020177	1.8614656	1.0920327	0.6518829	0.23549668	2.122058	2.7883012	1.7516476	0.7951035	1.2958841	0.033517092	2.837818	3.0699828	3.2719946	0.28396845	1.7327682	0.9119484	1.1881598	1.5875698	3.1344655	1.8024395	1.9805987	2.29027	2.5896537	0.7968457	2.3223324	1.6043708	2.232706	2.6323705	1.9158244	1.5913861	1.160863	2.3880563	0.6700138	0.20802143	0.96490186	2.5280764	2.0708807	2.5209606	0.8599706	0.49456322	1.7779748	0.17672187	-0.013514137	2.442487	2.028916	0.4526602	1.0609772	0.7910807	2.6686618	2.364566	1.424676	3.0393426	1.8937002	1.3912961	1.881331	0.9814999	2.7529032	2.7118294	0.9386712	1.186967	2.5275803	1.8951015	0.9694273	1.1295478	1.6090404	1.8167971	0.60818076	2.7525418	2.1007266	2.2477806	2.6671305	1.6889673	1.2207091	2.061104	2.1485894	2.6189382	1.2038343	0.5784572	2.0476449	0.769112	1.9042856	1.6686122	2.0904958	0.15113771	0.39773205	1.5559021	2.6445131	0.968544	0.70081717	1.6905928	1.3514414	1.0276395	1.9930074	2.2903075	0.10482386	2.5269141	0.56225026	1.1528628	2.8206859	1.6407158	1.909043	1.1321826	1.7984219	2.2021036	0.9099326	1.2075281	3.7332778	2.387377	4.048897	1.9252716	2.2396889	2.7353752	3.4748306	-0.43824384	1.0007697	2.7803028	2.250245	1.7409158	2.6689699	1.2729846	1.3629931	0.8392744	1.0127758	1.318432	-0.5878335	1.9786234	1.0668138	2.318558	1.6664406	1.7307467	0.8386908	1.0750948	1.3302108	2.5563498	2.3876781	
NM_001001547	2.8731906	1.7984204	1.9770066	3.7769635	1.9979053	5.255704	1.6291066	2.0418103	3.7259774	1.60037	1.9093782	3.5950358	4.589297	-0.9241889	NaN	1.5100605	4.679025	NaN	1.5480578	3.9871986	5.7146473	5.578197	1.9999746	6.186466	4.756399	2.896904	2.9575882	3.6534762	2.8734434	5.4736233	NaN	0.6034145	8.34746	2.2688627	1.8198373	3.0163965	1.3781903	3.7661548	2.1475604	2.5284545	4.962244	2.7271395	4.235477	1.1508884	2.285316	NaN	2.0448482	NaN	3.6662533	3.677389	NaN	NaN	4.9234705	1.6501303	NaN	4.53226	3.3118966	1.3852036	4.761033	1.7965192	1.552129	1.5799927	2.2632787	1.1870816	5.5103126	1.1310666	3.1090083	6.3275275	NaN	2.9292495	NaN	3.2904935	2.2975986	3.080891	4.0539665	0.049689792	NaN	NaN	5.149057	2.3744364	3.7739594	0.77026117	1.4520557	2.6085744	NaN	NaN	0.5972735	2.4894235	NaN	-0.28143206	NaN	1.719236	1.8933058	3.3603003	3.037151	NaN	NaN	4.9952154	1.2510258	1.6165926	1.9820648	5.3712897	6.8950925	0.16366298	NaN	1.0233957	NaN	3.45096	6.03176	3.0491602	7.4637346	2.6757257	4.313925	2.991439	NaN	NaN	NaN	NaN	3.8846912	NaN	NaN	2.7170768	3.0028794	1.7525581	0.8421571	3.4013515	2.345967	1.4456011	5.0643783	1.4182596	3.162691	1.1345414	NaN	0.7199304	-0.86342037	3.1855512	3.6721692	4.772137	NaN	2.590438	1.1670582	NaN	NaN	NaN	1.3333209	3.6716914	1.6420587	NaN	0.67318636	3.377435	-1.2870219	7.935607	1.3478262	1.1620535	1.5774028	1.6159148	-1.2886407	NaN	2.762577	2.1519616	2.6708674	1.952788	2.8121994	1.131831	NaN	2.6885896	0.75439036	NaN	0.5631468	NaN	NaN	4.573374	1.6818101	NaN	1.9155396	4.24418	2.8329654	NaN	1.8290442	
NM_002925	1.1637648	1.4028101	0.9480066	0.6657001	1.2028868	2.1396344	1.2271284	0.31999147	1.8482393	2.0894384	1.9237831	0.48628443	2.0606747	2.0861025	2.410044	2.5639858	1.243925	0.7894574	1.5880206	1.1893173	0.776439	0.7457846	1.3272488	0.5801082	0.9865538	0.95506686	1.1274025	1.0330856	0.5617825	1.2927524	0.627099	0.76082796	1.3441187	0.8968577	0.93864876	0.78649133	1.047292	1.3362654	0.9123422	0.85264367	0.5835617	0.29025885	1.4467044	0.5441081	1.8640411	0.8964192	1.235645	1.5829574	0.8191454	1.1294388	0.7906818	0.999055	0.8788901	1.1394813	0.18893147	0.69989455	0.98946834	0.38148734	0.24676411	1.0773783	1.0476729	1.0161246	1.0716251	0.76791006	1.5042264	0.24727593	0.44773084	1.3269745	0.53230023	0.9094446	1.1494157	1.5338708	0.71016586	0.35753286	1.2230989	0.70431507	0.57121557	0.82872903	0.45818296	1.0982804	1.6147993	0.7830067	0.8579669	1.1416516	0.11020806	0.74606466	-0.009824995	1.0168936	1.084871	0.2219602	1.0982676	0.38183278	0.8565587	0.8726402	0.6863201	1.4454714	1.1351981	0.96208924	0.54091257	0.43849784	1.326134	1.5220481	0.28657186	0.33156338	1.3593336	1.0936939	1.0070754	0.8963614	1.5871922	0.90413815	0.7270723	1.0047973	0.6907678	0.49137145	0.54833823	0.9959397	0.23940411	0.6402913	1.0881414	0.37947488	1.155864	1.4079567	0.6940047	1.3971074	0.96994805	2.0196495	0.5945082	1.1691761	1.6458522	0.72671753	1.0437769	1.4523724	0.73254573	0.5935886	0.89254135	1.2557667	1.1484474	0.48583806	0.83473194	0.9424621	0.5337564	1.0403724	1.1800202	0.26294273	1.294739	0.36260626	0.42539838	0.254927	1.149754	1.150402	0.76408577	1.3297603	1.4967235	0.57693917	0.68115336	1.3689102	0.49646616	2.6525123	0.7610451	1.627512	0.23188218	0.17830886	1.6627346	0.039035663	0.51493686	1.6794233	0.6492858	1.0649735	1.6720471	0.4637212	0.8347455	1.775825	0.97672063	0.34620407	0.7876408	1.513487	1.1291035	1.637257	1.4069715	
NM_013309	0.5134327	0.59776944	0.18091539	0.13487788	0.88593334	0.7559906	1.1526405	0.9405329	0.9435282	1.0853957	0.5360529	0.9622902	0.30218586	0.7900873	1.0835481	1.174969	0.8747618	0.80327374	0.8401178	0.36754805	0.42481428	0.61843646	0.6042768	0.4481946	0.37245277	0.3055356	0.7882066	0.5554258	0.6414148	0.71392614	0.6303375	0.42283514	0.64428514	0.49994338	0.36341348	0.64317536	0.08593053	0.59921575	0.731207	0.5482458	0.7195548	0.31458881	0.7135337	0.4459247	0.96400625	0.7667823	0.92783403	0.28998443	0.66825205	0.55115503	0.75262326	0.37743962	0.3290132	0.3223737	0.41341403	0.5436488	0.60394436	0.5239382	0.81244737	0.51234895	0.5498986	0.44493884	0.39730203	0.18583822	0.61664206	1.1030304	0.68154234	1.1253394	0.3863985	0.99651915	0.8355334	1.0929819	0.16848846	1.1368439	0.9617085	0.56551343	0.5655324	0.4033024	0.8966706	0.9279121	0.43135715	0.44063	0.5167227	0.53371465	0.33662885	0.8355028	0.8303607	0.74490255	0.71700317	0.5390018	0.4222874	0.57746565	0.9138786	0.56195074	0.86821693	1.1207746	0.5793936	1.1422158	0.7617829	1.3517467	0.71878344	0.62136805	0.71408165	0.7800424	0.84564567	0.5649088	0.5730286	0.6954699	0.6991802	0.8609718	0.70663375	0.40346554	0.84566873	0.87573445	1.5455449	0.79755294	0.6610672	0.51872504	0.9894194	0.8056324	0.38686547	0.91053385	0.56678367	0.44176784	0.7435919	0.5919954	0.54794854	0.6661165	0.3865665	0.77176166	0.9214577	0.85137206	0.94025886	1.0085512	1.0292262	1.0171524	0.825204	0.36382812	0.78797567	0.5796432	0.77477974	0.66356975	0.59522474	0.7805874	0.8751959	0.5449152	0.6939043	0.84951675	0.42870593	0.4226247	0.36010316	0.52330667	0.047671705	0.14851598	0.23900363	0.30924556	0.07329614	1.0155412	1.3853551	1.1660273	1.9852397	1.1521242	1.3850074	1.1436192	1.3524096	3.783245	1.7457873	2.166943	1.2289925	1.7104602	1.7059369	1.2886599	1.5017593	1.0748461	1.1300749	1.8762336	1.2923801	1.0590899	0.16582952	
