qsrank	schoolname	qsstars	overall	academic	employer	faculty	international	internationalstudents	citations	arts	engineering	life	natural	social
239	Pontificia Universidad Católica de Chile		49.90	46.3	83.3	66.2	23.9	50.6	26.1	20.8	17.4	14.9	19.3	22.5
242	Massey University		49.70	50.6	45.8	37.4	99	81	37.7	20.6	15.4	23.2	18.3	25.1
243	Technische Universität Dresden		49.60	33	41	83.3	40.4	50.7	51.3	9.7	20	15.8	17	7.8
243	SOAS - School of Oriental and African Studies, University of London		49.60	43.9	55.8	77	98.5	100	1.1	41.9	6.2	9	4.8	28.7
243	Korea University		49.60	51.9	30	40.8	27.9	76.7	58	23.6	17.4	22.1	17.3	24.4
246	Universiti Malaya (UM)		49.40	66	65.8	37.7	62.6	40.6	14.4	19.3	23.2	29.9	30.4	28
246	Stockholm University		49.40	51.5	32.6	34.9	46.4	24.2	70.9	22.1	10.4	25.3	19.7	26.6
248	North Carolina State University		49.30	45	54.2	29.2	24.3	39.3	80	11.3	23.8	20	24.2	13.3
248	York University		49.30	63.6	86.4		66.7	13.5	51.7	37	15.6	13.3	18.3	41.9
248	Virginia Polytechnic Institute (Virginia Tech)		49.30	46.2	52.2	41.5	48.4	42.1	59.5	6.2	42.7	14.4	18.1	13.3
248	National and Kapodistrian University of Athens		49.30	22.3	32.9	79.5		95.1	77.7	7.8	11.3	7	8.3	13.1
252	University of Strathclyde		49.20	33.5	88.8	46	68.4	50.6	54.5	10	16.7	12.5	16	16
253	Florida State University		49.10	56.7	50.1	19.4	38.9	20.5	68.6	23	17.9	27	28.3	17.2
254	University of Delhi		49.00	75.8	79.3	4	12.5	11.1	39.5	31.1	26.6	30.1	32	31.3
255	University of Hawaii at Mañoa		48.90	45.3	3.6	49	38	50.1	76.8	36.6	12.1	7.9	17	19.6
256	The Hong Kong Polytechnic University		48.60	36	49.3	23.2	99.9	50.5	81.1	12.7	21.3	11.2	16.8	14.1
256	Drexel University		48.60	30.4	27.3	72.3	51.5	67.3	62.2	9.7	15.4	12.1	16.4	11.6
258	Universitat Autónoma de Barcelona		48.40	60.2	32.8	28.2	29.8	27.8	58.1	26.9	20.2	22.2	22.4	28.2
259	University of California, Santa Cruz		48.10	57.6	3.6	20.7	28.5	18.6	86.9	25.4	15	31.2	25.3	18.2
259	University of Technology, Sydney		48.10	54.5	93.3	25.5	98.2	96.9	6.5	26.9	25.8	17.9	13.2	25.7
261	University of Utah		48.00	35.9	12.6	60.2	48	31.2	77.7	15.8	11.9	14.3	21.6	12.3
262	University of Liege		47.90	40.3	13.3	39.8	24.8	84.1	81.1	18	18.1	15.8	15.6	16.6
263	Universität Ulm		47.70	15.7	20.6	100	41	52	69.6		10.4	9.4	10.3	
264	Universidad de Buenos Aires		47.50	50.6	86.9	60.1	28.8	43.7	10.5	18	15.6	22.2	23.5	23.2
264	University of Tasmania		47.50	40	60.6	27.6	63.7	88.9	57.4	30.3	10.3	7.3	18	17.7
266	Aston University		47.10	28.8	84.8	31.8	92.7	80.9	55.8	16.6	9.8	11.6	9.3	14.6
267	Université Paris-Sud 11		46.80	43.2		41.1	38.3	67.9	75.7	8.4	16.2	15.1	40.6	9.1
267	University of Eastern Finland		46.80	19.9		92.4	31.7	16.9	85.4		7.2	13.7	11.7	9
269	Indian Institute of Technology Bombay (IITB)		46.70	70.6	64.1	47.2	20.7	11.1	0.9	13.9	49.4	19.6	37.4	19.6
270	Julius-Maximilians-Universität Würzburg		46.60	31.9	21.7	55.6	48.3	39.3	76.7	22	4.4	16.1	14.1	11.6
270	Universität Erlangen-Nürnberg		46.60	29.8	28.8	49.6	70.8	46.6	75.8	15.3	14.6	7.9	17.1	9
272	University of Essex		46.40	36	23.8	46.1	97.4	98.7	48.8	18.9	12.1	14	4.8	26.2
273	Stockholm School of Economics		46.30	23.5	95.1	37.1	84.5	98.3	50.1		7.2		8.2	34.8
273	Nagasaki University		46.30	27.4	29.9	75.8	24.1	18	71.3	7.8	10.8	17.9	13.6	8.7
275	Université Joseph Fourier - Grenoble 1		46.20	42	29.7	45.9	29.8	61.6	59.3	12.7	22.5	18.7	24.3	9
276	Rheinische Friedrich-Wilhelms-Universität Bonn		46.10	40.8	8.5	36	45.2	65.7	76.8	10.1	11.6	11.7	28.2	23.4
276	Iowa State University		46.10	39	16.3	48	28.5	48.8	73		24.3	20.6	18.3	18.5
276	University of Gothenburg		46.10	44.9	22.9	53.6	14.4	24.7	62	24.8	14.7	15.5	15.1	22.3
279	Karl-Franzens-Universität Graz		45.90	47.5	25.3	20.1	49.5	43.1	74.8	18.1	24.3	19.3	19.7	15.6
280	Laval University		45.30	47.5	5.5	18.9	66.7	51	76.6	25.7	17.2	10.1	16.6	27.5
281	University of Kansas		45.10	35.6	29.5	48.8	49.8	32.2	66.2	16	11.6	18.5	9.6	19.6
282	University of The Witwatersrand		44.80	38.5	58.6	28.7	85.2	42.6	53.1	15.4	13.9	14.6	15	21.8
282	University of Alabama		44.80	39.2	25.3	20.4	18.2	22.7	98.2	12.7	12.1	21.5	19.8	16
284	Mahidol University		44.70	38.7	47.1	73	27.6	16.7	34.4	8	13.4	27.6	16.7	15.4
284	Chiba University		44.70	28.7	53	42.4	24.1	23.5	81.6		11.5	25.1	14.6	10.4
286	Washington State University		44.60	34.2	17	58.6	50	29.4	63.5	8	16	18.7	15.1	14.9
286	University College Cork		44.60	31.2	68.2	32.9	82	61.4	54	16.5	16.2	7	15.8	11.2
286	Ben Gurion University of The Negev		44.60	48.2	15.8	35.6	20.1	23.5	68.3	17.5	19	22.4	21.5	17.9
289	University of Tennessee		44.50	24.2	44.4	63.5	28.8	23.9	71.4		12.1	14.2	13.8	11.8
290	Charles University		44.20	50.2	12.1	45.8	30.4	66.3	40.7	22.7	14.4	17.3	30.8	16.6
291	University of South Australia		43.80	45.7	85.2	26.3	15.4	97.8	26.6	28.2	14.8	13.7	14.3	22.8
292	Universität  Leipzig		43.60	42.9	33.1	13.7	30.6	39.9	80.3	22.3	13.9	17.7	20.1	14.8
292	Brunel University		43.60	24.6	69.5	39.2	89	86.8	47		15.9	14	11.4	11.4
292	University of Tromso		43.60	20.8	6.9	99.5	51.3	33	48.5	14		11.4	9.4	9
295	Université Paris-Sorbonne (Paris IV)		43.50	72.2	64.1	11.4	22.2	76.9	1	52.5	17.5	13.7	21.3	38.3
295	The University of Georgia		43.50	37.4	26.4	39.5	47	24.6	68.3	19.5	11.3	16.2	19.7	12
297	Universität Bayreuth		43.40	21.8	30.9	75.1	47.5	36.5	58.1	11.3	7.1	7	14.5	6.3
298	University of California, Riverside		43.30	45.3	7.1	25.6	34.1	28	77.2	15	15.8	24.7	19.9	17.8
299	Umeà¥ University		43.20	24	6.1	59.3	86	53.6	66.7	5.6		23.2	11.2	11.4
300	Dublin City University		43.10	28.2	69.3	26	81.2	61.5	59.2	18	11.1	12.1	7.1	12.3
301	Université Montpellier 2, Sciences et Techniques du Languedoc		43.00	27.4	17.2	52.7	45.3	62	68.2		10.4	22.5	17.3	8.8
301	Norwegian University of Science And Technology		43.00	39.5	32.6	31.5	51.4	35.8	62.5	13.4	28.1	10.3	17	13.9
303	College of William & Mary		42.80	23	61.2	51.5	12.4	32.7	70.6	11.3	4.4	7.9	11.8	13.8
304	University of Manitoba		42.70	33.5	25.7	42.2	62.2	43.6	61.4	11.4	14.4	18.5	16.1	10.8
304	Vrije Universiteit Amsterdam		42.70	62.1	48.1	39.9	55.7	27.3	1.1	28.2	19.5	27.8	20.7	27.1
306	Universidad Autónoma de Madrid		42.50	43.7	34.2	19.2	31.1	25.7	71.1	17.8	11.9	18.9	24.2	17.4
307	Universiti Sains Malaysia (USM)		42.40	55.2	44.6	32	38.2	30	26.6	20	17.9	27.2	25	20.6
307	Indian Institute of Technology Delhi (IITD)		42.40	61.8	69.1	43.1	12.6	11.1	1	8.5	47.3	22.8	31.7	12.5
309	Griffith University		42.30	27.2	75	32.8	91.1	90.9	37.4	13.6	7.1	7.3	11.5	19
309	Universiti Kebangsaan Malaysia (UKM)		42.30	60.8	34.6	24.9	97.1	28.3	12.8	19.3	20.6	24.7	30.9	25.5
311	Universität Konstanz		42.20	36.3	17.2	32.2	54.2	42	70	25.9	7.9	10.6	13.1	19.1
312	Universidad de Chile		42.10	35.6	55	44.7	33.4	25.8	48.7	20.2	15.4	16.6	13.2	10
312	University of Padua		42.10	48.3	19.5	13.1	13.1	22	78.5	24.1	14	22.3	23.1	15
312	Universität Düsseldorf		42.10	27.5		50.9	22.6	75.6	76.2	6.2	11.2	20.6	14.8	6.3
312	Universität Bielefeld		42.10	47.5		19.5	43.1	38.9	71.9	22.9	11.4	16.1	22.2	24.5
316	Universität Jena		42.00	29.2	20.3	60.5	30	25.5	63.2	16.6	11.4	15.6	9.9	9.2
317	University of Southern Denmark		41.90	25.4	12.3	51.6	76	61.2	62.8	19.5	7.9	7	12.1	8
318	Showa University		41.80	12.5	77.8	47.7	18.7	12.1	86		3.9	10.8	5.2	
319	University of Waikato		41.70	33.2	40.4	40.3	77.6	89.5	36	24.7	14.3		11.9	19.7
319	University of Coimbra		41.70	44.5	8.8	44.3	20.7	46.4	50.3	28.7	15.2	17.1	13.8	16.8
319	Universität Köln		41.70	37.9	25.4	22.6	46.9	67.2	65.4	21.9	6.5	13.5	15.6	22.1
319	University of Navarra		41.70	27.4	42.4	11.4	87.2	71.1	77.9	13	6.9	17.1	6.3	15.7
319	University of Tampere		41.70	39.1	7.6	23	37.2	19.2	86.1	21.6	17.2	11.9	10.7	20.4
324	Tianjin University		41.50	41.4	53	38.3	18.8	18.3	47.3	15	17.7	25.4	15	12.9
325	University of Pisa		41.30	51.5	10	12.1	12.6	16.4	75.4	20.9	19.9	19.1	31.2	13.1
326	Colorado State University		41.20	40.4	11.8	19.5	29.5	22.1	83.3	8	19	16.8	24.7	15.7
327	WHU Otto Beisheim School of Management - Koblenz		40.80	9.7	82	74	99.4	67.4	24.3					9.5
328	University of Connecticut		40.70	29.8	22	28.7	26.7	34.6	85.4	9.7	9.4	18.4	15.9	10.5
329	University of Florence		40.50	49	7.7	13.3	20.5	22.2	72.9	27.2	15.3	14.3	25.2	17.8
330	Johannes Gutenberg Universität Mainz		40.30	26.5	7.7	30.7	28.3	69.1	86.2	11.9	7.2	7.9	22.1	7.8
331	Jagiellonian University		40.20	41.2	28.1	60.4	17	19.5	31.2	26.1	9.9	13.9	23.6	12.3
331	Gunma University		40.20	15.6		90.9	24.1	19.4	64.3		9.3	10.3	5.2	5
333	Ruhr-Universität Bochum		40.10	32.3	9.8	33.6	44.2	63.3	67	10.4	16.1	13.4	16.1	12.9
334	National Tsing Hua University		40.00	35.4	18.9	28.5	22.1	13.7	79	7.8	25.7	7.3	21.5	12.7
335	Tokyo Metropolitan University		39.90	24.7	60.2	23	24	17.9	82.9	7.8	9.4	10.3	20.5	5
336	National Cheng Kung University		39.80	25.6	46	42.1	18.5	14	71.1		20.3	12.7	14.9	7
336	Université du Québec		39.80	53.9	36.1	12.2	66.8	51	28	17	17.8	25	20.6	28.1
338	Universidade Federal do Rio de Janeiro		39.70	40.4	34.6	38.4	27.5	12.4	48.4		27.7	20.3	22.6	13.6
339	Westfälische Wilhelms-Universität Münster		39.60	30	7.7	45.7	45.2	37.1	64.6	21.3	5.1	9.4	13.8	14.7
339	Universitat Pompeu Fabra		39.60	35	13	45.1	97.5	31	40.9	20.1	6.7	12.6	4.1	30.7
341	Universidade Nova de Lisboa		39.50	32.5	22.9	45.6	29.6	67.2	47.9	18.5	14.2	15.1	10	11.6
341	Philipps-Universität Marburg		39.50	17.6	5.9	67.7	45.1	58.9	61.9	17	3.6	7		8
343	University of Delaware		39.30	34.5	12.6	23.4	23.2	29	81.4	16.7	17	15.6	17.1	6.8
343	Politecnico di Milano		39.30	52	85.7	33.7	16.6	23.7	2.6	19.1	36.7	17.1	20.3	11.9
345	Gifu University		39.20	21	8.8	66.3	24.1	22.5	68.3		11.2	14.6	10	8.6
345	Universität des Saarlandes		39.20	24		40.9	75.5	66.1	68.3	14.3	11.3	7.9	10.8	7.2
345	University of Warsaw		39.20	41.4	65.8	23.4	20.1	15.1	44.9	20.5	14.4	10.1	24.8	16.2
345	Carleton University		39.20	41.4	27.1	15.2	24.4	42.5	64.1	21.1	19.7	10.1	11.3	23.8
349	University of Bradford		39.00	25.7	34.6	32	68.8	94.2	50.2	6.2	11.7	18.3	6	13.1
350	Loyola University Chicago		38.90	28.2	21.5	48.7		25	68.9	17.3	3.6	14.9	11.1	13.7
351	Flinders University		38.70	22.8	40.8	44.2	31.7	82.4	51.6	8		17.3	7.7	15.6
351	University of Oregon		38.70	38.1	17.6	23.2	37.6	35.4	63.6	14.4	9.4	24.3	16.8	15.2
351	Dublin Institute of Technology		38.70	25.3	52.8	93.4	22.8	36.7	4.9	10.1	16.3	7.3	10.5	10.1
354	University of Oulu		38.60	20.2		70.5	17.4	16.3	70.2		15.6	16.5	10.1	
354	Yokohama National University		38.60	23.8	64.1	40.5	24.1	30.3	55.8	15.8	8.1	13.7	4.8	8.6
356	University of East Anglia (UEA)		38.50	21.9	40.2	51.1	81.6	65.9	37.1	22.7	6.5		4.1	13.3
356	National Technical University of Athens		38.50	26.3	43.6	38.1	13	21.8	68	8	28.8		12.8	7
358	City University of New York		38.40	54.3	37.7	36.6	21.6	38.8	9.5	38.8	10	22.8	19.8	17.7
358	University of New Mexico		38.40	30.6	4.5	40.3	35.1	25.4	69.7	12.9	13.6	14.6	17.5	7
360	Université Paul Sabatier Toulouse III		38.30	23.6	20.3	25.6	65	81.4	68.8		19.1	15.1	16.3	
360	Universitas Gadjah Mada		38.30	66.4	37.5	28	12.9	16	1.6	28.9	17.4	29.7	26.3	29.2
362	University of South Carolina		38.20	25.6	65.1	21.4	30.6	20.7	69.5	5.6	11.8	12.1	12.1	13.5
362	University of St Gallen (HSG)		38.20	24.3	94.2	22.4	98.6	89.4	22.5	8	6.2	7.9	5.4	24.6
364	Universiti Putra Malaysia (UPM)		38.10	47.6	45.4	45.4	18.8	23.1	13.4	13.6	18.6	21.1	24.9	19.1
364	Heriot-Watt University		38.10	27.6	59.4	9.1	24.1	11.4	84.2		20.1	18.1	21.1	
364	Osaka City University		38.10	19.4	28.6	41.8	24	17.1	82		11.9	7.3	14.1	7.1
364	Universität Bremen		38.10	39.5	7.7	23.3	45.2	64.9	53.3	18.4	15	12.5	16.2	20.5
368	Johannes Kepler University Linz		37.90	28.5	25.3	31.6	67.9	43	57	7.8	14	7	20.6	11.8
369	Université Paris 1 Panthéon-Sorbonne		37.80	57.2	60.8	11.8	32.1	76.2	2.2	38.7	11.2	14.9	15.4	34.1
369	Bandung Institute of Technology (ITB)		37.80	53.9	68.8	31.7	23.6	11.2	3.3	18.6	28.5	18.6	28.5	14.2
371	Warsaw University of Technology		37.70	31.4	78.3	55.8	12.9	12.4	21.1	11.4	24.4	7	17.3	7
371	Linköping University		37.70	26.8	7.6	30.3	51.7	45.9	73.2		21.1	10.3	10.7	15.6
373	University of Oklahoma		37.60	29.3	22.1	33.9	37.3	46	60.4	11.3	11.7	7.3	16.2	16.3
374	University of Jyväskylä		37.30	29.6		46	47.9	21.9	60.8	14.5	8.9	11.7	15	13.4
374	Deakin University		37.30	20.4	69.5	24.4	86.6	87	39.9	9.7	5.9	13.6		13.7
374	University of Trieste		37.30	37.6	9.8	20.6	12.3	36.2	70.6	17.9	10	19.6	21.9	9.7
377	Okayama University		37.20	20.9		50.9	20.6	19.7	80.1	7.8	9.6	7.3	14.3	5
378	Universität Regensburg		37.10	24.7		38.1	45.5	37.7	74	14	5.4	7.9	14.3	11.5
378	University of Kentucky		37.10	19.9	3.6	48.1	22.3	29.8	79.3		9.6	14.2	5.2	12.6
380	Sungkyunkwan University		36.90	16.1	18.4	64.8	25.5	49.8	56.2	7.8	10.4		8.6	4.6
381	University of Missouri, Columbia		36.80	25.8	12.6	43.2	49.1	32.3	59.4	9.7	13	9.8	12.6	10.4
381	Yeshiva University		36.80	16.9	22	99.4	39.2	27.7	20.2		6.2	13.6	7.6	6.1
383	Leibniz Universität Hannover		36.70	31.7	17.2	12.8	23.8	77.2	70.2	9.7	14	17.7	15.8	10.6
383	Concordia University		36.70	38	56	20.5	24	57.3	35.5	18.5	20.5	12.6	10	18.3
383	Technische Universität Braunschweig		36.70	23.7	9.8	50.4	45.3	53.9	52.9	10.1	17.1	12.8	10.8	
386	Northeastern University		36.40	21.4	48.1	31.2	35.4	44.3	60.5		11.9	7.3	14.1	12.1
386	Kumamoto University		36.40	15	8.8	65.3	16.6	16.3	70.9		9.1		9.5	9.5
388	Università  degli Studi di Pavia		36.30	32.7	17.2	29.6	12.8	20.7	66.4	17.3	17	11.7	12	11.7
388	Christian-Albrechts-Universität zu Kiel		36.30	18.4	11.3	50.4	45.2	43.8	63.2	10.4	3.6		10.2	13.5
390	Istanbul Technical University		36.20	31	13.3	64.1	48.3	18.4	28.5	13.9	23.9	7.3	12.5	8.8
391	Université Paris Descartes		36.10	29.3	4.7	23.1	59.5	81.4	58.1	11.8	10.6	15	14	11.5
392	Universität Mannheim		35.40	19.1	60	8.1	21.6	52.7	79.2			10.3	4.8	24.4
393	Universitat de Valencia		35.20	34.5	3.7	18	15.5	30.4	72.7	20.4	13.6	13.4	16.4	9.5
394	University of Siena		35.10	26.1	39	15	17.4	22.5	75.6	10.4	5.3	15.8	6.3	18.3
395	University of Indonesia		34.90	48.8	58.8	35.1	16.5	12	2.1	21.7	16.1	21.5	14.8	25.2
396	Martin-Luther-Universität Halle-Wittenberg		34.80	17.1		57.3	45.2	38.4	58.7	6.2	5.7	9.9	8.1	4.3
396	Georgia State University		34.80	31.7	31.5	17.6	41.2	35.5	55.3	15.7	11.3	12.4	14.6	13.7
398	Sogang University		34.70	16.2	82.4	47.6	36.1	12.7	37.2	8	5.9		8.8	8.9
398	National Central University		34.70	26.9	29.2	17.3	21.4	12.5	76.5	11.2	9.2	13	14.3	10.2
398	University of the Philippines		34.70	46.6	84.7	25.7	21.3	11.5	0.8	26.9	15.4	10.3	22.3	20.6
401	Royal Holloway University of London		34.60	21.7	10	52.7	94.2	97.3	20.7	20.6	6.3	7.9	6.3	5
401	National Chiao Tung University		34.60	19.6	28.8	35.4	21.3	18.8	70.8		18.3		15.6	7
403	Université Lille 1, Sciences et Technologie		34.50	20.3	27.4	33	43.8	83.9	50.1		11.5	12	14.4	4.6
403	Kanazawa University		34.50	15.2	8.8	48.1	24	17	76.5		8.8	13.5	6.3	
403	Yokohama City University		34.50	15.8	8.5	37.1	24.2	17.5	86.1		11.4	10.8		8.1
403	Universidad de Belgrano		34.50	16.8	39	86.2	20.2	94.6	1.2	6.2	7.1	10.8		9.3
407	Université Claude Bernard Lyon 1		34.40	27.9	5.9	19.2	28.9	48.7	71.6	5.6	15.9	15.5	15.1	7.8
408	Swansea University		34.20	25.1	66.2	48.5	81.2	59.3	1.2	11.9	11	10.8	10.8	9.3
409	Justus-Liebig-Universität Gießen		34.10	21.9		34.5	42.8	38.2	68.7	13.4	3.6	7	16.3	6.3
409	Shandong University		34.10	33.5	25.7	8.8	37.4		69.8	13.7	12.9	17.9	17.3	9.5
411	University of Houston		34.00	30	31.1	8.1	37.2	28	66.9	8	13.1	17.6	15.5	10.1
412	Virginia Commonwealth University		33.60	19.9	15.2	33.9	18.8	21.2	73.8		6.3	15.3	8.2	11.8
412	Brigham Young University		33.60	28.1	59.4	18.2		23	55	11.8	10.7	16.6	9.1	12.2
412	University of Trento		33.60	28.9	38.5	11.4	23.2	27.5	64	12.4	16.3		18.2	15.1
415	Louisiana State University		33.50	21.9	19.5	27	28	27.6	69.9		8.2	16.5	16.8	5
416	Universidad Austral - Argentina		33.40	30.9	60.6	56.4	23	34.9	1.2	16.9	13	13.2	13.2	9.9
416	Universiti Teknologi Malaysia (UTM)		33.40	29.9	68.6	57.8	16.4	18.2	3.7	9.9	13.6	15.8	12	12.9
416	Università¡ degli Studi di Roma - Tor Vergata		33.40	30.9	33.1	14	14.1	19.1	63.2	13.1	11.7	9.4	20.8	11.1
416	Hanyang University		33.40	27.6	30	26.3	32.4	19.8	54.7	7.8	12.2	14.4	13.9	11.1
420	University of Naples - Federico Ii		33.30	31.7	15.7	7.8	17.7	12.3	77.2	14.1	14.2	11.7	11.9	15.9
420	Hitotsubashi University		33.30	37.1	85.5	28.2	18.4	36.7	4.5	20.8	11.1	10.3	7.4	28.6
420	Temple University		33.30	29.5	11.3	26.2	21.5	27.5	60.7	14.1	7.2	15.2	8.4	18.3
423	Istanbul University		33.20	29.8	23.5	60.6	13.2	20.4	22.8	10	14.1	12.8	12.4	14.5
423	Chonbuk National University		33.20	14.8		62.1	24.9	21.7	59.8		7.7	7.3	7.4	5
425	Bilkent University		33.10	26.4		53.1	88.7	13.1	31.1		15.9	7.3	18.3	15.3
426	Goldsmiths, University of London		32.90	31.7	25.1	30.9	81.8	84.6	13.3	27.7	6.2	13	4.8	16.1
426	University of Arkansas		32.90	24.6	16.3	29.6	24.7	32	60.7	8	9.6	10.8	13.8	10.5
426	University Complutense Madrid		32.90	57	61.2		32	32.5	1	30.4	16	21.2	22.9	23.5
429	Université Paris Diderot - Paris 7		32.60	33	10	20.9	45.3	81.4	36.7	18.1	13	6.3	23.6	9.3
430	Aristotle University of Thessaloniki		32.50	29.6	12.2	10.1		99.5	59.4	16.5	15.9	7.3	15.3	8.5
430	Smith College		32.50	14.2	83.2	53.7	23.1	31	22.7	11.3		14.2		
432	Mie University		32.40	11.4	8.8	48	24.1	18.2	73.1		6.3		5.2	4.6
433	Tecnológico de Monterrey (ITESM)		32.20	29.8	91.6	40.5	22.1	22.5	0.9	12.5	23.9		8.9	18.6
434	Tokai University		31.90	25.1	28.6	47.2	20.9	14.1	36.1		19.1	9.6	14.8	10.5
434	University of Turin		31.90	29.6	4.7	19.9	21.3	16.8	65.7	22.6	11.5		13.2	16.1
436	Technische Universität Dortmund		31.80	26.1		36.4	41.1	66.7	40.5		12.9	15.2	14.7	13.2
437	University of Crete		31.70	26.2		35.8	13.3	11.6	61	10.8	15.2	7	14.2	9.2
438	HEC Paris		31.60	20	95.1	14.7	95.8	93.2	5.8	5.6	6.2		5.4	24.7
438	University of Szeged		31.60	23.7	22.4	42.6	17.4	26.3	43.1	6.2	11.3	12.1	13.4	7.8
440	Novosibirsk State University		31.50	35.9	8.1	44.5	22.4	27.6	21.7	12.7	16.7	15.1	25.9	5.5
441	University of Kent		31.40	11.1	29.3	36	90.9	80.8	38.4	8				6.8
442	University of Limerick		31.30	17.7	59.6	14.7	76.7	23.1	48.8	9.7	9.6		5.8	10.7
443	Southeast University		31.20	32.5	32.6	31.3	17.8	13.6	33.1	15	11.1	20.5	13.2	9.5
444	Universidad de Los Andes Colombia		31.10	26.2	53.8	25.9	31.6	12.9	36.4	9.7	13.4	7.3	13.7	12.3
445	Tongji University		31.00	40.4	23.8	30.2	15.4	17.8	21.3	15	22.9	21.1	14.8	10.5
445	University of Salamanca		31.00	27.5	3.7	24.7	32.2	59.7	47.9	21.9	5.7	9.4	12.1	10
447	Kasetsart University		30.90	30	54.4	47.5	40.9	11.4	4.3	8	13	17.4	16.1	9.8
447	Universität Duisburg-Essen		30.90	12.8		46.7	45.1	60.5	53.4		9.7		11.1	
447	Thammasat University		30.90	31.6	65.1	46.3	15.1	11.8	3.2	18.6	8.7	13.7	4.8	21.8
447	Xi'an Jiaotong University		30.90	32.1	24.6	29.5	24.9	14.8	35.7	8	21.7	18.3	8.2	12.4
451	Ateneo de Manila University		30.80	29.4	87.9	32.4	26.1	30.9	1.7	17.6	11.2		9.3	25
451	Niigata University		30.80	13.1	8.8	31.3	24	16.6	79			10.3	7.4	4.3
453	Universidad Torcuato Di Tella		30.60	22.1	60	28.6	83.8	62.1	11	11.2	6.3	7.9	4.8	16.8
453	University of Granada		30.60	26.1	5.9	9.2	47.5	44.1	63.3	14.1	11.9	14.1	9.5	6.5
455	University of Lahore		30.40	38.7	12.5	55.6	15.9	21.5	0.8	13.6	13.4	16.3	19.8	18.1
455	National Sun Yat-sen University		30.40	20.7	15.5	22.7	19.8	17	68.4		6.8	13.3	11.9	11.5
457	Université de Rennes 1		30.20	23.1		34.9	23.3	40.1	51.7	12.9	10.9	10.1	9.9	5.5
457	University of Patras		30.20	19.6	12.2	33.4	48	25.4	51.5		21.6		10.7	8.4
459	National Taiwan University of Science And Technology (formerly National Taiwan Institute of Technology)		30.10	31.5	71.3	35.6	33.4	16.7	1	7.8	15.6	14.9	19.3	9.8
459	Pusan National University		30.10	27.4	8.8	13.6		12.3	71.7		13.7	17.9	20.3	7.1
461	Jilin University		30.00	26.6	5	50.5	17.9	13.1	33.3	8	11.5	15.5	14	8.1
461	University of Calcutta		30.00	57.8	53.2					18	24.1	22.3	29.4	21.7
463	Chiang Mai University		29.70	32.6	24.4	38.9	34.3	12	17.8	11.1	13.4	14	18.8	12.2
463	Universidade Catolica Portuguesa, Lisboa		29.70	18.9	30.6	72	22.7	31.3	7.4	8	7.8	7.9	6.8	8.4
463	University of Pune		29.70	57.8	38.1	3.8	12.8	11.1	1.8	19.3	26.7	23.7	27.6	18.1
466	Kagoshima University		29.60	11.6	7.7	51.4	14.9	16.7	59.2		6.8		4.8	5
466	Tomsk State University		29.60	18.3	8.1	96.3	12.3	10.8	2.4	9.9	8.2	7	12.4	
466	Universidad ORT Uruguay		29.60	10.4	29.2	98.5	28.2	14.3	0.8	5.6	6.7			
469	University of Pretoria		29.50	30.4	31.1	15.6	23.2	34.5	38.6	10.1	11.9	13.2	14.2	15.8
470	National University of Sciences And Technology (NUST) Islamabad		29.40	25.1	24.6	72.1	19.9	15.4	0.8	7.8	12.5	12.2	12.4	9
470	Perugia University		29.40	20.3		20.3	17.9	25.7	72.6	11.8	8	14.3	4.1	4.3
472	Université Paris Dauphine		29.30	24.6	42.2	14.5	45.6	96.5	23.9	8	7.7	10.1	12.8	14.1
472	École des Ponts ParisTech		29.30	16.8	19.5	80.1	45.6	22.9	3.5		10.6	6.3	7.3	9.1
472	Athens University of Economy And Business		29.30	25	65.2	9.7	35.8	36.4	33.8	13.1	14		11.6	14.9
475	Pontificia Universidade Católica do Rio de Janeiro - PUC - Rio		29.20	34.1	32	38.3	25.8	25.8	8.3	11.1	19.9	15.6	13.7	12.1
475	Sabanci University		29.20	21.2	6.1	47.1	82.5	12.2	27.2	8	12.1	10.1	9	5.5
477	Università   Bocconi		29.10	25.3	98.6	9.6	25.7	35.8	18.1	13.6	3.6		4.8	32.3
477	Universidade de Santiago de Compostela		29.10	20.9	4.5	13	31.9	31.8	70	19.2	5.7		10.6	8.5
479	Indian Institute of Technology Roorkee (IITR)		29.00	29.4	57	43	31	14.1	1	8	18	21.1	8.1	7.8
480	University of Mumbai		28.90	52.9	62.6					9.7	24.8	24.6	26.4	21.1
480	University of Genoa		28.90	20.5	4.7	18	16.8	18.6	72		13.2	10.3	10.2	9.3
480	University of South Florida		28.90	16.3	3.6	19.2	15.7	32.2	76.6	10.1	4.4		7.2	10.1
483	University of Ljubljana		28.80	28.9		48.9	17.5	16.6	26.1	11.3	13.5	12.1	14.6	10.5
484	Ochanomizu University		28.70	15.4	19.5	40	15.9	28	49.5	11.2	3.9	9	5.2	
484	National University of Ireland, Galway		28.70	29.7	46.5	23.5	71	63.3	1.5	14.5	9.9	12.3	12.8	14.1
486	University of Modena		28.50	14.7		27.5	13.5	33.5	71.2	6.2	7.4	9		4.6
487	University of Kwazulu-Natal		28.20	21.4	18	64.7	34.8	30.3	5.6	10	8.2	10.6	6.1	10.5
487	ESSEC Business School, Paris		28.20	20.1	89.3	8.7	97.4	55.3	6.8		4	7.9	3.5	26.6
489	Indian Institute of Technology Madras (IITM)		28.10	37.9	12.2	54.6			1.4	8	27.9	16	22.2	5.5
