qsrank	schoolname	qsstars	overall	academic	employer	faculty	international	internationalstudents	citations	arts	engineering	life	natural	social
245	Westfälische Wilhelms-Universität Münster		42.80	48.6	39.3	53.5	24.6	21	30.1	19.4		13.35	18.6	16.02
246	RMIT University		42.79	46.9	77.2	21.7	100	100	7.7	16.46	22.21		11.16	12.79
247	Universität Köln		42.78	51.4	52.9	18.3	29.8	37.3	47.4	22.14		13.57	14.21	20.26
248	Université Joseph Fourier - Grenoble 1		42.71	44.9	24.2	42.3	18.6	46.5	50.9		19.75	12.38	26.04	
249	Hanyang University		42.46	37.2	31.2	88	24.8	49	13.7	13.11	15.77		10.64	12.51
250	American University of Beirut (AUB)		42.21	25.8	59.3	65.8	88.6	89.7	17.3	14.36		9.94		
251	Universität Ulm		42.18	14.4	27.3	96.2	29.7	25.9	56.2				10.89	
252	Beijing Normal University		41.96	53.9	28.1	47.4	71	15.8	16.7	26.39	8.95	9.82	15.42	19.3
253	Saint-Petersburg State University		41.88	43.6	26.7	97.8	3.2	18.5	3.5	17.13	9.75		20.11	12.11
254	University of Strathclyde		41.81	43.1	53.2	35.8	81.3	50.4	25.4		17.09	10.02	12.05	17.64
255	Mahidol University		41.63	48.6	21.9	82	12.9	7.5	10.8		10.92	24.5	13.2	13.15
256	University of Utah		41.57	23.5	22.3	57.1	28.4	25.5	77			9.28		
256	University of Milano		41.57	55.5	37.8	16.7	12.2	10.7	53.4	21.32		17.49	19.63	15.01
258	Curtin University		41.50	41.5	65.1	27.3	100	99.8	12.6	12.03	16.55	9.56	12.75	13.36
259	University of Surrey		41.36	34.4	48.3	34	92.2	96	30.7		12.57		13.07	11.13
260	Rutgers, The State University of New Jersey, New Brunswick		41.31	49.2	22.6	35.4	27.1	18.4	48	22.79	11.12	10.93	17.53	11.54
261	Universiti Kebangsaan Malaysia (UKM)		41.22	48	26.6	57.6	85.9	45.8	4.2	16.75	13.02	14.85	12.54	15.28
262	University of Oulu		41.21	27.9	19.8	91.2	41.1	18	32.3		10.92			
263	Universität Mannheim		41.12	25.4	75	12.5	3	40.3	91.9					29.95
264	University of Wollongong		41.11	29.5	73.4	35.7	99.5	82.8	26.5	12.74	10.76			
265	Christian-Albrechts-Universität zu Kiel		41.10	34.8	24.2	21	56.6	22.3	81	14.39		9.08	13.58	12.48
266	Universitat Pompeu Fabra		41.08	39.6	28.2	51.2	91.6	40.5	25.8	16.77				28.12
267	Royal Holloway University of London		41.07	33.9	30.8	36.5	94.8	95.8	35.9	23				10.59
268	University of Newcastle		41.00	47.9	39.5	18.4	92.2	68.8	28.7	14.5	16.84	17.51	11.03	12.47
269	Universität Erlangen-Nürnberg		40.96	36.4	21.6	48.7	39.7	23.1	54.7		13.28	10.71	15.21	
270	Kyung Hee University		40.94	32.4	60.1	82.5	19.2	46.3	8.9	13.1				
271	National Cheng Kung University		40.88	45.5	27.3	42.6	35.9	21.2	40.8	13.54	18.8	12.96	13.45	10.49
271	Hong Kong Baptist University		40.88	27	36.1	69.4	88.4	65.2	22.5	15.34				13.02
273	University of Indonesia		40.74	52.8	64.4	54.2	28.4	4.2	1.5	19.1	12.83	15.46	11.23	19.88
274	Vienna University of Technology		40.58	43.6	52.7	26.6	56.6	89.7	24.1		25.17		20.83	
275	Technische Universität Darmstadt		40.39	30.4	66.2	48.5	59.9	66.1	26		24.83		12.96	
276	Universität Innsbruck		40.37	48.1	24.1	15.9	92.2	98.1	28.1	16.78	9.51	12.59	21.72	11.94
277	Tokyo Medical and Dental University		40.34	12.3	6.6	100	6.9	19.7	65.1			17.66		
278	Indian Institute of Technology Kanpur (IITK)		40.32	44.1	50.6	28.2	1.5	1.1	57.2		25.88		18.97	
279	Universität Konstanz		40.31	42.4	29.7	48.6	56	39.8	27.3	23.64		8.81	12.48	17.91
280	Hiroshima University		40.29	36.5	21.7	82.4	6.9	16.1	27.4		11.53	10.64	14.6	11.35
281	Queensland University of Technology		40.21	44	65.6	21.9	85	59.8	20.1	12.68	17.49	15.55		15.51
282	Simon Fraser University		40.11	37.3	34.1	11.9	95	64.4	55.1	14.61			13.85	15.36
283	University of Hawaii at Mañoa		40.09	25	1	58.5	56.5	51.2	62.5	17.72				
284	University of Technology, Sydney		39.98	41.6	69.3	21.8	93.4	88.6	12.7	18.37	17.15			15.46
285	National Yang Ming University		39.95	17.1	25.4	98.5	12.3	11.4	46.4			12.65		
286	Charles University		39.87	51.5	36.6	43.1	13.6	47.8	17.6	20.55	9.32	12.46	20.06	14.38
287	National University of Ireland, Galway		39.85	32.6	43.8	51.5	93.6	59.3	20.4	13.35		10.14	10.63	
288	Technische Universität Dresden		39.70	42.8	39.4	38.7	29.1	33.7	36.8		21.61	11.6	17.27	
289	Norwegian University of Science And Technology		39.67	37.8	29.8	46.4	61	29.6	36.8		18.17	9.05	12.39	
290	University of Massachusetts, Amherst		39.43	48	27.7	26.2	12.2	15	52.3	21.03	12.43	10.51	14.88	13.56
291	North Carolina State University		39.40	32.4	40.4	27.9	10.5	26.8	72.8		13.33	10.47	14.02	
292	Julius-Maximilians-Universität Würzburg		39.34	26.2	17.1	51	35.6	16.7	69.7			13.87	14.18	
293	University of South Australia		39.26	38.3	49.9	36.3	100	75.8	12.5	14.49	10.67	10.99		14.2
294	SOAS - School of Oriental and African Studies, University of London		39.14	39.1	26.5	49.4	99.8	100	2.9	36.19				19.42
295	Kobe University		39.13	38.2	43.6	62.2	8.9	16.5	26.9	12.29		13.55	10.76	15.42
296	Rensselaer Polytechnic Institute		39.07	21.4	25.3	34.4	11.5	44.1	89.6		16.1			
297	Umeà¥ University		39.01	32.8	18.4	51	69	6	48.5	13.48		14.99		
298	University of Padua		38.99	53.5	30.3	17	3.7	11.1	50.1	18.99	13.28	14.22	18.72	14.21
299	University of Victoria		38.93	30.6	28.9	14.6	91.3	27.5	72.7	13.98			12.54	
300	Stony Brook University		38.91	29.3	3.9	41.9	53.6	54.2	63.2				20.56	
301	École des Ponts ParisTech		38.90	17.6	51.3	100	30.9	76.7	4.8		16.58			
302	University of Eastern Finland		38.87	19.8	26.5	79.4	31.9	12.3	49.1					
303	University of California, Riverside		38.61	30	12.9	19.1	52.6	35.2	83.6			12.14	13.9	
304	University of Tromso		38.53	20.4	5.8	98.6	44.7	31.3	29.4	13.24				
305	Pontificia Universidad Católica Argentina Santa María de los Buenos Aires - UCA		38.52	48.2	58.8	56.6		28.2	1.2	21.69		15.47		17.86
306	Université Bordeaux 1, Sciences Technologies		38.51	32	27.7	52.7	36	54.6	37.4		14.52		19.54	
306	Tecnológico de Monterrey (ITESM)		38.51	41	74.9	52.1	34.8	29.7	2.9		16.33			19.64
308	Massey University		38.19	41.8	36.4	32.5	95.5	41	20.6	14.13	9.58	12.62	13.89	14.41
309	Tulane University		38.16	19.3	21.5	66.2	23.4	33.8	59					
309	University of Jyväskylä		38.16	30	23.1	92.6	31.9	11.3	13.9	14.38			11.01	12.62
311	University of California, Santa Cruz		38.10	39.1		18.2	3.8	4.5	90.1	15.74			19	10.53
312	Indian Institute of Technology Madras (IITM)		38.09	40	73	30.9	2.1	1.2	40.3		27.04		15.99	
313	University at Buffalo SUNY		38.06	29.9	8.2	18.7	9.2	68.3	86.4	13.37	9.46			11.19
314	University of Pisa		37.84	52.7	27.4	7.7	12.7	10.4	54.7	21.62	15.32	9.65	23.19	
315	Université Paris Descartes		37.64	32.1	20.3	26.5	7.5	75.9	64.6			17.77		10.44
316	Johannes Gutenberg Universität Mainz		37.58	37.4	18	13	34.6	39	70.8	18.04			18.73	
317	Wake Forest University		37.36	5.5		99.7	13	15.9	67					
318	University of Southern Denmark		37.28	25.8	27.5	57.3	49.4	61.2	34.2					10.93
319	Iowa State University		37.24	30.2	28.4	29.6	42.4	37.3	60.2		9.29	11.73	14.64	
320	Universität  Leipzig		36.65	37	19.9	16.4	14.6	31.9	69.4	21.02		10.63	12.36	
321	University of Essex		36.63	34	16.7	32.2	98.2	99.5	23.3	15.76				26.79
322	Tokyo University of Science		36.30	40.5	27.5	6.7		2.5	77.6		13.33	13.03	20.07	
323	Taipei Medical University		36.28	28.9	23.5	47.9	30.5	17.5	50.1			25.69		
324	Dublin City University		35.97	23.8	62.9	41	86.1	64.2	20.4					
324	Laval University		35.97	32.7	18.6	22.8	23.9	40.2	64.5	13.79	9.52	10.34		
326	Universiti Sains Malaysia (USM)		35.90	52.5	29.7	28	26.3	53.1	10	16.51	14.42	16.27	15.71	15.18
327	City University London		35.89	31.3	54.5	28.2	83.6	97.6	14.3		11.86			12.97
327	Universidad Austral - Argentina		35.89	26.4	47.3	89.6	9.7	23.8	3.2					13.4
329	Boston College		35.84	32	39.1	30.1	91.2	54.1	27.4	18.74				17.11
330	Arizona State University		35.73	47.2	26.1	13.1	13.2	18.3	48.4	17.32	15.17		14.3	16.31
331	Brunel University		35.62	25.2	47.6	24.1	94.6	87.7	32.4		9.84			
332	Brandeis University		35.53	20.5	13.4	38	20.8	74.9	66.2					
333	Universidade Federal do Rio de Janeiro		35.39	52.4	22.9	40.4	7.8	3.9	15.6	17.78	16.38	12.48	17.39	13.91
334	King Abdul Aziz University (KAU)		35.38	38.6	19.8	57.1	72.7	44.2	1.7	15.94	10.06	12.35	10.77	11.51
335	Universidad de Los Andes Colombia		35.36	49.9	56.3	26.9	38.3	5.1	9.3	19.89	15.25	8.84		20.8
336	Università¡ degli Studi di Roma - Tor Vergata		35.31	49.7	23	9.3	3.2	13.8	50.3	17.38	11.16	12.47	20.74	12.83
337	Virginia Polytechnic Institute (Virginia Tech)		35.20	37.5	40.2	34.1	25.8	21.9	33.1		23.74	8.94	13.29	
338	Ruhr-Universität Bochum		35.17	33.4	27.4	39.4	40.6	52.1	31	15.33	10.77		12.13	
339	George Washington University		35.14	37.1	34.6	36.2	2.5	35.1	36.8	13.71		11.67		16.99
340	Linköping University		35.03	34	36.6	38	38.4	10.6	36.8		15.81		11.76	
341	Ewha Womans University		34.94	40.1	29.2	50	21.6	33.8	14.3	20.76		9.99	12.87	13.99
342	Flinders University		34.80	27.7	24.8	67.1	13.8	63.9	17.9	12.99		11.99		
343	Universidad Carlos III de Madrid		34.58	38.1	44.1	49.1	47.4	27	5.2		12.22			22.06
344	Université Paris Dauphine		34.57	33.6	88.6	22.6	34.3	92.5	5.3				11.37	23.03
345	Aston University		34.52	21.3	65.5	24.5	94.4	93.9	23.9					12.13
346	Universität Bremen		34.46	37.8	22.9	43.6	20.5	39.6	24.9	13.78	10.59		13.8	15.37
346	Université Claude Bernard Lyon 1		34.46	38.7	28.9	27.2	10.1	41.1	38.7		12.5	16.86	20.97	
348	University of the Philippines		34.45	49.2	63.2	37.3	1	2.7	2.3	21.95	10.3	14.03	12.31	15.38
349	Indian Institute of Technology Kharagpur (IITKGP)		34.43	34.6	42.3	32.7		1.1	47.1		23.21		13.94	
350	Universitat Politècnica de Catalunya		34.33	34	21.9	64.7	14.1	43.7	11.8		25.44		12.52	
351	Université Paul Sabatier Toulouse III		34.15	40		54.3	30.9	32.7	18.8		16.56	11.33	21.14	
352	Bauman Moscow State Technical University		34.13	22.2	42.7	99.9	1	8.1	1		14.09		12.51	
352	Aalborg University		34.13	26.6	43.6	42.1	73.6	47.3	21.6		16.22			10.54
354	Hankuk (Korea) University of Foreign Studies		34.12	19.6	70.3	71	51	36.2	1.7	20.84				12.18
355	Universität Düsseldorf		34.11	20	22.7	39.8	8.5	39.3	65.7			10.2		
356	Washington State University		33.95	32	28	32.2	72.6	20.3	34.6		9	10.46	13.88	
357	University of Tasmania		33.75	27.7	27.4	38.3	51.9	87.8	24.7			9.99	11.89	
358	Universiti Teknologi Malaysia (UTM)		33.65	34.1	29.7	58.7	17.1	72.1	2.5		16.68		12.21	
359	University of Navarra		33.64	22.2	35.3	60.1	27.5	51.1	24.7	12.53				10.57
360	Universiti Putra Malaysia (UPM)		33.62	41.4	29.3	50.4	17.4	40	4.2		13.37	13.89	11.96	13.22
361	Xi'an Jiaotong University		33.52	29.9	40.6	69.8	6.9	10.2	11.7		20.3			
362	James Cook University		33.49	21.7	23.4	30.4	93.8	50.4	44.2			11.12	12.12	
363	University of The Witwatersrand		33.29	37.2	30.6	19.3	74.6	28.9	29.9	15.9		12.79	10.9	10.81
364	Universität des Saarlandes		33.28	22.4		34.7	45.6	60.8	58.6		10.85			
365	Colorado State University		33.22	24.7	36.8	11.9	6.4	9.7	80.7		9.45		15.15	
366	University of Connecticut		33.14	20.5	20.3	31.5	59.3	18.2	62					
367	Moscow State Institute of International Relations (MGIMO-University)		33.03	16	32.3	98.4	7.3	56.4	1					
368	Griffith University		33.01	29.6	39.8	23.3	89.9	90.8	15.8	13.11				12
369	L.N. Gumilyov Eurasian National University		32.99	24.3	17.7	99.3	15.3	6.9	1	12.37			11.56	11.23
370	United Arab Emirates University		32.96	29.1	23.8	35.9	100	87	10.4		9.06	9.11		
371	Novosibirsk State University		32.94	26.7	22.6	89.1	4.1	16.9	4				16.13	
372	Universität Regensburg		32.91	19.1	16.9	60.2	34.6	14.4	43.8					
373	Karl-Franzens-Universität Graz		32.87	40.2	18.1	16.2	59	32.8	34.1	20.54		9.78	13.05	12.05
374	University of Waikato		32.84	28.8	36.9	27.2	96	81.6	14.9					14.03
375	La Trobe University		32.78	35.6	26.8	21.6	83.9	77.1	15.8	18.28		11.66		15
376	Universität Jena		32.62	29.1	17.1	42.6	17.9	18.4	43				14.15	
377	Ben Gurion University of The Negev		32.59	30.1	8.6	47.6	67.1	5.7	31		10.15	9.13	10.98	10.67
378	Université Montpellier 2, Sciences et Techniques du Languedoc		32.50	26.9	3.1	43.8	17.1	44.2	46.4		13.32	13.33	15.51	
379	Birkbeck College, University of London		32.49	35.4	15	20.1	92.5	32.3	31.2	26.09		8.96		12.1
380	Bond University		32.43	11.9	43.5	63.7	86	93.8	6.3					
381	Universidad Nacional de Colombia		32.13	52.3	55.4	19.2	11.4	1.5	4.3	25.03	13.3	13.27	15.49	18.78
381	Chiba University		32.13	24.7	9.4	66.1	6.8	18	32.6			9.5		
383	University of Kent		32.05	30.6	21.4	33.1	90.9	72.8	12.7	16.95				13.89
384	Universität Bielefeld		32.02	36.3	28.9	19.5	13.7	23.2	42.7	18.31				17.52
385	University of Missouri, Columbia		31.98	21.5	23.9	46.7	48.3	13.5	41.2			9.52		
385	University of Coimbra		31.98	42.2	19.8	22	12.8	44.7	27.6	15.04	11.5	10.41	14.84	13.38
387	The University of Georgia		31.90	31.9	31.1	27.3	2.1	10.1	48.2			10.49	12.87	13.11
389	University of Cincinnati		31.80	16.7	19.6	46.3	20.7	16.1	58.7					
390	Al-Farabi Kazakh National University		31.72	25.7	20.4	84.4	24.6	14.9	1.1	12.42			10.45	
391	Sogang University		31.64	33.3	32.9	53.6	20.2	24.7	8.7	15.6				16.03
392	American University in Cairo		31.62	30.3	49.4	43.6	97.5		3.2	14.69				11.67
393	University of St Gallen (HSG)		31.49	17.2	85.8	18	99.5	98	11.2					19.9
393	University of Saskatchewan		31.49	21.9	43.4	38.9	26.1	45.4	33.6				10.9	
395	University of Tampere		31.44	27.1	27.2	53.3	21.5	8.6	27	14.02				13.71
396	National Taiwan University of Science And Technology (formerly National Taiwan Institute of Technology)		31.38	31.1	22.6	54.9	13.2	22.1	18.1		17.04	10.71	11.08	
396	Université Lille 1, Sciences et Technologie		31.38	28.3	31.5	35.6	30.6	79.6	19.8		11.75	10.51	14.11	
398	University of Warsaw		31.35	45.4	39.4	32	8.3	7.1	8.8	18.76			20.05	14
399	Universität Bayreuth		31.33			51.3	41	20.5	28.8				10.84	
400	University of New Mexico		31.32	23.7	13.6	44.3	8	12.4	51.4				10.47	
401	Murdoch University		28.38			26.6	87	53.9	20.9	13.87				
401	Shanghai University		28.47	39.8		34.9	6.4	3.7	10.1	14.01	9.08	12.84	16.39	
401	University of Kansas		30.68			55.3	17.5	25.7	33.3			9.22		
401	Harbin Institute of Technology		29.03		52.4	51		3.6	25.6		18.51			
401	Oregon State University		29.94			40.4	24	24.9	43.6				13.09	
401	Stellenbosch University		29.63		36.1	13.6	26.8	21.9	31.8	13.79		11	12.93	10.9
401	Drexel University		28.36			46.6	26.7	51.3	32.4					
401	Bilkent University		29.11			42.6	60.7	5.3	10.7	13.72	10.28		10.55	
401	Université de Lorraine		29.53			56.4	21.3	44.9	10.7		12.51		12.34	
401	Abo Akademi University		28.34			41.9	53.8	29.4	21.3					
401	University of Delhi		29.01	49.6	69.3	3.9	1.3		5.5	23.35		13.5	11.84	17.95
401	Jagiellonian University		30.50			48.5	5.7	9.5	8.9	16.4		10.41	15.61	11
401	American University of Sharjah (AUS)		29.49			28.7	100	100	6.7					
401	Al-Imam Mohamed Ibn Saud Islamic University		29.32			68.4	97.5	46.8	1	16.41				
401	National Central University		30.32			47.1	21.2	12.9	30		11.6		10.79	
401	University of Porto		30.95	39.6		27.4	10.7	12.8	27.1	14.28	12.6	10.3	13.15	11.65
401	International Islamic University Malaysia (IIUM)		28.84			38.2	56.6	81.3	1.9	13.59		9.86		
401	Universitas Gadjah Mada		30.22	48.5	43.4	22.6	23	4.4	1.4	16.62	12.17	15.38	12.19	16.71
401	Goldsmiths, University of London		29.76			18.4	83.1	85.7	7.8	27.01				13.18
401	Universidad Politecnica de Valencia		29.03			47.5	9.2	16.3	11.9		19.47		10.89	
401	Politecnico di Torino		29.21		54.8	9.5	3.3	49.3	24.1		24.2		12.36	
401	University of Turin		28.81			10.3	4.3	17	44.2	18.31			14.25	11.89
401	Florida State University		29.26			18.3	21.3	10.4	42.3				16.12	10.76
401	University of Florence		30.33	44.5		20.2	7.6	16.4	31.4	23.86			14.97	14.03
401	Tokyo Metropolitan University		29.59			22.4	10.2	7.1	67					
401	Tilburg University		30.36		41.3	25.5	79.6	28.4	20.9	12.93				24.43
401	Philipps-Universität Marburg		29.70			37.8	36.1	38.7	36.7	14.79			10.73	
401	National University of Sciences And Technology (NUST) Islamabad		29.04			75.6	4.5	4.4	2		10.34			
401	Swansea University		29.23			36.8	74.1	58.9	21.6		11.31			
401	University of Manitoba		31.05			43.2		52.8	38.3			8.92		
401	York University		31.22	40.9	50.3	17.5	45.3	15.4	14.9	20.05			11.82	18.77
401	University of Tennessee		30.48			44.1	13.8	10.4	54.2					
401	University of Kentucky		29.80			34	7.7	13.5	66.2			8.67		
401	University of Delaware		29.07			23.3	25.8	36.5	55.8					
401	Renmin (People’s) University of China		29.57		40.6	52.3	8.9	17.3	3	20.58				21.08
401	Leibniz Universität Hannover		28.77			6.4	12.4	44	43.8		12.13		14.2	
401	Universidade Nova de Lisboa		31.09			42	36	35.3	16.5	14.73				11.98
401	University of Guelph		30.26			15.6	53.6	17.3	48			13.73	11.97	
401	Pontificia Universidad Javeriana		29.97	39.8	51.9	39	6.2	1.8	1.8	22.24	9.39	11.24		19.09
401	Università  degli Studi di Pavia		30.82			13.2	6.6	14.5	59.1	14.48	10.52	8.62	10.78	
401	Universidade Federal de São Paulo - UNIFESP		30.51			54.4	11.4	2.9	38.4			11.58		
401	Sultan Qaboos University		29.21			72	98.8	3.3	3.6	12.62				
401	Illinois Institute of Technology		28.56			37.5	22.3	99.9	26.2		9.97			
401	Universidad Nacional de La Plata		29.81	46.4		34.7		5.2	4.1	16.88	13.1	13.56	17.88	16.3
401	Université Panthéon-Assas (Paris 2)		29.18		39.7	72.4		79.5	1.1					12.61
401	Indian Institute of Technology Roorkee (IITR)		29.61		37.5	37.7			40.7		15.94		10.55	
401	Université du Québec		30.34	44.1		31.1	23.5		15	18.41	11.1	14.04	12.32	15.16
401	Deakin University		30.01		37.4	14.9	72	81.7	17.3	12.26		9.71		12.57
401	Oxford Brookes University		30.09		42.7	26.5	57.5	72.4	7.8	14.74				12.19
401	Pusan National University		28.55			44.4	12.2	12.1	16		9.37		11.01	13.05
451	University of Vermont		25.93			59.9	7.2	6.2	49.5					
451	Syracuse University		26.77			29.7	17	58.7	24.7	12.2				12.21
451	Università  Cattolica del Sacro Cuore		25.87			36.3	27	16.4	18.3	13.09				12.61
451	Swinburne University of Technology		25.94			12.8	69.3	99.9	22.1					
451	Universität Duisburg-Essen		27.26			28.8	31	53.7	34.4					
451	University of Crete		27.25			12.8	4.2	14.9	53.7				11.29	
451	University of Alabama		26.78			17.1	40.9	7.7	58					
451	Dublin Institute of Technology		27.27			52.8	45.5	73.5	4.2		9.87			
451	Ateneo de Manila University		26.97		61.6	37.1	14.3	10.1	1.3	17.58				10.63
451	Universitat de Valencia		27.65			22.3	2.4	15.6	22.2	16.5		10.95	13.41	12.34
451	Tongji University		25.86		39.5						17.32			
451	Johannes Kepler University Linz		26.01			16.2	74.7	29.3	20.1		11.17		15.2	10.81
451	Universidad ORT Uruguay		25.88			96.1	17.8	4.5	1.3					
451	Aberystwyth University		26.30			30.6	75.2	57.4	19.3					
451	Northeastern University		27.46		43.2	30	9.4	67.4	29.3					
451	University of Trento		26.09			10.6	28.2	23.3	37.7		10.45			13.18
451	University of Limerick		27.74		49.9	26	93.8	27.6	12.8					
451	University of Oklahoma		27.18			41.4	9.8	17	44.1					
451	University of Nebraska		28.10			29.2	15.6	26.5	38			8.77		
451	Aristotle University of Thessaloniki		26.69	38.5		8	2.1	15.8	26.5	17.98	12.01	9.96	11.8	
451	Okayama University		27.62			73.2	8.2	9.6	35.1					
451	University of Granada		26.08			14.1	6.8	22.9	16.6	16.64		10.6	14.56	10.43
451	Bangor University		27.28			28.7	70.8	69.2	32.9					
451	Bandung Institute of Technology (ITB)		26.90	43.3	41.9	22.8		2.8	2.1		20.71	10.44	14.59	
451	Yokohama City University		27.91			96.6	8.3	8.8	27.3					
451	Université Montpellier 1		26.33			15.9	45.4	46.7	21.6			14.24	10.31	
451	The Catholic University of Korea		25.98			92.7	4.5	10.1	17.2					
451	Auckland University of Technology		25.86		49			50.7			9.79			
451	Rutgers - The State University of New Jersey, Newark		26.12			33.8	28	21.1	13.3				12.41	
451	Tokyo University of Agriculture and Technology		26.38			36.6	12.7	19.4	41.3			10.71		
451	University of Salamanca		26.15			24.2	3.6	34.7	14.8	21.75		8.85		10.68
451	Xiamen University		26.19			31.7	10.2	4.9	12.1	14.08		10.14		12.77
451	Universidade Federal de Minas Gerais		27.60			40.6	13	2.6	14.2	13.72	11.27	8.71	10.76	
451	University of Naples - Federico Ii		28.32			7	4		60.6	12.65	10.17		11.34	
451	National Taiwan Normal University		27.94			40.4	7.8	18.2	8.7	22.22				12.54
451	Politécnica de Madrid		26.13		45	36.6	3.8	32.3	6.4		21.67			
451	National Sun Yat-sen University		28.19			24.7	16.4	7.7	40.5	13.28	9.64			
451	Ural Federal University		26.47			98.6	2	5.1	1.6					
451	Chang Gung University		27.10			46.3	3.8	1.3	67.9			8.64		
451	Universidad Nacional de CÃ³rdoba		28.12	52.1		13.4		3.3	3.9	19.35	9.95	15.48	16.78	16.65
451	Wuhan University		28.26	39.2		28.6		7.5	15.4	14.47	9.5	11.99	11.72	13.73
451	Universidad de Antioquia		27.52			45.4	3.4	1.4	2.9	15.34	8.97	10.5		13.89
451	Sun Yat-sen University		27.68			24.9	15.1	12.5	24.1	16.42		10.46		11.81
451	Universidad de Santiago de Chile - USACH		26.54	44.3		15.6	13.3	1.4	5.9	16.86	11.5	10.5	14.14	14.8
451	Nankai University		27.71			36.5	4.6	7.8	27.9	12.75			11.45	
451	Technische Universität Dortmund		25.99			23.6	19.7	33.3	21.5		14.6		13.03	
451	Beijing Institute of Technology		27.28		61.9	42.7	8.3	3.9	11.5		12.66	11.14	11.11	
451	Huazhong University of Science and Technology		27.24		45.4	63.2	2.1	3.5	9.9		14.65			
451	City University of New York		26.22	43.1		23.5	10.8		5.1	26.51		9.55		14.09
451	Universidade de Santiago de Compostela		26.85			18.6		10.3	41.3	16.47		8.68		
