qsrank	schoolname	qsstars	overall	academic	employer	faculty	international	internationalstudents	citations	arts	engineering	life	natural	social
451	Aristotle University of Thessaloniki		23.30	34.7	9.4	7.6	2.2	29.8	24.3	16.1	11.2	9.9	11.3	9.3
451	Drexel University		24.60	12.3	8.9	47.7	8.6	33.9	33.3	2.9	8.3	5.6	3.4	5.1
451	Northeastern University		23.50	21	22.8	24.7	3.6	49.6	23.9	4.9	7.4	9.4	8.8	8.6
501	University of Tartu		22.70	22.1	1.7	46.1	14.4	6.3	15.2	10.6	3.7	9.1	7.1	10.2
501	King Faisal University		21.60	23.9	4	54.7			1.5	12.9	4.6	8.9	5.5	11.3
501	University of Tehran		22.30	33.5	13.3	23.8	5.9	8.3	8.5	11.8	13.1	9.4	13.1	8.9
501	Syracuse University		22.50	21.6	3.7	28	18	41.3	22.6	11.3	5.1	4.9	6	12.6
501	College of William & Mary		22.20	11.4	11.1	49.3	12.8	18.1	23.5	10.3	2.5		3.1	7.9
501	National Chengchi University		21.10	28.3	5.9	32.2	16.7	17.9	3.3	21.4	4.3	3.6	3.8	16.2
501	Chung-Ang University		20.60	14.9	5.9	44.7	21.3	45.7	6.8	10.8	3.3	2.6	4.3	8.8
501	Istanbul University		22.20	25.9	4.5	49.3	2		5.1	13.5	6.5	3.9	9.1	11
501	Universidade Federal de Minas Gerais		23.10	28.7	4.9	40.9			12.5	13.8	9.7	6.3	10.3	9.9
501	Qatar University		21.50	7.8	4.7	34.1	100	99.9	3.3	8.2	2.7			6.3
501	University of Genoa		21.00	22.1	3	10.1	6	8.3	43.5	12.6	9	4.5	8	6.4
501	Universidade Catolica Portuguesa, Lisboa		22.10	17.5	12.6	53.9	26.5	16.8	2.6	9.8	5.7	3.5	4.5	10.3
501	Chiang Mai University		22.80	35.2	4.6	28.7	9.8	4.1	6.7	13.5	10.9	10.8	10.3	13
501	Technische Universität Dortmund		22.30	23.8		17.4	29.6	39	27.1	3	13.3	5	12.6	9.3
501	University of Granada		22.20	35.9	3.2	10.3	7.9	19.2	18.3	16.4	7.9	10.5	14.1	10.5
501	Universidade Federal do Rio Grande Do Sul		21.60	27	4.1	33.5			16.3	10.5	9.5	6.8	10.2	10.6
501	University of Houston		22.80	20.5	7.3	15.3	28	38.6	35.1	5.8	8.4	8.6	9.4	6.2
501	Istanbul Technical University		20.60	23.8	12.5	36.1	4.8	9.9	7.6	9.3	14.6	4.3	10.5	4.4
501	Thammasat University		21.10	35.4	9.4	20.4	11.5	2.8	3.9	18.7	10.3	5.2	5.3	19.2
501	Università  Cattolica del Sacro Cuore		22.00	15	11.7	51	12.8	11.8	14.7	10.6		6.4	1.8	11
501	Murdoch University		22.90	21.7	6.9	30.2		62.4	19.6	13.9	3.8	6.8	4.3	11.4
501	Hacettepe University		20.70	16.1	2.7	57.3		7.8	8.6	9.3	5.5	3	4.9	4.8
501	Pontificia Universidad Javeriana		21.50	23.1	30.6	40.1	6.4	1.9	1.7	18.8	9.4	10	7.6	19.1
501	University of South Carolina		22.50	16.7	11.1	26.8	19.4	11.5	36.8	5.3	6.1	5.9	6	9.3
501	Umm Al-Qura University		21.90	10.5	1.9	58	92.4	13.8	1.1	10.5	2.8		2.3	6.7
501	Universidad de Guadalajara (UDG)		22.90	19	4	70.7			1.4	11	4.2	4.8	6	10
501	Paris Lodron University of Salzburg		20.80	20.5	10.9	21.7		97.1	9.4	13.2	4.7	6.8	6.4	7.2
501	Universidade Estadual Paulista Júlio de Mesquita Filho		21.90	23.5	5.3	44.2	5.3	4.2	11.4	9.6	7.8	6.7	10.2	8.5
501	Universidad de Antioquia		21.60	32.2	8.3	33.3	4.2	1.4	2.8	15.7	9.1	9.1	10.1	14
501	Université Montpellier 1		21.00	26.6	5.5	12.6	29.7	35.7	18	8.6	6.1	13.2	10.7	8.4
501	Kyungpook National University		22.30	23.5	3.4	35.2	12.1	15.6	18.7	9.2	9.1	9	7.9	7.4
501	Middle East Technical University		22.30	28.3	15.5	25.9	8.9	22	11.4	11.5	14.9	2.8	11.2	9.1
501	Belarus State University		21.80	5	3.4	89.7	6.4	15.8			4		4.8	2.8
501	Niigata University		22.10	9.1	1.7	62.9	7.9	6.2	23	3.6	1.9	4.5	6.1	3.5
501	Temple University		21.50	17.7	10.3	34.3	16.5	22.5	21	13.1	2.9	4.8	4.3	8.9
501	National University of Ireland Maynooth		22.30	17.8	6.7	27.4	84.2	32.4	13.8	11.4	4.4	6.1	5.8	6.5
501	University of Pretoria		20.80	29.7	9.5	16.5	19.1	21.7	10.9	13.3	8.2	8.9	10	10.8
501	University of Zagreb		21.10	7.7	3.4	81.2		1.8	4.8	5.2	2.3	2.8	3.5	3.3
501	Pontificia Universidade Católica de São Paulo - PUC -SP		20.90	20.9	19.7	50			1.1	12.8	5.7	6.1	1.3	13.1
501	Concordia University		22.40	24.5	8.4	17.2	49	48.4	15.2	13.8	7.6	4.6	7.4	10.8
501	Koc University		21.20	14.1	10	31.3	86.8	2.6	16.9	7.5	7.2		5.7	8
501	Bogazici University		21.10	19.9	15.5	43.7		15.4	8.2	10.2	9.9		8.6	8.8
501	Cairo University		21.30	42.1	15.7	6		5.9	5.1	17.9	12.1	12.6	10.9	13.9
551	American University in Cairo		20.60	27.8	22.1	30.8			3.5	13.3	8.5	7.2	7.4	12.3
551	Xiamen University		20.60	28.2	6	27.9	10.9	5	9.7	11.8	7.9	8.2	8.4	12.9
553	De La Salle University		20.60	25.8	37.9	23.1	4.3	15.8	2.1	12.5	7.4	7.9	7.5	10.6
554	American University		20.50	19.7	11.3	39.5	7	27.8	7.1	8.2	4.9	8.8	5	10.2
555	University at Albany SUNY		20.30	13.4	1.3	18.5	21.8	24.6	41.9	9.5		4.3	6.7	6.7
556	Universidad Nacional de CÃ³rdoba		20.10	34.5	16.3	17.2		3.3	3.6	18.7	10.2	17.1	17	16.3
556	Southeast University		20.10	19.6	3.1	42.4	5	8.2	12.3	6.5	11.5	7.2	5	6.8
558	University of Szeged		20.10	20.8	6.9	29.2	15.6	24.6	14.4	10.5	4	7.7	11.3	5.1
559	University of Patras		20.10	18.1	6.8	25	34.3	14.5	21.8	6.9	9.7	5.2	8.7	4.2
560	Universidad de Zaragoza		20.00	25.1		27.2	3.4	9.5	17.5	12.4	6.9	6	11.3	8.4
561	Université Saint-Joseph de Beyrouth		19.80	7.4	2.3	79.1			1.8	9		5.7		1.8
562	Universidade de Brasilia		19.70	25.8	9	25.4	36.2	1.6	5.6	10.7	7.3	7	9.3	11.6
563	Indian Institute of Technology Guwahati (IITG)		19.70	15.9	7.5	38.4		1.6	22.1	2.7	11.4	4.8	8.7	3.6
564	National Research University – Higher School of Economics (HSE)		19.60	8.7	7.1	71.8	5.7	4.4	1	4.7	2.2		3.2	8.8
565	University of Modena		19.50	11	2.3	14.2	1.7	16.3	53.9	4.6	4.5	3.5	7	3.6
566	Chonbuk National University		19.50	12.7	3.9	44.9	13.9	25.5	13.6	8.2	3.7	4	4.6	5.6
567	Clark University		19.50	10	2.6	22.8	8.1	82.5	28.8	6		2.2	3.8	9.3
567	Tomsk Polytechnic University		19.50	3.1		78.3	2.6	36.5	1.3		3.6		3.9	
569	Airlangga University		19.50	22	3.1	46.6	4.7	4	1.2	11.3	4.1	9.6	4.7	10.8
570	Universidad de ConcepciÃ³n		19.40	29.8	10.2	18.9		5.5	10.3	9.8	8.8	10.6	12.1	10.1
571	Masaryk University		19.40	23.1	8.6	14.8	14.1	60	11.2	12.1	5.9	5.9	9	9.2
572	Loyola University Chicago		19.20	14.4	1.5	26.5	3.6	9.2	34.9	11.1	4.3	4.3		9.3
573	The Open University		19.10	30.3	7.2	11.6	41.8	1.6	7.2	14.9	7.1	5.5	10.3	14.3
574	Universidad Autónoma Metropolitana (UAM)		19.10	28	5.2	26.8	17.7	2.2	3.4	13	6.8	7.4	9.1	12.8
575	Chonnam National University		19.10	15.2	3.4	39.5	11.3	14.6	15.6	8.9	3.1	7.1	6.8	4.4
576	Shandong University		19.00	23	3.8	28.9	6.8	8.7	12.5	10.1	9	5.1	10	7.8
577	Pontificia Universidade Católica do Rio de Janeiro - PUC - Rio		19.00	29.6	7.2	14.6	21.9	10.3	7.5	13.4	12.4	3.4	8.4	13.5
578	University of Mumbai		18.90	22.7	27.3	1.2			32.6	9.3	4.8	7.5	9.3	10.6
579	Universidad de las Américas Puebla (UDLAP)		18.90	11.8	10.4	52.5	25	9.1	3	6.2	3.9	4.1	3.5	6.8
580	Université Lumière Lyon 2		18.90	21.9	5.5	20.7	32.4	64.1	1.3	17.3	4.4	2.8	3.9	12
581	Smith College		18.90	10.5	2.6	51.8	9	21.2	10.8	11.7	2		4	4.5
582	Worcester Polytechnic Institute		18.70	4.5	7.8	43.8	7.4	49.8	20.8		5.9	2.2		2.4
583	National Technical University of Athens		18.70	23.3	15.6	8.2	1.7		28.7	3	18.1	5.4	10.3	5.6
584	Tokai University		18.70	20.6		36.9	9.5	4.1	10.2	9.9	8.2	7.3	5.8	7.3
585	University of Ljubljana		18.70	23.1	4	30.1	3.7	8.1	10.3	9	8.7	6.9	7.7	9.8
586	Missouri University of Science and Technology		18.60	3.1	4.2	27.4	48.7	48.2	31.1		4.7		2.6	
587	Instituto Politécnico Nacional (IPN)		18.50	20.3	16.4	37.7			4.2	4.5	11.1	6.4	8.9	7
588	University of Salford		18.40	15.3	4.7	20.2	38.4	78.9	7.8	5.6	8.8	3.5	4.6	7.8
588	Chungnam National University		18.40	14	4	38.6	5.6	20.7	15.1	7.1	5.3	4.2	5.2	6.3
590	Universidad Torcuato Di Tella		18.20	14.8	37.9	14.5	48.3	33.8	5.8	8.7	3	3	2.6	17.5
591	University of Denver		18.10	10.2	6.9	46.6	7.1	28.1	9.6	4	2	3	6.1	6.6
591	Al-Imam Mohamed Ibn Saud Islamic University		18.10	16	1.4	28	76.7	32	1	15.1	3.1	2.8	3.4	7.2
593	Bar-Ilan University		18.10	14.5		24.8	57.2	10.9	18	6.1	5.1	4.4	7.4	6
594	Universidade Federal de Santa Catarina		18.10	15.5	2.2	52.6	4.4	6.9	1	6.3	8.3	3.3	6.1	6.7
595	Stevens Institute of Technology		18.00	3.5	3.4	21.4	2.6	99.8	32.7		5.4		3	
596	Vilnius University		17.90	17	3.1	43	7.5	3.2	6.4	10.7	3.3	4.1	8.1	7
597	Warsaw University of Technology		17.80	18.2	17.3	34.6	1.8	5.1	5.8		13.8	4.2	11.6	5.2
598	Jilin University		17.80	22.2	3.8	31.1		8.2	7.7	6.4	7.2	5.9	12	9.2
599	Université Toulouse 1, Capitole		17.70	25.2	1.6	7.8	21.6	78.6	2.9	7.5	3.4	4.1	6.1	23.9
600	People's Friendship University of Russia		17.70	7.2	1.6	47.3	1.2	90.6	1.3	6.1		2.3	3.2	4.4
601	Prince of Songkla University		17.20	23.1	2.7	29.6	9.4	2.6	4.2	9.2	8.8	7.2	8.8	8.2
601	University of Colombo		9.50	14.1	2.5	12.7	1.6	1.4	3.8	7.3	3.7	5.4	7.2	4.9
601	Universidad de Puerto Rico		12.10	10.2	3.9	29.1	8.7	3.6	5	3.5	4.4	5.7	4	4.1
601	University of Karachi		14.50	24.1	8	12.9	2.7	3.5	4.4	11.5	5.4	8.2	8.1	10.4
601	Kagoshima University		16.10	6.8		37.9	4.1	5.8	24.8		2.2	7.7	5.3	
601	Brno University of Technology		14.20	13.1	12.2	18.6	25.6	36.3	3.2	4.5	8.7	2.9	7.1	3.4
601	Universidad del Norte		13.00	15.7	7.9	21.9	16.5	2.7	1.8	8.1	6.9	4.2	2.4	9.3
601	Université Paris Ouest Nanterre La Défense		12.10	19.2	1.7	10.9		25.7	2.8	17.7	2.3	2.8		13.7
601	Kazakh National Pedagogical University Abai		12.80	4.8	1.1	49.2	5.1	8.8		3.8	1.4		1.5	4.6
601	Binghamton University SUNY		16.10	10.9	1.8	17.4	21.9	58.7	18.8	8.7	3.7	3	1.8	5.7
601	West University of Timisoara		5.60	6.2	3.9	7.3	6.5	5.8	2.8	4.8	3.2		3.1	3
601	Saitama University		17.10	9.5		37.5	13.2	14.8	20.5	4.3	5.5	2.7	5.2	2.8
601	Université de Cergy-Pontoise		14.20	6		38.1	22.7	40.4	3.7	4			2.8	6.9
601	University of the Pacific		14.50	5.8	2.7	47.6	8.4	12.2	5.2	5.1		3	2.6	2.5
601	Kuwait University		16.20	11.8	4	16.3	80.6	40.4	7.5	5.8	2.6	4.1	7.9	4.1
601	Universidad de la RepÃºblica (UdelaR)		10.40	10.9	3.2	18.2	15.3	10.2	3	10.6	7.2	6.5	8.9	8.7
601	University of Dhaka		16.00	23.3	15.3	20.8	2	2.2	2.4	9.4	10.2	6.6	8.7	7.4
601	Université Charles-de-Gaulle Lille 3		12.20	15.4	1.6	15.6	30.3	12.1	1.9	18.3		2.8	2.8	6.6
601	Universidad de Belgrano		13.10	8.8	8.2	22.8	7.1	67.8	1.1	4.9	2.6		3.8	7.9
601	Universidad Nacional Mayor de San Marcos		14.30	20.5	3.8	25.5			1.6	9	5.5	7.5	6.9	9.4
601	Athens University of Economy And Business		15.10	7.1	37.9	23.1	14.5	29.4	7		1.9		4	10
601	Georgia State University		17.40	15.3	4.2	12.3	47.7	19.5	23.4	5.3	5.2	3.9	4.3	11.7
601	Universidad de los Andes Mérida		11.60	17.3	4.3	16.7	2.5	1.8	2.4	7.6	7.2	6.9	5.6	6.3
601	Aoyama Gakuin University		9.90	11.2	2.4	14.7	20.3	3.1	4.4	8.6	2.2	4.7		8.1
601	South Kazakhstan State University (SKSU)		14.30	3.3	1.7	59.7	6.6	4.9		4.1			1.5	2.2
601	Alpen-Adria-Universität Klagenfurt		15.10	9.4		23.2	57.5	56.9	3.5	7.8	3.4		3.9	5.1
601	Université Pierre Mendès France - Grenoble 2		15.50	16.4	1.6	12.9	43.3	65.1	2.6	7.8	5.8	6.2	3	9.4
601	National Chung Hsing University		17.30	16.4		18.3	5.5	10.6	29.5	3.9	8.8	6.4	8.1	5
601	Jordan University of Science & Technology		15.10	10.6	12.1	14.7	17.7	90.1	5	3.6	6.3	6.4	3.4	2.8
601	Baylor University		15.40	9.3	5.1	28.8	6.6	9	21.9	6	1.5	7.8		4.7
601	Pontificia Universidad Católica de Valparaíso		13.70	17.9	13.3	15.6	4.4	19.7	3	12	6.6	3.3	7.2	10.2
601	University of Santo Tomas		12.40	15.7	7.8	18.1	15.7	6.2	1.9	7.3	4.9	8.3	4.5	6.1
601	N.I. Lobachevsky State University of Nizhni Novgorod		10.70	11.4	2.6	25.6	1	3.7	1.8	5	4.2	3.4	7.8	3.4
601	Université Toulouse II, Le Mirail		16.50	22.1		16.2	14.8	58.5	2.3	19.4	3.6	3.6	3.5	10.7
601	University of Brawijaya		10.80	16.3		17.8	1.7	3	1.2	7.5	5.8	4.8	4.1	9.7
601	Damascus University		7.30	10.1	1.6	3.6	8.9	31.8	1.2	10.9	2.6	2.2	4.1	1.8
601	Ain Shams University		15.50	19.2	13.5	27.9	1.8	2.4	1.8	6.5	7.7	8.5	6.3	7.5
601	Universidad Diego Portales		13.70	13.8	6.6	29.3	15.9	4.1	1.9	9.9	2.2	4.4	1.5	9.9
601	Universidad Central de Venezuela - UCV		12.40	13.6	15.3	23.6			2.4	11.8	9	7.7	8.7	10.2
601	Corvinus University of Budapest		17.60	21.5	25.6	21	6.9	21.6	2.4	10.9	4.4	7	6.4	11.1
601	Universidad del Valle		15.40	28.8	5.8	9.3	11.3		2.9	15	8.7	8.5	7.3	10.5
601	Fordham University		11.70	11.5	3.4	20	8.1	16.3	6.7	13	3.4			7.5
601	University of Tulsa		15.90	3.2		45.7	9.1	59.6	8.7	1.9	3.4			2.4
601	Marquette University		14.80	7.3	2.6	38.7	9.4	12.5	12.6	5.4	2.3	3.9	2.1	2.5
601	Universidad EAFIT		9.50	11.8	6.5	9.7	31.5	2.7	1.4	5.5	6.5	2.1	2.5	7.9
601	Universidad Iberoamericana (UIA)		17.60	18.6	37.9	22.8	10.7	11.4	1.8	13.6	3.7	3.8	3.3	11.1
601	Lodz University		10.70	11.5		21.6	6.4	3.2	5.2	8.1	1.6		7.3	7
601	University of Calcutta		14.40	28.5	8.2	1	1.2	1	7.8	12	4.6	7	12.4	13.6
601	Pontificia Universidad Católica del Perú		13.60	22.8	8	14.2		4.6	1.5	15	7.7	4.3	5.9	13.3
601	Université Paul-Valéry Montpellier 3		12.30	13.3		14.7	20.7	49.8	1.3	14.9		2.8	3.9	5.5
601	University of Lahore		10.90	12.3	4.2	20.3	2	16.9	1.5	7.3	4.9	3.2	3.4	6.7
601	University of Engineering & Technology (UET) Lahore		12.40	9.7	4.6	28.8	7.2	28	1.7		10.1	3.4	2.8	4.6
601	Université Lille 2 Droit et Santé		14.10	13.8	1.7	11.9	10.6	32.7	17.8	6.5	3.5	7.5	3.3	7.1
601	Universiti Teknologi MARA - UiTM		12.50	18.9	4.9	18.9	2.8	1.4	1.2	7.8	7.1	7.7	4.9	8.4
601	Donetsk University		12.00	2.8	1.7	50	1	4.5	1.1		2.8		3.9	
601	Altai State University		9.20	1		40.6	1.7	3.7	1.2	2.4				
601	Instituto Tecnológico Autonomo de México (ITAM)		15.90	19.1	15	30.2			2.1	7	5.6	3.5	4.7	15.4
601	University of Kwazulu-Natal		17.00	16.8	4.6	19.4	39.5	19.1	13.5	9.5	2.9	7.5	6.4	6.4
601	Sepuluh Nopember Institute of Technology		14.20	11.1	7.8	41.5	1.2	1.9	1.1	3.8	8.9	2.1	3.9	4.5
601	Catania University		12.70	14.5	2.3	7.5	6.6		22.8	6.4	6.2	2.5	7.7	6.1
601	Universidad Adolfo Ibà¡ñez		12.10	12	20.2	16.4	23.9	5.7	1.4	5.2	4.5	3.4		11.8
601	University of Western Sydney		17.00	19.6	6.7	11.7	26.4	48.1	10.4	10.1	5.6	7.9	5.1	8.3
601	Université Stendhal Grenoble 3		14.90	8.5	6.1	21.3	45.9	75.6	1.2	10.6	2.8			5.2
601	Universidad Técnica Federico Santa María		12.20	13	11.4	17.7	11.2	3.2	6.6	4.6	9	3.9	6.4	2.6
601	University of Bahrain		7.90	7.6	10.4	16			2.2		2.6	3.9	4.4	6
601	Sharif University of Technology		16.70	15.9	6.8	14.9	11	1.9	28.5		12.2	4.3	9.4	5.4
601	Università  Ca' Foscari Venezia		13.70	18.1	8.7	7.8	13.2	13.4	12.2	18.8		2.8	3.2	10
601	Universidad Nacional de Rosario		15.70	29.6	8.3	10.6			3.1	13.8	8.4	10	9	10
601	Alexandru Ioan Cuza University		8.90	7.2	2.9	15.1	35.5	4.8	2.7	3.4	2.1	2.8	4.2	3.6
601	Khon Kaen University		14.40	19.8	2.7	23.2	8.3	2.4	3.6	5.5	7.8	7.6	8.2	8.2
601	University of Baghdad		13.50	3		58.9			1.1		1.5		3.9	1.8
601	Kazakh national technical university		12.30	5.5	1.6	44.7	1.9	8.5	1	4.1	4.6		2.1	1.8
601	Ritsumeikan University		17.40	23.3	6.9	21.4	27.5	13.8	3.5	13.8	6.4	5.5	6.1	10.6
601	Kazan Federal University		17.40	12.3	1.6	55.5	1.9	5.9	2.7	6.1	4.6	4.1	6.1	4.6
601	King Mongkut's University of Technology Thonburi		12.50	10	2.6	31.2	10.3	2.6	5.4		10	3.6	7.7	
601	Cukurova University		8.50	6.5	1.6	21.1	3.7	1.2	5.4	4.1	2.9	1.6	3.5	2.5
601	Alexandria University		13.10	22.5	8.1	12.1		3.8	2	9.1	9.7	8.8	8.2	5.5
601	Clemson University		15.20	5.8	9.5	28.3	1.5	17.2	25		3.9		4.3	5.1
601	American University of Sharjah (AUS)		16.20	21.7	15.9	28.3				8.6	7	6.3	7.5	10.6
601	Ochanomizu University		12.50	8.2	1.7	22.8	5	18.8	15.3	8.1	2.9		3.5	3.5
601	Baku State University		14.30	4	4	55.1	1.1	14.7	1.1			5.5	3.9	
601	Universidad Simón Bolívar Venezuela		12.20	12	7.6	26.1			6	10.3	9	4.9	6.9	7.5
