Systematic Name	Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
191456	0.6	0.73	0.43
142447	1.54	1.01	1.61
200358	1.37	1.01	1.45
120322	1.84	0.84	2.69
192031	0.74	0.89	0.6
202220	0.88	0.96	1.19
141575	4.85	1.32	6.4
181500	1.85	1.08	1.88
188332	1.01	0.87	1.43
156580	1.26	0.71	0.99
126427	1.77	1.01	1.11
213826	2.29	1.16	1.28
200335	1.87	0.91	2.24
147539	0.49	0.76	0.82
182434	2.03	1.17	2.9
228652	0.52	1.04	0.77
172811	0.54	0.96	0.56
138145	1.95	0.81	1.93
124059	1.42	0.75	0.75
131673	1.35	0.99	1.66
236294	2.72	0.98	2.73
133333	0.88	1.13	3.12
143651	3.72	1.01	1.48
173805	1.62	1.25	4.89
171385	2.42	0.94	2.27
112997	2.02	0.88	1.97
138581	0.74	0.99	1.05
142769	2.32	1.02	2.07
117485	1.92	0.88	0.79
165279	0.97	0.91	1.08
115081	1.14	0.83	0.65
177090	1.94	1.28	1.99
216111	1.78	1.11	2.22
173838	0.85	1.1	3.67
153470	1.02	0.8	1.23
177147	1.37	0.98	1.51
449137	1.07	0.93	1.25
149049	2.17	0.99	4.3
117162	1.81	0.96	3.2
233624	1.58	1.23	0.74
111490	1.39	1	1.47
168370	0.9	0.89	0.54
223454	2.32	1.06	5.28
698685	3.05	0.81	5.22
195707	0.45	1	1.08
209109	0.21	0.88	1.11
108016	1.83	0.96	2.57
110525	1.85	0.89	1.17
108029	1.33	1.21	1.66
234906	1.62	1.11	1.5
180184	0.95	0.99	2.49
171425	1.58	0.73	1.2
129229	2.26	1.4	3.49
147764	3.34	1.1	1.25
180198	1.29	1	1.27
104142	1.34	0.74	1.39
113317	1.61	0.84	0.9
151130	1.47	1.19	1.29
120444	1.81	1.07	2.35
149045	0.95	0.85	1.67
137937	2.49	1.02	2.08
156011	0.28	0.9	0.79
113573	2.23	1.38	1.77
193904	1.54	0.98	1.11
116049	1.36	1.13	0.93
171589	1.98	1.14	1.93
131471	1.37	1.16	2.24
180577	1.1	1.11	1.51
213342	1.29	1	1.1
130362	2.3	1.24	1.47
703360	0.91	0.87	1.18
127162	1.02	0.77	1.21
163975	0.65	0.89	1.59
122106	2.03	1.02	0.89
183209	3.39	1.2	4.47
235593	1.08	1.03	1.71
104742	2.41	0.97	1.29
234448	0.37	0.84	0.89
135443	3.11	1.1	3.25
109767	1.29	1.17	1.97
182030	1.19	0.92	1.16
222998	1.83	0.8	1.37
174354	1.21	0.94	1.05
119963	1.7	0.88	1.95
103690	2.17	1.04	2.02
157917	3.73	1.04	1.21
103547	14.94	1.23	7.58
116072	1.15	1	2.57
165257	2.85	1.07	1.45
180019	1.18	1.14	0.7
147178	1.12	0.87	1.57
230820	0.73	0.74	0.41
142923	1.8	1.27	1.44
161841	0.03	0.54	0.83
110033	1.32	1.09	0.96
194821	0.87	0.76	0.73
103520	1.74	0.83	0.97
201915	1.47	0.9	1.81
223339	1.8	1.09	1.24
187482	2.82	1.34	0.88
154522	2.37	0.86	1.44
148325	1.22	0.93	0.89
662915	1.23	0.75	0.98
715028	4.16	1.1	3.48
155998	2	1.09	2.07
151531	1.51	0.91	1.33
464135	0.97	0.87	1.07
217932	1.05	0.95	1.2
174663	2.65	1.21	2.51
164081	2.25	0.82	1.27
214267	1.18	0.96	2.66
114238	0.2	0.85	0.54
160832	0.35	0.61	0.91
171224	1.36	1.51	1.39
158237	0.84	0.92	3.94
547137	1.92	1.38	2.85
211589	1.48	0.88	1.58
168751	1.98	1.08	1.58
182241	0.47	1.25	1.93
236225	1.31	0.76	1.2
214045	2.29	1.1	1.59
212557	5.04	1.16	3.96
144981	1.41	0.78	1.49
174717	0.68	0.98	0.97
196317	0.29	0.84	0.63
182859	2.28	1.18	3.08
180247	1.57	1.01	1.01
174178	2.72	1.15	1.43
172172	1.07	0.87	0.94
155671	0.89	0.89	1.01
232147	0.87	0.72	1.09
178824	1.67	0.89	2.01
232183	1.17	0.86	2.41
215851	1.29	0.86	1.05
140727	1.79	1.2	1.15
157828	2.63	1.09	1.8
190142	1.26	0.93	1.71
209472	0.13	0.86	0.42
146818	1.38	0.99	1.05
132892	0.78	0.9	1.71
180671	1.19	1.07	4.36
160147	1.33	1.04	1.86
192950	1.57	0.9	1.18
215633	1.01	0.93	0.8
145956	0.21	1.02	0.86
180215	3.18	1.12	3.46
165776	1.74	0.81	1.11
198729	2.07	0.97	1.26
157725	0.41	0.97	1.2
101676	3.09	1.14	2.54
190354	0.51	0.66	0.26
149402	1.45	0.76	1.8
222343	1.98	1.08	1.45
140616	1.35	1.03	0.84
128992	0.61	0.94	1.08
105979	1.8	0.7	1.01
216175	2.02	1	2.1
708492	1.61	1.13	1.5
164069	1.37	0.97	1.28
165917	1.31	0.76	1.43
187682	0.96	0.87	1.33
175404	2.17	0.93	1.38
122582	1.31	0.96	1.44
200619	1.11	0.95	1.89
146328	1.79	1.18	4.71
136478	0.51	1.08	3.86
184507	0.23	1.08	0.69
199364	1.62	1.15	1.7
157732	1.67	1.22	2.47
167996	0.25	0.88	1.35
191520	1.17	0.72	1.34
128987	1.21	1.09	2.1
219316	1.44	0.94	1.35
110411	2.33	1.11	3.11
111362	0.89	0.85	2.33
105011	1.35	0.85	0.99
107964	2.39	1.21	2.2
208079	1.37	0.77	1.32
232393	0.99	0.99	2.08
118266	1.75	1.31	3.21
204454	1.29	0.6	1.3
216343	1.63	0.92	2
213707	1.37	1	1.15
196976	1.95	1	1.02
123641	1.79	1.11	2.68
129046	1.64	1.27	1.88
189756	2.06	0.91	2.65
114661	1.26	0.82	1.42
117428	1.51	0.74	2.51
116147	0.84	0.75	0.6
202382	0.84	1.08	1.68
206302	1.48	0.82	1.25
171762	2.08	1.27	2.39
184443	1.95	0.89	0.99
200629	0.4	0.89	1.15
202279	1.81	0.84	1.78
161183	1.9	0.87	1.71
235532	1.17	0.98	1.23
239100	3.05	1.39	2.03
197251	0.89	0.98	1.39
228292	2.42	1.45	2.44
158330	0.14	0.98	0.48
222317	1	1.04	1.24
164334	1.74	1.09	3.09
200644	1.34	0.98	0.96
185319	0.93	1.07	1.55
188404	3.14	1.24	3.8
189094	3.89	1.24	1.78
167166	1.66	0.89	1.24
215246	1.79	0.94	1.76
225640	0.99	0.96	1.38
230210	1.48	1.01	1.74
147289	2.18	1.04	1.92
199655	2.04	0.75	1.82
188934	2.15	0.89	0.86
110198	1.95	0.89	1.3
160140	2.93	1.42	3.75
144924	0.79	0.97	1.59
218600	0.47	1.11	1.46
711271	1.5	1.08	1.7
129587	0.6	1	0.88
198298	1	0.79	0.9
124545	1.45	1.08	1.14
117158	0.41	1.06	1.46
182279	1.02	1.02	2.29
115181	1.35	0.95	1.29
173785	1.52	1.1	1.43
166515	1.96	1.21	1.22
198970	2.27	1.03	3
166514	1.26	1.13	1.27
102564	1.98	0.98	2.1
102437	1.34	1.01	1.47
202197	2.85	1.26	2.03
103103	1.41	0.97	1.29
149469	1.54	0.99	1.5
116725	1.32	0.99	1.55
183615	0.68	0.98	0.92
191357	2.16	1	1.53
128922	2.32	1	1.69
103883	1.62	0.85	1
176259	1.42	0.82	1.12
226104	1.62	1.07	1.98
175587	1.64	0.8	1.95
168728	0.93	0.76	1.14
169240	1.71	1	1.1
108162	1.73	0.83	1.27
234979	1.12	0.93	8.6
231347	1.79	0.94	1.36
321434	2.8	0.93	3.26
146877	3.34	1.16	3.07
209132	1.13	0.91	1.05
113811	0.44	0.73	13.72
168845	1.57	1.25	2.78
139011	1.63	1.07	1.86
103271	1.6	0.92	1.27
168565	1.19	0.83	1.89
113067	1.58	1.24	0.59
207679	1.82	1.24	1.85
125537	1.01	0.72	1.67
179734	1.84	1.17	1.99
228173	1.14	0.66	1.11
192036	1.07	0.9	1.22
205024	1.46	1.03	2.09
163372	1.16	0.89	0.94
178104	1.36	0.89	3.44
255226	2.22	1.2	2.13
116588	0.55	0.97	0.28
230283	1.14	1.16	1.5
160314	0.81	0.75	1.48
198314	2.04	0.94	1.39
159594	1.89	0.92	2.48
100680	0.46	0.88	0.61
160381	3.03	1.02	2.2
188301	1.13	0.93	1.47
205290	1.51	1.21	2.48
134740	1.15	0.97	1.66
206970	2.24	1.07	1.06
149034	0.64	0.86	1.92
168696	1.93	0.83	1.19
166481	2.43	0.96	2.68
166474	2.37	0.94	1.88
165769	1.01	0.77	2.24
143560	1.13	1.07	1.23
226876	0.86	0.88	1.32
191139	0.39	1.06	0.92
173853	1.2	0.81	5.35
348900	0.82	0.85	0.73
113852	1.68	0.9	1.5
222664	1.54	0.99	1.55
716432	0.71	0.82	1.35
234594	1.66	1.09	2.83
116909	0.44	0.95	0.8
173085	1.64	0.91	1.65
126317	0.32	0.92	0.8
195132	1.18	1.09	1.51
139986	1.52	0.84	0.94
201513	1.23	0.85	1.36
130007	1.53	1.08	1.34
114701	1.82	1.15	1.63
108059	0.39	0.94	0.85
132247	1.71	0.96	2.03
121412	0.88	0.99	1.24
180218	2.49	1	1.4
419719	0.77	0.65	0.69
125813	1.83	1.1	2.52
136671	2.37	1.06	2.15
107350	1.93	1	1.89
181392	0.78	0.83	1.41
216425	2.15	1.09	2.36
194978	2.21	0.82	1.27
165973	1.09	0.91	5.59
136663	1.79	0.93	1.57
141482	2.17	0.92	1.56
128358	0.47	0.75	0.43
218495	1.54	1.17	1.47
107061	0.42	0.91	1.46
131445	0.15	1.23	2.59
186788	1.8	1.04	1.71
163514	1.31	0.8	1.62
199570	1.98	1.05	2.38
215656	1.24	0.89	0.98
145893	1.41	0.9	1.09
130534	1.07	0.77	1.48
207914	2.19	1.2	2.36
183763	1.25	0.96	0.76
157626	1.96	0.97	1.96
157055	1.49	1.02	1.71
137286	1.35	1.04	0.83
109780	0.18	0.97	1.43
197177	0.76	1.11	1.8
106522	1.4	0.86	0.86
143589	1.17	0.95	2.76
165976	1.52	0.89	2.01
154044	1.19	1.03	1.61
161470	1.58	1.04	2.79
194721	3.05	1.08	2.54
111748	1.57	1.01	3.22
209907	1.59	0.82	1.77
123166	2.04	1.02	1.36
152186	2.22	1.11	2.4
112188	2.23	1.08	1.76
169279	2.22	0.98	1.18
183190	1.8	1.07	1.11
227198	2.08	1.06	2.97
179029	1.66	1.03	1.83
148768	1.03	0.82	0.69
154411	2.39	1.07	2.26
136865	0.87	0.85	1.56
207919	2.17	1.17	1.75
128580	1.24	0.93	1.44
102820	0.18	0.99	0.75
151792	2.28	1.68	19.33
212944	1.79	1.01	1.02
180347	1.51	1.07	1.77
127701	2.92	1.27	2.02
127667	0.59	0.99	1.19
233222	0.79	0.83	1.07
235120	2.1	0.85	1.22
147679	0.83	0.81	0.75
146706	1.59	1.01	2.13
145041	0.65	1.15	1.51
131658	0.19	0.91	0.65
169963	1.56	0.75	0.83
146353	0.75	0.72	7.04
153167	3.84	1.03	3.86
227249	3.8	1.62	7.01
698938	1.84	1.03	1.77
112476	1.96	0.94	1.29
140350	1.64	1.06	1.47
164356	1.56	0.91	1.71
153995	1.39	0.93	1.51
209051	3.73	1.3	2.94
171301	0.41	0.76	0.91
237385	1.65	0.89	1.74
172112	0.45	0.76	0.26
106991	3.04	1.18	2.69
150191	1.06	0.85	0.96
472751	1.49	1.13	2.01
182672	1.5	1.17	1.42
148882	0.93	0.78	1.1
119646	2.08	1.11	1.32
200001	1.53	0.99	1.53
102387	1.72	1.11	1.75
224990	0.94	1.09	2.59
109646	2.97	0.92	2.43
196577	0.26	0.95	0.57
196199	4.64	1.04	0.72
187251	1.56	1.07	1.68
212887	0.87	1.06	1.33
179935	0.81	0.74	1.83
223302	2.16	0.92	1.93
510353	0.76	0.95	0.85
230585	1.3	0.82	1.38
146894	1.17	0.88	0.65
168077	0.93	0.81	1.21
206544	1.84	0.93	1.76
105391	2.16	0.99	1.86
187115	0.59	0.74	1.57
127521	1.09	0.86	1.26
174391	1.03	0.83	2.58
106014	0.98	0.81	0.72
213580	1.98	1.08	3.52
195189	0.69	0.58	10.45
104549	1.81	1.33	2.64
162511	1.33	0.93	1.21
104351	1.26	0.93	1.01
110852	1.05	0.75	0.94
130854	1.1	0.83	0.77
142916	0.71	1.04	1.74
113912	0.1	0.98	0.4
222568	0.8	0.85	0.99
101263	0.62	0.83	1.2
197584	6.42	1.11	3.72
229017	1.81	1.03	1.19
107191	1.25	1.06	1.44
704061	2.02	1.27	1.4
135020	1.9	1.03	1.33
124061	1.26	0.89	0.86
228958	1.24	1.09	1.56
216458	1.95	1	1.2
116635	1.53	0.76	2.22
131259	0.88	1.04	4.43
210377	0.69	1.16	0.96
147749	0.06	0.56	0.51
214206	0.45	1	1.13
164115	1.92	1.19	1.5
145228	1.38	0.97	1.67
190948	1.59	0.91	1.6
144230	1.28	1.06	1.5
198784	1.12	0.81	4.26
139378	2.76	1.08	1.82
104770	2.72	1.04	3.32
168383	0.95	1.05	2.53
707818	0.27	1.22	6.87
192359	1.45	1.32	2
143310	0.93	0.95	2.2
137911	0.98	0.89	1.48
227066	2.37	1.07	3.35
187510	0.56	0.94	1.19
146814	0.41	0.98	1.48
158398	1.9	1.02	1.86
137438	0.42	0.99	1.26
172519	0.33	0.89	0.72
145998	3.28	1.57	3.2
117496	1.92	1.01	2.7
157311	0.65	0.68	0.76
131581	1.3	1.03	1.18
144726	1.8	1.08	1.9
183420	2.11	1.15	1.47
140620	1.5	0.91	3.5
225954	2.51	0.95	1.51
134667	1.52	1.12	2.06
165735	0.47	0.77	9
220840	1.43	1.02	1.33
193716	1.66	0.97	1.06
207578	0.49	1.04	1.25
168389	1.34	1	1.94
188411	0.86	1.25	0.6
111306	7.13	1.28	7.1
133405	1.13	0.99	1.97
153282	0.77	1.1	2.24
195821	1.53	0.9	1.91
209426	0.57	0.59	1.39
464223	3.1	1.36	1.35
137388	2.29	0.97	2.62
104525	1.7	1.05	1.3
214264	0.89	0.87	2.81
129985	1.61	0.99	1.67
233638	2.39	0.97	1.81
116772	3.03	1.12	2.22
712616	2.01	0.98	2.04
232370	0.72	0.74	0.74
236084	1.91	1.04	1.72
160071	0.85	0.89	1.07
197221	1.34	1.01	2.78
105279	2.58	0.99	1.25
212151	3.47	1.46	4.03
160712	2.12	0.92	1.01
199221	1.27	0.87	1.13
199956	0.47	0.57	0.1
199931	1.87	0.93	1.45
146065	0.48	1.01	1.17
111700	5.39	1.53	1.9
174366	3.14	1.23	2.03
146831	2.02	0.78	1.89
144802	0.87	0.96	0.93
116215	1.36	1.39	1.59
150855	0.3	1.14	0.93
177757	2.84	1.37	2.76
180081	0.29	0.82	0.75
162501	1.08	0.96	1.76
223883	2.26	1.13	4.34
187973	1.24	0.98	1.43
225229	0.93	1.05	1.07
139194	2.53	1.27	3.3
166802	3.53	1.07	3.2
100216	1.83	1.23	0.95
168840	0.15	0.81	0.83
195455	0.59	1.06	1.7
123559	0.51	1.11	0.68
208748	2.12	1.01	0.94
103976	1.75	1.02	1.94
207998	1.35	0.59	1.26
146885	1.74	0.91	1.12
169952	1.23	1.04	1.49
174568	0.54	1.09	1.24
108412	2.42	1.16	4.29
235472	1.54	1.04	1.79
177588	1.24	0.82	1.06
531903	1.44	1	2.42
131781	1.32	1.08	1.19
161079	0.87	0.91	1.75
105434	1.19	1.16	1.84
147646	3.04	1.03	2.16
171651	0.62	1.03	0.68
101862	3.13	0.92	4.57
169988	1.65	0.75	1.16
231823	3.01	1.07	2.13
197341	2.12	1.19	1.05
155703	0.94	1.12	0.88
201327	1.56	1.01	1.64
110477	0.76	0.92	1.55
127566	0.53	1.16	1.4
10706425	0.74	0.93	2.98
177585	0.72	0.96	1.4
128345	1.95	1.11	1.02
135772	1.47	0.9	1.33
220381	0.72	0.9	0.53
179792	0.64	0.65	0.93
176420	1.88	1.2	2.01
193582	1.2	1.09	1.07
214187	0.84	0.97	0.97
148869	1.64	0.89	1.36
174740	1.21	1.01	2.03
213801	0.27	0.97	0.68
174713	1.49	1.13	0.99
144495	1.68	1.08	1.99
186758	2.12	1.32	2.06
126918	7.45	1.76	6.78
222729	1.53	0.89	1.69
137251	1.06	0.88	1.22
155350	1.18	1.1	1.37
162911	0.49	0.89	2.65
231519	1.54	1.07	1.45
227649	2.44	1.24	2.47
164386	2.49	1.36	1.39
195875	4.06	0.97	1.71
609783	0.88	0.93	1.06
223768	1.66	0.85	2.34
134611	1.46	0.81	2.59
211171	1.91	1.21	1.73
179609	1.89	0.78	1.48
117604	2.69	1.1	1.99
191611	1.64	1.26	2.83
106067	1.43	0.91	0.93
145788	3.12	1.67	3.49
106122	0.25	0.57	0.54
199291	4.68	1.42	2.11
180287	1.19	0.99	2.33
106963	1.12	0.77	0.69
118377	0.56	0.84	1.36
152541	1.45	0.84	1.63
161340	1.23	0.97	1.75
142278	1.03	0.69	0.87
703355	1.7	0.86	1.77
125688	2.52	0.98	1.36
112648	1.91	1.11	1.26
705595	2.17	1.03	1.78
207881	1.99	0.84	1.62
144244	2.72	1.29	2.07
235233	1.04	0.84	1.89
123063	1	1.07	1.32
110819	1.16	0.99	1.06
192140	0.28	0.78	0.76
212465	0.75	0.9	1.29
161212	2.74	1.09	3.72
111912	1.15	1.16	0.43
117851	0.39	0.77	0.4
131332	1.32	0.9	2.24
200678	1.84	0.84	1.06
217127	1.25	1.01	1.69
129768	1.44	0.93	2.31
106526	0.48	1.14	1.01
183335	1.66	0.85	0.81
138890	0.62	1.04	1.08
165236	0.86	0.72	2.75
213617	1.32	0.74	1.36
129951	1.02	0.81	1.16
202415	1.41	0.85	1.33
194602	2.9	0.87	0.99
109811	1.54	0.69	1.15
177533	1.24	1.16	1.69
123400	3.8	1.05	1.78
104116	1.88	0.88	3.23
208084	0.98	0.8	0.56
116192	1.01	0.55	2.78
114607	2.12	0.89	2.05
236234	1.47	0.94	1.36
225077	1.2	0.96	1.69
127803	1.24	0.86	1.61
106426	1.56	1	1.72
210253	1.11	0.96	2.12
232556	1.27	0.86	0.82
171139	1.14	0.87	1.52
196639	0.83	0.83	0.94
204144	2.17	1.06	2.88
120086	0.65	1.47	2.83
103102	1.48	0.93	1.66
209515	1.28	0.9	1.25
109088	1.39	0.97	1.62
206171	2.46	0.99	1.08
223539	1.96	1.36	2.25
112201	0.42	1.11	1.13
183680	0.73	1.13	1.44
143436	1.14	1.16	2.43
154115	0.65	0.8	0.73
156864	1.13	0.88	1.26
202508	1.97	1.64	7.44
118258	0.94	1.28	1.82
123368	2.51	1.05	2.34
223965	0.76	0.85	1.13
186512	0.87	1.01	1.81
179870	1.77	0.81	3.8
233207	0.93	0.8	1.19
219483	0.89	1.06	1.03
165048	3.06	1.23	2.14
125960	2.17	1.21	3.61
173188	0.68	0.87	0.74
203148	0.12	1.18	0.55
175863	1.39	0.93	1.07
220713	0.93	0.82	1.05
127854	2.92	1.29	2.91
187061	1.67	0.91	1.51
184123	1.39	1.16	1.29
168871	1.11	1.01	1.28
146666	0.36	1.43	1.15
167471	1.57	0.92	2.08
231067	1.88	1.23	1.31
153835	2.59	0.87	1.65
102711	2.05	0.97	1.84
210392	0.61	1.02	0.9
141639	1.48	1.1	1.22
142705	2.65	0.83	1.6
196110	1.17	0.69	1.16
104723	1.54	1.14	1.49
102162	2.64	1.35	2.87
147491	3.01	0.99	5.29
211773	0.36	1.06	1.66
233472	0.34	0.75	0.48
208696	3.09	1.25	3.54
199584	0.68	0.94	1.25
163619	1.02	1	3.53
180648	1.04	0.79	0.97
213798	1.48	1.2	4.45
200759	1.87	0.91	3.42
121291	2.11	0.86	1.71
173111	0.97	0.8	1.19
171151	1.3	0.95	1.07
125916	1.04	0.96	0.96
129379	2.01	0.98	1.5
153533	4.35	1.32	3.04
111934	2.44	1.25	3.4
223606	0.82	0.78	1.08
126554	2.25	1.19	2.03
156350	0.45	1.09	1.02
125674	1	1.17	1.92
162878	0.94	0.74	1.55
117877	0.59	0.98	0.67
151068	2.32	1.12	4.45
145353	5.86	1.28	1.66
109552	0.42	0.44	0.19
211694	0.74	0.66	1.06
168859	2.05	0.94	0.91
266581	2.8	1.47	2.65
170987	1.15	0.81	3.44
124918	1.32	1.26	1.04
221051	1.97	1.22	1.23
113904	1.08	0.8	1.06
141828	1.75	0.73	1.6
225983	1.32	1.06	2.89
116237	1.75	1.01	1.8
158810	2.15	0.93	1.93
160822	0.64	0.89	0.84
200243	1.64	0.86	1.09
128179	1.79	0.93	2.69
233460	1.3	0.99	1.6
707472	0.63	0.7	0.44
141660	1.04	0.93	1.52
184645	12.89	1.5	7.18
168215	1.68	1	1.33
133539	0.87	0.7	0.89
179303	1.66	1.07	1.24
113083	1.52	1.08	1.29
152164	1.82	0.91	1.83
116105	1.25	1.33	2.5
133831	1.42	0.95	1.78
207649	0.81	1	1.04
111111	2.42	1.43	3.36
174254	1.27	1.05	2.54
172904	1.88	0.75	1.04
143038	1.96	1.29	1
223217	1.13	1.26	1.56
149134	0.96	0.94	1.34
192711	2.24	1.13	3.8
144437	1.54	1.04	1.46
200000	0.65	0.97	0.45
133721	1.21	0.94	0.91
208583	0.94	0.83	1.37
206372	0.84	0.72	1.72
197266	1.17	1.01	1.93
221107	1.97	1.38	2.25
202798	1.56	0.98	1.34
151098	1.91	1	1.74
121617	1.43	0.72	3.03
180285	2.57	1.26	1.71
196692	1.46	0.87	1.19
134869	1.19	0.6	0.68
221266	0.49	1.02	0.89
169106	0.66	0.88	1.32
108119	1.12	0.84	0.96
137034	6.02	1.4	8.97
195499	1.3	1	2.23
191305	2.92	1.01	0.88
232589	1.59	1.27	1.65
211912	2.51	1.12	2.47
167997	2.3	1.22	1.94
184015	0.97	0.7	1.07
184298	0.52	0.62	0.17
172288	1.08	0.96	1.69
150919	1.04	0.97	1.31
126776	1.59	0.97	1.8
169568	0.35	1.12	1.35
199205	1.71	1.42	2.28
185885	1.14	0.95	2.76
197496	2.56	0.95	0.71
107578	2.15	1.21	3.54
234675	1.51	0.91	0.85
162607	1.89	1.14	1.1
101252	1.54	1.28	2.24
128843	1.27	1.05	3.95
236927	1.19	1.03	1.22
125299	1.17	1.04	1.24
140829	1.45	1.12	1.34
195743	1.35	1.16	2.3
148887	1.08	0.83	0.93
543821	2.12	0.99	4.6
184463	1.07	1.06	0.66
209615	0.91	1.09	1.22
145379	3.37	1.33	3.13
190782	1.32	0.86	2.76
205924	0.49	1.2	2.04
202924	0.98	1.12	2.8
196116	1.11	1.12	3.78
197684	2.23	0.82	1.49
704987	1.14	0.93	1.02
166314	1.72	1.37	1.9
118482	1.46	0.77	1.07
206865	2.66	0.93	1.12
221066	2.1	1.11	1.53
119798	1	1.05	1.31
305009	1.49	0.83	1.21
157617	1.36	0.74	2.83
224332	2.05	1.31	3.26
147339	1.37	0.89	0.95
232185	1.33	1.11	0.61
231569	1.67	0.88	1.89
115589	2.87	0.99	0.99
114901	2.06	1.25	1.87
114277	0.83	1.17	3.1
459905	1.13	1.14	1.99
143228	1.88	0.97	3.32
212856	0.91	0.91	0.76
183134	1.63	1.2	2.68
714115	1.82	1.13	2.06
137683	2.11	1.1	2.67
214297	1.88	0.88	1.03
136330	1.79	1.05	2.54
222260	2.76	1.11	5.23
181062	2	1.23	2.11
118517	1.75	1.06	1.18
103109	0.56	0.96	1.04
109858	1.28	0.88	2.14
140445	2.55	1.06	1.06
153495	2.38	0.94	2.16
122246	1.14	0.78	0.97
233467	1.97	0.9	2.14
166489	2.73	0.94	3.38
216448	0.8	0.79	0.49
134321	1.84	1.05	3.51
183122	1.35	1.1	2.33
182075	1.91	0.82	1.46
187829	1.85	1.03	1.32
189150	1.53	1.07	0.96
183524	2.68	1.17	2.04
207856	1.91	1.08	2.15
134459	0.75	0.94	1.4
112555	2.11	1.06	2.9
542460	1.23	1.02	1.03
117000	2.47	0.82	1.84
103367	3.41	1.02	1.76
186136	0.75	0.93	1.3
202007	0.18	1.09	0.53
185982	1.34	0.98	1.08
224831	1.75	0.89	1
103291	1.88	0.99	1.59
208496	0.79	1.18	1.13
168731	1.63	0.75	1.2
121832	2.54	1.08	2.09
178037	0.91	0.87	1.19
154454	1.33	1.03	1.55
191928	2.09	1.1	2.81
166132	1.12	0.95	1.83
225278	2.34	1.26	1.2
204141	1.22	0.91	1.15
196221	1.41	0.95	1.04
199720	1.07	0.94	1.86
103301	1.63	1.13	1.68
209780	1.94	0.83	2.02
158227	1.24	0.9	1.35
149292	1.36	0.74	0.45
121620	2.37	0.83	2.62
100646	1.82	0.75	1.3
216296	1.33	0.96	1.02
201442	1.86	1.13	2.3
125503	2.06	1.03	0.98
137172	1.88	0.97	0.97
118740	0.21	0.99	2.13
10355470	2.8	0.97	3.46
256245	1.68	1.2	4.1
192307	3.69	1.54	6.3
204137	2	0.7	0.97
160454	1.55	0.89	1.57
205246	0.95	0.84	1.66
121216	0.56	1.04	0.93
170096	0.65	1.01	0.89
104577	0.99	0.91	2.12
181312	2.97	1	2.65
102848	2.98	1.14	2.44
224359	0.87	0.86	0.48
194015	2.12	1.12	1.6
105812	0.11	1.06	0.73
228421	2.13	1.06	2.21
173294	0.61	1.4	0.73
136109	1.57	1.05	1.28
108042	0.12	0.78	1.19
226018	0.73	0.85	1.35
452465	1.11	1.06	1.29
169526	8.73	1.51	6.41
202162	2.14	1.09	1.66
197110	1.38	0.92	0.92
710651	1.48	0.89	2.38
235799	0.92	0.84	1.32
111620	1.04	0.92	1.28
235386	0.45	0.89	2.23
105763	0.08	0.72	1.01
216314	0.79	1	0.97
214626	1.19	1.03	0.95
191816	0.46	1.05	0.92
188471	1.89	1.05	2.04
180208	2.33	1.27	2.06
138929	3.12	1.18	3.23
109690	3.6	1.25	2.81
201587	0.86	1.01	1.44
180896	0.81	0.89	0.75
109092	0.75	0.83	0.39
208261	1.05	0.76	1.02
532415	1.02	0.84	1.62
206579	0.64	0.97	17.65
462842	0.94	1	1.27
199702	0.78	0.71	1.06
228605	2.68	1.11	1.93
127640	2.34	1.12	3.2
110153	1.48	1.05	2.89
211135	1.88	1.02	1.82
105398	1.41	1.04	1.23
187637	2.17	1.2	2.87
124100	0.94	1.14	2.13
161804	1.38	0.96	1.43
103931	1.3	0.75	1.33
209190	1.42	0.89	1
210556	2.16	1.02	2.35
234081	0.51	0.63	0.27
694289	0.9	0.96	1.48
115291	2.4	1.21	4.93
168952	1.09	0.75	1.18
179723	2.29	1.21	1.71
164232	2.65	0.94	1.65
121831	0.76	1.03	0.94
116349	2.69	1.22	2.48
119525	1.37	0.79	1.22
155226	1.64	1.09	2.05
111742	1.42	1.14	3
162077	0.96	0.88	0.9
213143	1.3	1.05	1.26
231164	1.54	0.88	1.31
171533	1.9	1.26	2.17
234993	1.62	1.01	1.19
209040	1.77	0.72	1.61
212025	1.33	1.44	3.37
104280	1.45	0.92	0.77
230713	1.42	1.05	1.94
223041	0.71	0.99	1.36
214857	1.98	1.28	1.44
167436	2.3	1.22	1.85
214502	1.52	1.09	1.13
192362	1.76	1.08	1.09
188604	1.4	0.86	1.63
216718	4.67	1.01	1.67
125158	0.14	0.94	1.38
113396	1.37	0.94	1.53
130573	1.26	0.94	1.09
122023	0.9	0.75	0.82
190021	1.73	1.09	3.28
120260	0.92	0.95	1.83
207275	1.03	0.95	1.15
169723	2.99	1.39	1.07
132901	1.22	0.84	1.54
161127	2.1	0.65	1.66
701790	0.57	0.63	0.43
236580	0.63	0.93	1.46
174033	1.4	0.91	1.38
198606	1.08	0.79	1.34
161836	0.84	1.01	1.05
138685	1.53	1.03	0.55
213558	1.03	0.73	0.61
234949	0.35	0.93	0.9
156160	1.25	0.93	1.02
207176	1.78	0.87	0.93
118754	1.1	0.9	0.86
187489	0.99	0.84	1.24
113678	3.76	1.22	1.76
208048	0.84	0.74	0.3
198568	0.56	1.06	1.47
143791	1.1	0.85	1.06
108934	0.18	0.89	0.43
214252	1.93	0.98	1.15
