Systematic Name	Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
141080	1.71	0.9	1.5
179899	1.03	0.89	1.57
179914	1.28	0.87	1.3
226336	0.78	0.92	1.23
212677	2.92	1.06	2.85
180186	1.39	0.93	1.66
206867	1.18	1.03	1.19
162806	1.87	0.84	2.3
112723	2.82	0.89	1.87
118050	0.36	0.81	1.05
196957	1.47	1.09	1.97
189754	2.04	0.85	0.68
129182	0.74	0.98	1.83
235793	1.5	0.99	1.49
137237	0.82	1.09	1
146130	2.66	1.02	2.35
124482	0.43	0.96	1.02
163917	1.33	0.67	2.19
205301	0.77	0.93	0.95
208763	1.87	1.09	1.79
105365	2.19	1.18	1.21
174203	0.47	0.96	1.02
157004	2.73	0.92	2.26
132171	2.9	0.93	1.74
702154	2.23	0.95	0.8
102571	1.45	0.99	1.03
157225	1.17	0.9	1.05
111812	1.56	1.2	2.31
216936	2.16	0.98	1.08
184881	0.55	0.98	1.51
184691	0.86	0.62	0.93
200352	1.15	1	0.79
208110	0.81	0.78	0.8
178873	0.78	0.65	0.37
625855	1.69	0.84	1.67
115910	2.54	1.12	1.94
160637	1.23	0.84	2.36
129437	2.69	0.99	1.43
114285	1.63	1.14	1.14
181105	2.1	1.26	2.3
148604	1.45	0.7	0.91
235933	2.05	1.25	2.57
120963	1.68	0.55	1.46
198178	1.34	1.12	0.84
117183	0.96	0.89	1.09
133810	3.5	0.8	4.29
140444	2.14	0.87	1.95
195281	1.53	0.73	1.05
109744	0.98	0.79	1.66
168727	1.34	0.86	1.51
100691	2.06	1.14	2.14
174311	1.58	1.23	3.02
114096	1.99	1.12	1.98
153297	0.67	0.99	2.43
158627	1.42	0.95	1.26
103105	2.08	0.75	1.22
120578	0.3	1.02	0.72
108072	1.14	0.96	1.86
211777	1.35	1.32	1.5
145171	1.33	1.1	0.93
124857	0.97	1.07	0.89
179545	0.76	0.97	1.77
117712	2.42	0.97	2.18
171198	1.52	1.07	1.45
159012	0.79	0.89	0.89
114070	7.76	1.08	6.15
117527	2.13	1.14	1.73
205054	1.87	0.94	1.34
182167	0.68	1.04	0.87
109215	1.61	0.85	2.23
118174	1.7	0.94	1.95
155318	0.4	1.04	0.8
158728	2.59	1.18	1.72
209499	0.92	0.71	1.1
111805	1.36	1.08	1.26
184751	1.28	1.06	0.97
129465	1.39	0.91	1.48
211410	2.01	1.03	1.34
188118	1.35	1.02	1.64
152393	1.05	0.78	0.88
158432	3.27	0.89	4.57
236273	0.95	0.99	1.16
132329	2.15	1.02	3.18
158366	1.26	0.89	1.65
121144	1.59	1.01	1.67
234727	1.45	0.95	1.91
213602	1.24	0.76	1.13
229721	2.29	1.02	2.94
237059	1.22	0.96	1.27
187766	0.73	1.01	0.88
172690	1.29	0.99	1.55
185612	2.44	1.27	2.22
134377	2.52	0.98	2.04
115055	0.91	0.91	0.62
103392	1.49	0.65	1.99
154792	1.14	1.02	1.75
178244	1.17	0.83	1.27
358470	0.99	0.9	1.53
196469	2.3	1.15	1.96
162944	3.4	0.98	3.03
146376	0.17	0.89	0.53
104350	2.02	1.41	5.02
109706	0.77	0.98	1.15
109557	1.54	0.95	0.87
107386	0.95	0.98	1.04
162851	3.61	1.26	0.9
222052	1.36	0.97	1.25
178360	1.19	0.97	2.45
124938	2.17	0.85	1.38
165344	2.14	1.12	1.94
205731	3.21	1.09	2.57
110889	0.77	1	0.57
194321	1.41	0.95	1.42
106596	3.04	0.94	2
124681	2.25	1.2	1.67
112918	1.59	1.03	1.27
223345	1.57	0.86	1.71
186846	0.69	0.89	0.63
176228	0.31	0.79	1.26
197179	1	0.9	1.08
141108	3.6	1.13	3.1
189157	1.89	0.97	1.27
193576	1.66	0.7	1.41
126268	2.05	0.8	1.6
165838	1.67	0.7	2.13
112355	0.69	0.91	1.07
142053	1.35	0.97	1.39
144826	1.43	0.9	1.32
194763	1.36	0.72	1.47
511171	0.84	1.26	1.78
177355	2.15	0.78	1.21
116061	1.5	1	2.27
196031	2.1	0.87	2.17
137608	1.27	0.86	1.53
232100	1.1	0.8	0.69
181294	0.96	1.05	1.73
126527	1.01	1.02	0.99
127732	1.37	1.07	1.18
104772	1.21	0.73	1.5
144882	3.27	0.98	3.62
177738	1.45	0.95	1.49
205369	1.56	0.89	1.94
124726	2.39	1.11	1.66
190661	1.14	0.75	0.71
167948	1.71	1.03	1.19
114063	1.39	1.02	2.2
230432	1.41	1.12	0.67
189992	1.57	0.96	0.82
202183	1.08	0.88	1.18
124138	1.35	1.45	1.5
142124	1.95	0.97	1.67
221608	1.93	0.98	1.93
168754	0.85	0.94	1.92
285085	0.8	0.73	0.4
117827	1.44	1.14	1.18
177235	0.69	1	2.75
203594	2.85	0.99	1.42
211070	2.23	1.22	2.31
149764	1.71	0.92	1.82
171488	1.28	0.91	1.96
198139	0.74	1.01	0.93
179709	1.05	1	1.57
195655	1.17	0.79	2.16
150213	1.47	1.16	1.47
235506	1.49	1.1	1.02
151778	2.15	1.07	3.4
205966	0.71	0.92	0.8
198610	1.32	0.87	1.47
105712	0.98	0.87	1.57
124803	1.86	1.11	2.24
213394	1.53	0.8	1.25
705058	0.63	0.89	0.74
121040	2.85	1.01	3.2
125050	2.62	0.88	1.35
120176	1.79	1.04	1.88
229735	0.49	0.91	0.47
231701	1.44	0.8	1.65
173362	2.02	0.95	1.99
175047	1.04	1.17	1.33
192503	2.75	1.28	1.98
137219	2.17	1.24	1.89
209689	1.35	1.2	1.51
127506	2.08	1.08	1.14
129518	1.66	0.79	1.61
165296	1.38	0.86	2.08
180365	2.21	1	4.26
203941	5.02	1.34	3.28
180998	1.18	1.26	2.27
215702	2	0.89	1.58
129217	1.86	0.74	2.23
145130	0.26	0.85	0.67
129428	2.16	1.05	2.81
120556	1.56	1.11	1.39
139859	1.21	0.54	0.93
235574	1.13	0.98	1.84
183167	1.96	1.02	2.39
177518	0.99	0.85	1.19
101912	0.6	1.09	1.33
135234	1.51	0.93	2.32
213048	1.68	0.78	1.35
148352	1.07	1.04	0.98
154423	1.63	0.85	1.54
192551	1.72	1	1.57
162087	0.31	0.94	0.56
199772	1.09	1.01	1.43
147692	1.19	1	1.45
117789	1.36	0.85	1.11
126252	2.11	1.05	1.47
165678	4.17	1.08	2.58
219649	1.04	0.92	1.09
120503	1.17	0.97	1.36
211683	2.33	1.08	2.2
136661	0.63	0.83	1.28
135382	1.12	0.88	1.1
137292	0.56	0.59	1.27
134218	0.77	0.85	0.29
233277	1.82	0.94	1.75
236445	2.55	1.15	2.56
233414	0.73	0.89	2.51
169234	1.51	1.02	1.63
105441	0.73	0.66	0.32
103651	1.61	1.04	1.37
109524	2.01	1.04	2.03
215956	3.73	1.01	2.66
186375	3.16	1.13	2.84
195870	2.9	0.99	1.2
172285	0.51	0.74	1.29
204590	1.94	0.9	3.01
234346	1.38	0.97	1.53
198534	4.17	0.95	2.45
188609	1.16	0.93	1.31
121718	0.31	0.73	0.26
136226	2.84	1.21	3.66
108718	1.19	0.97	2.36
234207	3.65	1.08	4.58
119874	1.92	1.23	2.99
197652	1.04	1.11	1.48
161219	1.64	1.04	3.05
108382	1.99	1.01	0.72
160343	0.83	1.05	1.17
120144	2.69	1.29	2.67
107070	2.18	0.88	2.05
131028	1.36	1.03	1.82
179555	1.13	0.64	1.33
207717	0.63	0.94	0.61
112198	2.29	1.17	1.34
109254	1.32	0.92	1.64
179693	1.72	1.07	1.6
199270	1.16	0.91	0.63
102988	1.31	1.03	1.11
145357	3.27	1.13	1.53
186817	2.08	1	1.87
197968	1.76	1.13	3.59
153298	4.55	1.09	4.36
110268	1.37	0.92	0.86
211291	1.25	1	1.18
117790	1.43	0.9	1.27
109245	2.35	0.94	2.47
153055	2.51	1.03	1.82
191463	1.62	0.78	1.05
146973	4.79	1.41	4.8
158935	1.82	1.03	2.17
188268	1.77	0.91	1.55
180410	1.69	0.83	1.57
164835	0.26	0.88	0.82
138129	1.79	0.87	1.62
129434	1.45	1	1.78
235218	1.23	0.86	1.37
153388	1.68	1	1.72
220060	1.46	0.91	0.86
124730	2.63	0.87	2.3
169954	1.95	1.05	2.55
174201	2.11	1.02	1.85
125981	1.17	1.03	1.29
204213	0.94	1.01	1.33
202913	1.11	0.94	1.13
228865	0.66	0.69	1.34
202211	2.49	0.89	1.23
194710	1.82	1.04	3.54
224164	2.02	1	1.54
211715	0.34	1.06	0.73
103612	1.83	0.68	2.31
207290	0.92	0.95	1.1
104547	0.96	0.64	1.21
186765	1.9	1.12	2.86
206371	8.21	1.24	7.6
186340	1.24	0.9	1.87
144446	1.94	1.06	1.69
214295	1.86	0.93	1.58
207893	1.38	1	1.39
194493	2.27	1.1	2.78
150371	1.8	0.91	1.78
123473	1.6	0.93	1.34
160893	1.68	1.03	1.84
174755	1.47	0.68	1.31
125857	1.08	0.78	1.6
142748	0.23	0.97	0.77
106382	1.3	0.91	0.87
164929	1.11	0.91	0.91
176466	3.18	0.9	1.99
142209	0.99	1.17	3.9
122577	1.94	0.91	1.7
708012	0.64	0.71	0.76
221906	2.26	1.12	1.77
214412	3.49	0.95	2.46
205292	1.28	0.84	1.62
186405	1.87	1.02	2.56
171691	4.48	1.03	3.93
228823	4.18	1.33	3.09
214099	1.24	1.04	1.53
182019	1.25	1.16	1.14
182080	2.09	0.99	1.35
118478	3.42	1.08	1.61
168224	0.44	0.6	0.2
179076	0.59	1.06	0.67
176204	1.84	1.13	1.62
184098	2.23	1.13	2.2
183223	0.64	0.92	0.84
216123	2.15	1.09	2.33
200435	2.39	1.11	2.27
150673	2.03	0.83	2.03
218843	0.35	0.99	4.74
182714	0.54	1.12	1.38
136300	1.94	1.15	2.16
165472	1.23	1.07	1.52
119656	1.66	1.11	2.33
140429	1.08	1.12	2.93
119208	0.28	0.96	1.06
235290	2.26	0.98	2.84
175384	0.38	0.98	0.82
154498	1.12	0.93	1.98
130462	1.47	0.73	1.04
116877	1	0.96	1.54
120975	3.72	0.95	3.86
205229	1.11	0.73	1.69
181652	0.97	1.26	1.89
141785	0.91	1.02	1.3
177542	1.3	0.69	1.71
127188	2.22	0.83	2.8
144041	1.51	1.22	3.2
218154	2.26	0.96	3.61
170548	1.26	1.2	1.55
164449	1.88	0.91	3.03
116793	0.8	0.86	4.31
189303	1.87	0.85	1.52
142819	1.04	0.91	1.65
120654	0.89	0.8	0.98
235457	1.58	0.83	2.58
205804	1.83	1.02	1.89
148534	1.89	0.98	1.62
188418	0.89	1.17	1.94
135102	1.26	0.96	0.94
200592	0.86	1.05	1.65
187105	2.97	0.81	3.92
139818	1.7	0.93	1.98
205538	1.86	0.7	1.89
129808	1.32	0.78	1.16
160985	2	1.24	1.55
113816	1.53	0.91	1.94
108026	2.73	0.81	2.23
158661	0.97	0.66	0.73
177141	1.02	0.92	1.36
230122	0.95	0.97	2.34
207186	0.42	0.95	0.87
212692	1.8	0.99	2.02
118758	1.45	0.94	1.15
177880	1.05	0.92	1.58
200985	1.48	0.83	1.76
186589	1.49	1.07	1.63
208001	1.7	0.92	1.5
217038	2.28	1.26	1.97
146709	1.39	0.97	1.3
196849	2.64	0.95	2.29
189870	1.14	0.79	1.11
195105	0.97	0.97	0.92
125079	2.12	0.86	2.06
146761	0.58	1	1.17
183284	3.9	1.26	1.72
216696	0.64	0.83	1.44
131879	2.12	0.83	1.65
225390	0.51	1.07	2.53
169212	2.32	0.83	1.71
109421	0.56	0.98	1.01
130135	0.94	0.8	1.07
202921	1.63	0.96	1.77
139091	1.79	0.96	1.43
171056	3.53	1.24	4.67
189048	1.57	0.7	1.07
237069	0.97	0.94	0.87
191377	0.56	0.95	0.89
197513	2.45	0.81	2.3
148049	1.34	1	1.11
214713	1.79	0.85	1.16
180430	1.35	1.04	1.58
226659	0.97	0.95	1.12
145487	2.17	0.78	1.66
232929	0.14	0.74	0.47
217062	2.92	1.24	4.66
149389	0.81	1.22	1.52
515240	0.88	0.82	0.58
171718	1.43	1.24	2.46
102183	0.63	0.87	0.66
191942	1.77	1.25	1.41
169760	2.7	0.85	1.95
200235	2	0.71	1.82
131604	0.52	1.04	0.69
115384	1.42	1.09	0.93
116150	8.19	1.17	3.2
104200	1.99	1.19	1.38
129188	2.12	0.97	3.36
107656	1.13	0.76	0.85
212603	0.87	0.97	1.02
213961	0.56	1.22	0.78
122775	2.14	0.9	3.71
174139	0.56	0.94	0.96
216266	1.58	0.95	1.85
183815	1.09	1.11	1.22
211044	1.6	1.01	2.04
172364	1.57	0.98	1.21
211319	1.71	0.87	1.32
186327	3.01	1.14	3.12
233366	1.1	0.81	1
190678	1.53	0.92	2.37
186531	2	0.9	2.47
151579	1.82	1.34	2.04
132156	1.59	1.1	1.67
234678	1.77	0.79	1.71
135410	2.73	1.08	2.8
234958	0.67	0.61	0.38
216588	1.22	0.72	1.57
184158	1.11	0.75	1.98
225982	0.69	0.97	1.07
231887	1.43	1.01	1.66
130519	1.1	0.77	1.91
169934	1.15	1.24	1.08
218527	1.79	0.96	3.41
231699	1.31	0.81	1.41
124552	0.77	0.82	0.89
126138	2.69	1.38	2.17
208652	0.98	0.98	0.9
180079	2.57	0.89	1.86
130690	5.53	1.09	1.97
106427	1.71	1.04	1.46
148806	0.69	0.78	0.99
114923	0.77	1.09	1.38
100485	1.2	1.12	1.32
235864	2.64	1.01	2.08
201989	1.44	0.88	1.08
160161	2.05	0.9	1.66
236463	0.87	0.61	1.17
236376	1.64	1.03	2.11
115171	1.39	0.86	0.87
157942	2.63	1.12	2.24
125134	2.9	1.11	2.12
175465	4.06	0.93	2.84
152934	2.39	1.02	2.19
116397	4.83	1.21	4.6
139587	1.09	1.07	1.23
169707	1.36	0.98	1.25
159875	0.93	1.08	3.01
202838	1.23	1.07	1.15
200598	1.68	0.87	1.91
189428	0.95	0.88	1.27
211183	1.11	1.15	1.04
174654	1.27	0.97	1.16
190669	1.41	1.03	1.45
198473	1.15	0.8	1.19
707225	1.2	0.77	1.11
145835	1.38	0.86	1.25
124662	0.76	0.97	1.28
129667	2.37	1.18	1.92
148924	1.58	0.99	1.54
180589	2.03	1.23	2.45
223006	1.33	1.04	1.14
150569	0.98	0.85	1.12
233535	2.1	1.07	1.23
105620	0.98	0.81	0.59
120722	2.7	0.5	1.58
207278	1.22	1.02	0.48
101192	2.66	1.07	2.36
191571	1.58	1.02	1.24
145203	1.86	0.83	2.95
562311	0.36	0.76	0.82
188632	4.12	0.93	2.47
141734	1.83	0.88	2.44
127881	2.6	1.08	2.85
223196	1.5	1.14	1.32
156353	1.72	0.88	2.44
178043	2.78	0.72	2.5
180157	1.11	0.82	1.71
146510	2.26	1.05	2.39
174889	2.18	1.28	2.3
542862	1.85	0.68	1.27
157556	3.42	1.16	2.1
163166	0.74	0.67	1.72
199914	1.7	1.16	3.17
137897	0.84	0.67	0.9
105835	1.42	1.05	1.33
114122	0.99	0.72	2.44
167077	1.72	0.9	1.96
190218	2.4	1.01	1.3
107675	0.62	1	0.93
230439	2.59	1.03	1.83
156617	1.16	0.9	1.57
101445	2.39	0.86	3.49
178105	0.81	0.56	0.95
112377	1.84	0.88	1.47
186940	1.76	0.95	0.99
164455	1.22	0.83	1.57
197351	2.16	1.21	3.2
101798	0.48	0.69	1.75
231280	4.66	1.12	3.42
111278	2.43	1.03	2.53
134841	1.36	1.03	1.51
187852	1.04	0.94	2.87
213789	1.28	0.66	1.83
234450	1.04	1.12	1.57
122471	0.7	1.23	0.98
190229	1	1.04	2.57
119769	0.64	0.97	1.44
210350	1.55	0.87	1.74
123273	0.58	0.69	0.68
127024	1.51	1.03	1.34
235168	1.56	1.01	1.35
425760	0.89	1	0.85
214151	2.01	1.03	0.65
178518	1.54	0.68	1.71
181127	1.25	0.98	0.92
115799	1.37	1.09	1.73
110235	1.06	0.91	1.76
209839	1.67	1.01	1.6
143920	1.86	1.05	3.28
373161	1.67	1.02	0.81
154772	1.6	0.93	1.68
185369	4.16	1.2	4.65
189762	2.44	1.19	2.08
160795	0.6	0.95	1.3
111239	2.14	1.13	2.98
128435	4.28	1.33	2.6
151054	2.72	1.01	2.18
165268	2.19	1.16	2.43
159446	1.55	0.93	1.27
211789	1.14	0.97	0.8
212854	3.22	1.41	3.38
155785	2.92	1.19	2.01
210882	0.84	0.96	1.16
101574	0.84	1	1.37
132211	1.21	1.13	1.27
167130	3.34	1.47	3.82
146019	2.39	1.03	3.28
185353	2.52	0.82	2.21
117740	1.16	0.88	2.68
165515	0.63	0.97	1.43
146721	1.09	0.9	1.08
207587	0.78	0.72	1.97
216725	0.42	1.04	0.45
122288	0.59	1.02	1.18
174347	0.18	0.9	0.6
216937	0.69	0.63	3.31
225789	1.69	0.77	1.36
191290	1.43	0.87	1.72
175443	2.7	0.93	2.22
144001	2.93	0.98	2.47
151082	0.92	1	1.78
236144	1.76	0.95	1.8
182482	4.86	1.23	2.77
156348	2.32	1.2	2.17
126186	3.84	0.96	2.34
127230	3.55	1.01	4.83
117064	1.72	0.85	3.33
235342	1.13	0.75	1.63
131792	0.98	0.83	7.36
193196	1.96	0.9	1.38
233135	1.38	0.61	0.78
10546690	1.21	0.92	1.85
143158	2.9	0.96	2.55
110799	2.65	1.19	2.43
202870	1.21	0.98	1.1
198301	1.22	0.82	0.85
197987	3.68	0.97	2.05
200876	2.98	1.15	1.57
205322	2.45	0.93	2.3
108218	1.35	1.08	1.06
182464	1.03	0.94	1.07
159269	1.28	0.61	1.14
100297	0.68	0.97	1.58
207688	1.66	0.98	1.79
180254	1.6	0.88	1.57
194196	3.14	1.34	3.3
177051	2.14	0.89	1.63
144571	1.67	0.95	1.74
133745	0.87	0.81	1.28
158990	3.9	1.13	3.82
160573	1.6	0.97	2.84
211990	1.52	0.85	1.01
166896	1.92	1.07	1.5
142433	1.32	0.89	1.63
166561	1.6	1.02	1.33
102046	0.58	0.71	0.4
162119	1.07	1.29	3.78
202780	1.09	0.97	1.85
216444	1.13	0.9	1.37
197774	0.85	0.81	0.86
108623	0.39	1.29	1.44
150425	0.6	0.75	1.71
192931	1.71	0.8	1.88
182343	2.18	0.91	3.27
213622	1.76	0.97	2.29
204688	0.4	0.88	0.64
134260	1.52	1.09	1.56
112182	1.41	0.87	1.8
213175	3.44	1.43	5.77
161510	2.18	0.86	1.8
192034	1.24	0.86	0.79
148058	3.62	1.23	4.91
176287	1.44	0.91	1.11
226479	1.66	0.99	2.67
161323	3.97	1.1	4.44
105589	0.69	1.07	0.97
213168	1.06	0.91	1.37
154937	1.86	1.15	3.07
211523	1.62	1.09	1.6
225844	2.47	0.98	1.77
156494	0.95	0.67	1.24
206893	0.79	0.87	1.13
101949	1.02	0.9	1.16
135917	1.67	1.02	2.26
236555	1.03	0.86	1.09
104128	2.19	0.98	1.38
127346	1.33	0.89	1.64
128717	1.71	0.93	2.27
206563	1.29	0.96	1.87
207528	2.34	0.75	2.37
110876	1.19	1.1	1.19
191504	1.15	0.97	0.8
232389	3.76	1.8	4
162386	1.02	0.91	1.15
129922	0.47	0.99	1.91
129209	2.07	0.99	1.03
167033	2.3	1.2	3.11
10700172	0.56	0.7	0.24
237000	2.93	1.07	1.53
117918	2.34	0.86	3.83
227323	0.8	0.86	1.17
189302	0.77	0.9	7.24
146514	1.37	0.98	1.74
169298	1.81	1.12	2.59
108383	0.98	0.9	1.45
169191	2.95	1.23	2.95
206344	1.29	1.03	1.2
210021	2.56	0.93	1.76
214121	1.78	0.7	2.01
102952	1.02	0.79	1.26
135191	1.96	1.04	1.74
122168	1.52	1.03	2.43
102403	1.65	0.79	1.1
158557	1.49	1.01	2.65
205338	1.01	0.68	1.01
195090	1.67	0.81	1.77
175904	1.38	0.96	2.46
150320	1.81	1.19	1.63
118088	2.05	1.12	1.79
236473	2.61	0.83	3.48
200594	1.08	0.7	1.05
167055	1.23	1.02	1.71
153018	1.12	1.09	2.37
139471	3.1	0.97	4.48
119370	1.1	1.15	0.99
170883	1.85	0.89	1.28
113347	2.79	1.35	3.01
180334	1.54	1.08	2.15
128935	1.64	0.88	1.93
104890	1.17	1.12	1.71
161352	1.26	1.03	1.52
117084	0.91	0.71	1.17
108940	1.97	0.88	2.02
156956	1.66	0.98	1.06
166732	2.27	1.04	1.98
107828	5.49	2.62	2.66
127830	1.74	1.11	2.92
107205	1.19	0.79	3.49
153178	1.86	0.9	1.59
101526	1.73	1	1.36
204200	1.45	1.2	1.42
133096	2.12	1.13	2.52
166975	1.47	0.76	1.68
174516	2.23	0.97	2.4
123014	1.39	1.1	1.34
129683	1.05	0.92	1.65
196595	0.85	0.72	2.57
171336	1.08	0.77	1.91
206161	1.32	0.57	1.36
197032	0.44	0.92	1.23
206612	1.27	1.02	1.59
100570	1.26	1.01	1.32
227722	1.41	1	1.56
128143	1.51	0.81	1.37
154787	1.43	0.87	1.32
149902	0.97	0.81	1.11
161026	1.71	1.2	2.58
190637	1.4	0.91	2.03
103117	1.33	0.88	1.94
183158	1.71	0.94	1.79
105929	1.84	0.89	1.7
149758	2.22	1.07	1.89
122515	0.57	1.11	0.76
192117	1.1	1.1	1.09
168022	1.22	0.75	2.13
122347	2.88	1.21	5.02
184400	2.11	1.23	2.5
140649	1.04	0.96	1.47
161303	1.53	0.91	1.3
130284	1.77	0.83	1.29
113507	1.68	0.99	1.63
236563	1.66	1.13	1.88
151150	1.75	0.88	0.96
182184	1.37	0.94	1.03
109711	0.69	0.99	0.89
188391	2.76	0.88	2.45
145851	1.2	1.02	1.71
209809	0.87	0.64	0.94
179802	1.13	1.04	0.91
168775	0.96	1.12	1.55
194212	1.42	0.99	1.48
133193	1.26	0.99	2.46
208310	1.36	1.09	1.37
109689	1.87	0.88	1.45
112923	2.52	0.96	2.34
147822	1.39	0.83	1.46
102581	2.14	0.92	2.7
173408	0.15	0.83	0.58
104651	1.42	0.82	1.96
152539	2.06	1.1	2.65
167343	1.28	0.89	1.02
207614	0.78	1.03	1.13
235761	0.34	0.56	0.28
149052	1.53	1.06	1.5
195508	1.02	1.07	1.75
182228	0.93	1.13	2.05
190128	1.22	0.94	1.17
194441	0.77	0.99	1.22
189066	1.75	0.85	1.71
205587	1.19	0.79	1.63
103666	3.24	0.96	2.78
127423	2.17	0.76	1.45
132049	2.44	0.92	3.61
163399	2.05	0.96	2.2
162898	0.63	1.02	1.2
712742	2.55	0.94	2.35
151386	1.04	0.89	2.87
209781	0.75	0.93	1.45
162223	1.86	0.89	1.78
185658	3.37	0.88	2.92
214742	0.44	0.88	0.69
213028	1.03	0.69	1.71
152213	1.84	0.95	1.46
157038	1.52	0.95	1.56
126905	0.89	1.01	1.31
226477	2.68	1.13	3.24
191596	1.17	0.6	0.27
141393	0.97	1.01	1.15
113128	1.1	0.88	1.61
150567	1.16	0.89	2.11
110179	1.86	1.13	1.3
119484	1.29	0.96	4.14
168609	1.17	0.96	0.61
181651	2.37	0.91	3.3
154860	0.58	0.91	0.69
170989	1.99	0.99	1.63
216775	0.78	0.91	2.44
123054	1.28	1.08	1.36
151733	0.87	0.83	1.06
198709	1.21	1.16	1.4
104619	1.86	0.95	2.68
114367	1.54	0.97	1.37
117044	1.73	0.8	1.78
163473	0.63	0.89	0.79
210676	1.2	0.97	1.48
202723	2.01	0.88	2.09
192638	1.1	0.85	0.97
215764	1.69	0.86	2.08
217047	3.58	1.27	2.56
130710	2.17	0.95	2.42
215615	1.35	0.97	0.97
173063	3.09	0.87	3.1
163084	2.85	1.38	3.94
158678	0.88	0.73	1.88
170655	1.8	0.96	1.66
160486	2.55	1.1	1.48
225065	0.58	0.86	1.04
235791	1.38	0.87	2.6
141188	2.47	1.06	1.32
119173	2.17	0.71	2.26
473067	1.05	1.02	0.95
213890	2.95	1.06	6.47
118584	2.3	0.85	2.11
128201	1.6	0.77	1.18
189706	2.53	0.9	2.49
226931	1.12	1.09	1.09
192103	3.66	1.46	3.28
134760	1.18	0.83	1.55
163396	0.96	1.06	1.72
173521	1.43	1.16	1.96
179131	0.78	0.71	1.53
219934	0.86	0.82	1.48
179145	0.81	0.99	0.74
202734	1	0.77	0.79
202172	4.2	1.22	4.08
220131	0.48	1.08	1.46
126349	1.57	0.88	1.38
111487	0.52	1.03	0.71
162936	4.16	1.48	5.75
133376	1.48	1.12	1.19
137407	2.13	1.12	3.74
169815	4.22	1.02	1.89
176188	1.47	0.83	1.4
131560	0.54	0.93	1.01
134230	1.15	0.91	0.84
132931	2.06	1.12	1.78
191212	1.91	1.11	2.97
199798	2.86	0.92	3.35
205438	2.64	1.21	4.5
216980	0.81	0.7	0.99
215909	1.43	1.07	1.95
146959	2.96	1.23	1.94
158049	1.1	0.94	1.12
212396	3.05	1.25	3.08
222846	1.5	1.17	2.34
198848	1.2	0.97	0.81
140109	1.63	0.97	1.97
203507	3.29	0.95	5.04
138229	1.17	1.17	1.95
113870	1.31	1.06	1.71
709930	0.86	0.96	0.92
119754	1.46	0.96	1.46
181510	2.14	1.22	3.05
410268	1.38	1.31	2.04
167820	1.07	1.02	1.25
182815	1.44	0.99	2.38
339932	0.52	0.93	0.62
123640	1.28	0.97	0.86
118398	2.17	0.81	1.5
158708	1.23	0.91	1.16
194097	0.52	0.99	0.87
223672	2	1.04	1.57
196141	0.34	0.93	0.7
194528	1.16	0.92	3.43
116600	0.36	0.79	0.74
174742	1.11	0.71	0.79
172733	0.67	1	0.77
137623	1.32	1.05	1.94
122912	0.69	0.86	0.8
139666	1.16	0.72	0.9
173910	1.69	1.08	1.26
173549	1.31	0.89	1.42
191821	1.15	0.64	2.17
101191	1.61	0.93	1.09
167861	1.01	1.07	0.73
126119	0.62	0.96	1.16
108532	1.29	0.83	1.87
144379	1.76	0.65	1.39
183009	1.03	0.84	0.91
138809	1.9	0.95	1.98
207149	1.74	0.85	0.9
203545	2.35	1.34	3.13
188018	3.23	1.16	4.06
137503	1.66	0.93	2.24
151191	1.15	0.64	1.31
137980	2.56	1.08	1.65
173580	1.68	0.91	1.14
203758	1.77	0.93	2.14
217273	1.63	1	1.25
708164	1.78	0.67	0.88
108955	1.42	0.92	1.62
103463	1.21	0.82	1.43
176899	0.5	0.8	2.86
224708	1.27	1.03	2.15
125592	1.23	0.93	1.89
137302	2.08	1.02	2.68
107117	1.57	0.88	0.99
173891	1.1	0.87	0.86
121802	1.89	1	1.82
195450	1.84	0.97	1.67
165653	0.76	1.06	1.11
198232	1.48	0.74	1.23
161015	0.47	0.97	1.48
235538	1.99	1.08	2.32
124205	7.41	1.37	4.21
138633	1.94	0.98	2.46
235435	1.39	1.14	1.43
113428	14.94	1.32	21.94
109321	1.14	1.02	2.6
118129	1.42	0.97	1.28
158722	0.4	0.99	0.73
217106	0.98	0.7	0.81
165360	1.22	0.83	1.47
219949	3.56	0.99	3.77
216608	1.96	1.1	1.78
136536	0.31	1.05	0.78
190831	0.87	0.9	1.09
127600	1.4	0.79	2.06
138515	1.3	0.91	4.88
193940	2.08	1.05	1.43
160430	0.92	0.92	1.4
129115	1.37	1.09	2.38
124711	3.89	0.86	3.71
198926	1.73	1.17	2.47
173434	0.14	0.96	0.75
142759	0.67	0.82	1.87
138923	1.34	0.78	0.99
348501	2.13	0.91	1.32
105868	2.37	0.85	2.41
164886	0.43	1.07	1.06
195352	4.21	1.02	3.26
185114	3.38	0.92	3.87
110104	0.34	0.76	0.56
226118	0.98	0.72	0.6
105064	1.01	0.87	1.17
227033	0.94	0.69	1.24
124628	1.36	1.1	1.14
101447	2.53	1.09	1.48
151308	1.93	1.03	1.72
171603	1.52	0.98	2.04
132403	1.35	1.11	1.26
228317	2	1.34	3.16
172713	3.67	1.09	4.85
210406	1.95	1.18	1.73
141557	0.87	0.65	1.14
119026	1.17	0.92	1.05
100939	2.46	0.99	1.21
172192	1.51	1	1.66
208148	0.98	0.86	1.01
147290	1.4	0.97	1.3
183970	1.17	0.93	1.85
235694	1.47	0.93	2.94
