Identifier 	 AJ_8w_1	 AJ_8w_2	 AJ_8w_3	 C57_8w_1	 C57_8w_2	 C57_8w_3	
ENSMUSG00000022540	69.70684	32.64342	57.557896	33.087368	34.952896	31.075527	
ENSMUSG00000057335	70.3121	36.38526	50.82658	30.953684	47.96171	131.53868	
ENSMUSG00000010064	238.65158	119.35408	141.04553	61.689606	110.94053	116.174736	
ENSMUSG00000039115	50.744473	50.236317	24.997105	63.71066	40.442104	30.874474	
ENSMUSG00000012519	517.61316	507.54315	305.07025	258.19553	178.39131	348.445	
ENSMUSG00000027665	248.62842	165.64948	181.53447	140.51736	118.11816	122.30842	
ENSMUSG00000079550	19.32408	40.993946	39.766975	93.05553	197.3179	41.803555	
ENSMUSG00000021938	32.1175	38.210262	52.044605	41.46816	23.010527	59.204475	
ENSMUSG00000021538	44.907368	43.96671	37.00829	68.707634	52.85342	25.65	
ENSMUSG00000039728	28.801184	28.434473	43.951054	37.12184	50.21224	35.784473	
ENSMUSG00000020168	34.17342	55.414738	66.24079	131.66132	59.539604	50.686844	
ENSMUSG00000068463	55.912106	57.197105	46.71921	53.37158	36.14	38.977894	
ENSMUSG00000021596	35.390263	44.27	68.157104	31.04908	51.917236	279.26422	
ENSMUSG00000039201	120.09132	108.04289	105.956314	30.136974	277.82446	216.41473	
ENSMUSG00000063615	40.588684	39.643814	24.952894	36.077106	24.950264	34.19263	
ENSMUSG00000020696	173.35632	190.54736	133.69737	173.47763	109.85763	189.24632	
ENSMUSG00000033589	573.5945	934.1634	488.03842	1721.6885	1252.3984	766.60315	
ENSMUSG00000029076	34.49079	41.282368	45.305264	88.593155	31.853157	38.6425	
ENSMUSG00000053666	44.07263	45.5375	45.7725	119.33474	22.953157	60.952236	
ENSMUSG00000043279	592.63477	447.09842	501.13446	645.6708	720.08344	569.4137	
ENSMUSG00000044763	409.81763	738.1142	499.725	496.79788	547.7337	535.46893	
ENSMUSG00000025375	105.0629	216.9046	154.34973	174.6258	126.189735	263.85632	
ENSMUSG00000036885	145.94606	263.78052	248.43092	68.07276	35.879738	132.03276	
ENSMUSG00000024440	37.91237	66.33513	34.970528	61.409344	25.186579	83.55566	
ENSMUSG00000049670	65.96566	112.91053	72.055786	38.76579	40.603947	49.708157	
ENSMUSG00000027950	284.91632	462.66763	370.7221	383.70132	333.8992	251.43869	
ENSMUSG00000027489	58.99763	69.67513	34.132107	73.88052	72.66026	38.92342	
ENSMUSG00000014633	576.7574	516.3134	587.0766	501.90973	414.72394	444.88446	
ENSMUSG00000056383	806.28687	1147.6437	869.4037	1001.62024	1027.699	809.81866	
ENSMUSG00000035545	198.02316	400.05133	239.09264	192.15605	346.56528	200.70842	
ENSMUSG00000025521	809.5666	837.37476	748.5142	548.5642	557.4121	562.03687	
ENSMUSG00000057098	29.276316	30.89763	33.675262	37.55921	35.405525	81.357895	
ENSMUSG00000054135	40.44763	77.56276	87.073555	45.451317	34.895527	86.63724	
ENSMUSG00000059654	47.322105	51.69421	56.38842	64.1	59.096054	66.13052	
ENSMUSG00000076437	1396.3411	1605.549	1093.2081	2576.651	2593.8762	1887.0884	
ENSMUSG00000061983	206.3429	440.5192	316.6908	397.22974	139.82947	354.9142	
ENSMUSG00000055900	50.002895	89.48184	59.47842	54.71829	98.23526	124.64842	
ENSMUSG00000024013	222.46422	257.09317	118.41026	245.06053	65.27737	263.40237	
ENSMUSG00000040407	62.00079	43.55184	75.73408	32.795525	79.508156	35.717896	
ENSMUSG00000043913	43.12671	75.5079	41.19763	34.35184	23.741842	58.035263	
ENSMUSG00000066154	2585.4146	2692.9446	1617.1887	11767.978	9160.031	16968.414	
ENSMUSG00000039106	74.37605	75.886185	51.92263	54.208946	82.02579	89.28868	
ENSMUSG00000030826	26.097763	33.185528	48.44763	67.4671	57.45921	38.54	
ENSMUSG00000071014	7804.2065	11380.712	6943.2915	6235.4746	6253.4604	6315.816	
ENSMUSG00000032625	31.959738	46.456314	33.688946	43.213158	27.878159	50.700264	
ENSMUSG00000039774	76.846054	149.79474	90.194214	85.79658	53.988422	48.44079	
ENSMUSG00000022721	393.5021	576.17236	370.8984	527.1187	373.7208	522.4253	
ENSMUSG00000032121	302.66132	384.91104	489.87396	138.29526	252.64737	262.5071	
ENSMUSG00000003053	178775.64	163878.9	167918.42	265967.3	233914.22	167918.42	
ENSMUSG00000031162	36.57816	32.296577	56.827633	28.825264	31.898552	30.23842	
ENSMUSG00000032913	374.38763	514.84235	384.71893	382.81317	298.69553	215.05579	
ENSMUSG00000008153	77.33671	43.048946	86.79513	29.264736	49.838158	45.89079	
ENSMUSG00000042686	38.54316	39.10184	32.657104	43.096317	28.286842	70.59974	
ENSMUSG00000027712	8034.823	5364.435	7934.8564	13304.018	11727.418	10194.861	
ENSMUSG00000025936	781.47736	743.7319	749.8026	492.8071	566.0129	328.6221	
ENSMUSG00000032584	30.20421	43.582893	59.279736	49.476448	54.195133	79.07408	
ENSMUSG00000028397	22.63329	39.216316	27.18079	31.706316	37.506317	135.4042	
ENSMUSG00000043719	37.383686	48.861053	48.998684	55.664474	31.01237	64.19382	
ENSMUSG00000024593	37.80079	35.108685	43.957893	35.591316	92.259735	48.688946	
ENSMUSG00000025583	65.219734	85.65079	50.591316	43.119473	22.65408	50.04763	
ENSMUSG00000015094	1945.7821	2206.9905	2221.0977	2187.7354	2125.1829	1957.2719	
ENSMUSG00000020585	6986.001	4803.2847	6890.7505	7271.112	6220.164	6337.707	
ENSMUSG00000018800	177.26685	101.752235	127.6871	309.6271	104.52026	24.48671	
ENSMUSG00000015647	1087.6302	1678.6416	1321.2634	1561.7605	1706.2926	940.0558	
ENSMUSG00000048398	69.35395	111.88684	138.93987	40.213158	33.316578	57.606052	
ENSMUSG00000032114	1908.449	961.41394	2033.3119	891.7345	1247.9824	1615.719	
ENSMUSG00000060068	59647.746	78462.27	40510.203	36707.332	40510.203	41013.62	
ENSMUSG00000020461	51.49184	69.56092	37.87921	84.97053	71.34395	45.903683	
ENSMUSG00000028029	43.653946	42.420525	31.39579	31.47579	46.580524	46.58579	
ENSMUSG00000066031	60.36171	89.01474	54.39079	59.387367	55.51763	26.353289	
ENSMUSG00000021286	674.77106	926.8395	904.08344	1020.4071	802.37317	1144.1292	
ENSMUSG00000051682	61.092896	57.095264	46.42921	26.719473	26.380262	49.266315	
ENSMUSG00000028019	742.72235	1451.2737	844.11316	678.81396	856.5734	536.63947	
ENSMUSG00000078920	32.747894	39.346973	29.283947	127.37474	31.01237	81.067894	
ENSMUSG00000035378	67.71829	61.75947	58.9	106.05631	30.777105	84.25105	
ENSMUSG00000061607	73.783424	48.220657	78.47776	72.316315	205.8571	72.3529	
ENSMUSG00000037315	43.284344	34.217632	58.786316	103.963425	20.67079	31.075527	
ENSMUSG00000026576	2381.079	2072.3625	3417.0222	3455.57	2416.5461	3235.2966	
ENSMUSG00000029092	39.807632	61.692104	81.72658	74.24408	70.62526	127.46842	
ENSMUSG00000071893	91.65289	54.808815	88.70947	40.4125	34.488026	37.35342	
ENSMUSG00000022335	37.124737	63.761578	47.705524	20.981052	94.60158	115.073814	
ENSMUSG00000067931	354.0204	377.01025	261.97552	241.79263	306.60605	185.6729	
ENSMUSG00000004568	456.1616	609.76105	497.81183	476.88974	420.78763	526.9858	
ENSMUSG00000037573	5398.2544	6764.3164	3944.5295	5438.348	3817.2644	4768.126	
ENSMUSG00000044949	224.4492	274.19815	288.76	218.68684	263.53317	153.22342	
ENSMUSG00000031809	50.169735	44.76263	24.926579	22.775	57.70474	45.17566	
ENSMUSG00000045128	73.87763	111.83447	57.298157	39.323814	47.67921	142.84079	
ENSMUSG00000041476	41.775658	28.13579	20.576578	39.465527	18.003422	24.156315	
ENSMUSG00000029211	54.44026	28.872236	52.915264	75.23473	81.636055	61.801315	
ENSMUSG00000046959	67.335396	137.5808	141.41342	53.54171	53.453815	61.02829	
ENSMUSG00000062252	51.858685	80.04737	54.31526	34.402103	114.98395	66.217896	
ENSMUSG00000013858	111.28763	71.55487	59.55342	46.882896	63.080524	43.79908	
ENSMUSG00000019762	2478.8584	2567.5603	2567.5603	1796.1635	1985.4908	2148.869	
ENSMUSG00000014245	290.36288	539.4	406.03815	334.2455	235.74106	133.59895	
ENSMUSG00000021360	51.762367	33.338684	37.445	38.561054	144.39948	47.10026	
ENSMUSG00000070379	68.502106	58.684475	48.661316	48.81763	92.06224	104.36198	
ENSMUSG00000062519	33.141975	29.311184	40.227367	26.28658	61.075527	95.273155	
ENSMUSG00000060913	48.3675	64.585266	47.85855	41.493683	38.528156	37.230263	
ENSMUSG00000031283	49.42421	33.936317	29.57592	34.515263	31.073158	49.45474	
ENSMUSG00000018707	3929.4622	4540.298	4188.9385	4347.014	4127.806	4107.228	
ENSMUSG00000070873	365.04922	440.07184	377.98026	87.685524	259.82657	230.45474	
ENSMUSG00000082491	4127.806	2736.739	3770.6882	4329.523	3955.5986	3432.6946	
ENSMUSG00000026181	661.16077	647.69946	410.8516	395.33185	348.525	738.96106	
ENSMUSG00000059309	49.135788	47.988422	71.53368	178.3308	44.35184	64.16526	
ENSMUSG00000070458	36.484737	46.60421	49.095	49.97342	43.250393	42.073948	
ENSMUSG00000030344	61.57263	69.09658	79.55237	50.205658	57.633686	44.66171	
ENSMUSG00000057719	51.84171	46.037106	49.270264	42.61158	43.648422	33.201843	
ENSMUSG00000050901	53.777367	39.834606	53.867367	102.18421	49.66237	20.599737	
ENSMUSG00000063851	23.535131	35.11513	19.69342	63.568684	92.032104	61.64895	
ENSMUSG00000028426	235.97131	296.74973	355.4442	740.5755	381.86343	411.50632	
ENSMUSG00000053228	52.52316	45.387104	46.587105	41.16421	61.46921	131.73395	
ENSMUSG00000041319	165.45093	205.36157	210.23369	134.7471	132.58473	185.70631	
ENSMUSG00000048573	68.65737	57.512104	32.26026	48.531578	64.640656	53.64224	
ENSMUSG00000038415	538.551	619.12213	341.27896	280.75815	497.1891	391.67236	
ENSMUSG00000045503	2089.7488	2716.7458	2081.9429	2346.9968	2387.3308	1620.6152	
ENSMUSG00000034614	63.123684	51.819736	65.60553	67.76369	54.033684	117.036575	
ENSMUSG00000047789	49.783817	49.592632	41.26684	24.34421	43.86329	36.11474	
ENSMUSG00000021550	241.15605	203.06842	228.5129	326.5529	253.07526	169.79053	
ENSMUSG00000016327	41.730396	47.322105	27.329737	53.635525	64.799866	36.342896	
ENSMUSG00000016534	9502.963	7550.7173	9417.858	8443.103	7652.5146	9160.031	
ENSMUSG00000027009	35.151054	53.993946	57.533947	55.0125	51.138554	64.47645	
ENSMUSG00000022442	128.41368	167.44131	114.94316	67.575	71.29184	36.799736	
ENSMUSG00000003644	53.825527	42.772896	38.93474	57.838684	37.67842	20.643421	
ENSMUSG00000029273	2505.4727	2226.9546	3098.83	1759.987	1334.5355	1812.655	
ENSMUSG00000063663	32.69079	34.89592	61.297894	55.187107	31.285	19.641842	
ENSMUSG00000027845	60.07316	53.063946	62.298553	45.975	36.84658	83.797104	
ENSMUSG00000021944	36.178814	34.81342	26.923159	45.158817	63.533157	58.188026	
ENSMUSG00000022802	113.65658	67.82263	58.865265	65.86013	113.588684	101.47158	
ENSMUSG00000037692	105.04632	101.752235	66.1325	74.551056	47.983685	60.08184	
ENSMUSG00000048399	65.34724	47.67921	36.368156	159.09526	25.335789	53.993946	
ENSMUSG00000025159	77.4079	85.496056	46.905	95.00474	53.654472	72.03092	
ENSMUSG00000052155	105.61579	51.638683	69.524475	137.69	29.327105	43.86092	
ENSMUSG00000068747	22.704737	31.751184	43.085	41.36842	88.43868	55.05579	
ENSMUSG00000059371	45.261578	45.80579	54.278816	94.664734	67.90211	45.221844	
ENSMUSG00000024266	35.912632	51.296974	46.771843	39.979473	45.539867	44.047894	
ENSMUSG00000003354	76.61447	122.89763	90.28539	76.595	54.161182	52.42026	
ENSMUSG00000001173	59.369736	74.33579	103.05053	35.891712	67.82	41.18092	
ENSMUSG00000029416	803.2721	509.3071	1008.5955	465.08368	491.49265	416.2245	
ENSMUSG00000022160	65.7504	57.117104	69.996056	52.175	28.443684	44.890263	
ENSMUSG00000079215	133.26118	131.13422	63.448948	49.33579	31.981316	124.44158	
ENSMUSG00000037553	32.93737	44.64079	31.409737	52.285	36.374737	118.27105	
ENSMUSG00000021051	310.32553	248.12552	235.91895	238.77908	251.47737	362.34448	
ENSMUSG00000025962	891.43054	1009.49475	529.884	772.37683	593.82947	726.03973	
ENSMUSG00000029328	479.23737	576.6003	475.88052	605.49524	708.9697	675.23474	
ENSMUSG00000032259	51.471184	27.95342	40.141052	183.94316	35.215	36.936054	
ENSMUSG00000043549	48.099606	51.549473	49.632107	26.892632	117.22158	29.175526	
ENSMUSG00000039138	33.283157	30.530132	39.630264	38.36079	42.666183	47.79079	
ENSMUSG00000062157	34.03737	55.91316	29.373947	56.18671	58.202236	63.690525	
ENSMUSG00000033458	58.835	79.393684	74.05211	42.64342	106.4929	121.60013	
ENSMUSG00000079295	55.062893	62.09237	53.889736	51.37421	72.43763	67.189476	
ENSMUSG00000009073	124.16763	226.78947	223.87395	123.32289	103.65974	79.51447	
ENSMUSG00000042849	67.09921	80.335	92.33474	49.906578	41.633423	50.26421	
ENSMUSG00000063120	43.31921	32.98895	35.455788	32.216316	46.771843	21.721315	
ENSMUSG00000028830	224.38422	263.53317	127.90671	125.13934	265.4421	293.3779	
ENSMUSG00000028793	87.26	94.920265	47.10184	49.45474	87.11	69.52	
ENSMUSG00000062859	37.49842	44.306316	61.331314	97.08895	56.212368	116.76447	
ENSMUSG00000009905	33.761578	40.710262	34.30184	86.49658	36.02395	68.62605	
ENSMUSG00000038540	48.726315	58.713947	49.907894	54.48658	64.15895	30.028027	
ENSMUSG00000059481	659.8158	511.32816	762.4087	158.55421	170.44894	290.74265	
ENSMUSG00000078983	19903.314	20540.34	25642.164	25872.07	30721.111	19216.865	
ENSMUSG00000036062	95.22816	51.208553	65.59934	55.719868	114.58632	89.08895	
ENSMUSG00000056912	43.45408	59.83763	39.736053	21.0	35.431053	26.608421	
ENSMUSG00000000627	46.747894	64.186844	51.126972	44.007763	43.470528	112.4229	
ENSMUSG00000073444	50.810658	42.660263	29.241842	26.303158	66.32552	34.787106	
ENSMUSG00000033186	451.205	252.78014	429.5016	569.7739	218.50789	413.4971	
ENSMUSG00000006342	76.198685	81.329475	138.48605	64.30553	168.61447	55.53	
ENSMUSG00000029234	907.71313	463.79553	827.94055	908.32446	837.875	962.5608	
ENSMUSG00000027018	538.68604	811.35815	430.65106	432.71185	461.91553	501.60342	
ENSMUSG00000040268	429.61026	376.95078	291.38672	435.555	302.92685	357.59106	
ENSMUSG00000035958	972.4879	1369.5918	853.986	943.65814	927.5263	837.12555	
ENSMUSG00000039200	92.95513	65.616844	78.53921	33.433685	22.154211	63.370922	
ENSMUSG00000029811	49.479473	89.57671	54.702896	57.73	142.51343	62.219738	
ENSMUSG00000057213	65.552635	51.71895	80.18131	28.339605	51.875	36.851578	
ENSMUSG00000042262	49.848946	82.07	63.72605	36.826973	71.27579	44.306316	
ENSMUSG00000062201	47.57974	29.12579	37.52	98.063156	26.297895	24.052105	
ENSMUSG00000078813	336.84763	436.82236	328.6221	390.62894	401.74817	518.57	
ENSMUSG00000061650	500.40027	521.9608	261.13132	353.15552	341.02527	387.1542	
ENSMUSG00000042195	42.94658	48.495262	30.276842	260.17474	52.265133	67.27079	
ENSMUSG00000032135	46.050133	87.62224	61.312893	177.09079	122.02869	178.34895	
ENSMUSG00000042240	37.38684	49.55342	53.323685	18.67513	28.72	36.976185	
ENSMUSG00000053275	65.322365	35.36237	40.523685	71.90908	123.54421	77.3121	
ENSMUSG00000033287	53.902893	56.62329	60.907894	57.888683	40.002632	275.76422	
ENSMUSG00000029477	105.29211	68.05395	76.17842	83.53448	75.49263	106.02079	
ENSMUSG00000031394	44.417633	32.207237	52.312763	101.859474	59.120525	95.211975	
ENSMUSG00000040048	2421.3455	2705.7437	1825.5624	2061.2205	2478.8584	2541.8147	
ENSMUSG00000038403	3465.6704	4458.1255	2971.211	3405.092	3110.3525	3215.7412	
ENSMUSG00000034757	1142.1442	938.2679	1027.2297	935.3042	1229.8019	851.08527	
ENSMUSG00000003282	33.790657	28.3	41.120262	53.79526	63.619606	41.99658	
ENSMUSG00000045257	261.09882	366.07578	338.8663	353.3384	419.76395	427.345	
ENSMUSG00000026219	357.99185	593.03656	292.4766	285.46448	350.66473	351.0242	
ENSMUSG00000047169	105.73211	66.081314	69.47026	79.93	84.19053	59.8075	
ENSMUSG00000021948	1168.7979	1618.7661	1279.3206	1751.5779	1683.4647	1405.2814	
ENSMUSG00000063810	44.72329	37.26421	45.36579	60.43395	51.566975	53.27763	
ENSMUSG00000042688	815.9276	813.2624	585.76764	827.1545	669.8118	833.4392	
ENSMUSG00000009646	1949.8113	1375.1282	1556.268	1294.7719	968.58606	1638.1289	
ENSMUSG00000031257	601.7363	589.9484	366.55237	436.37552	602.89923	383.5692	
ENSMUSG00000081743	47.645264	76.378815	87.19447	86.85461	121.37184	41.791973	
ENSMUSG00000031398	283.45422	147.66183	214.27316	301.4754	187.56657	228.14816	
ENSMUSG00000071180	502.92026	649.5158	454.99896	520.6695	93.00632	515.2739	
ENSMUSG00000030194	46.73237	41.14224	56.53145	24.293947	36.46816	89.26632	
ENSMUSG00000024030	41.829212	45.783684	48.20237	21.63579	65.18434	32.42329	
ENSMUSG00000042535	167.52106	252.37263	154.96	93.73395	297.14264	207.94106	
ENSMUSG00000031389	69.18461	40.148422	36.303555	28.227106	35.59737	23.617632	
ENSMUSG00000013736	333.8992	262.8405	288.8437	81.348946	128.62685	275.98975	
ENSMUSG00000022679	338.56183	179.60184	318.80157	129.16092	230.96053	360.79605	
ENSMUSG00000024379	62.768288	74.5775	66.70119	75.73184	103.78461	55.461052	
ENSMUSG00000025104	75.47671	34.621315	56.17184	53.23421	95.61158	61.46579	
ENSMUSG00000066357	609.9613	674.77106	450.69	587.82263	494.67896	774.5434	
ENSMUSG00000082354	30.091185	17.968946	27.542894	16.43921	17.157894	92.363945	
ENSMUSG00000040848	238.36658	372.51	206.21841	364.4634	256.7096	249.39645	
ENSMUSG00000006488	39.406975	22.48079	41.951843	32.246315	36.482895	82.869736	
ENSMUSG00000008575	37.420788	35.682632	30.007368	36.512764	39.365658	50.88842	
ENSMUSG00000035836	2788.7227	2964.6433	2690.3877	2147.9055	1849.2953	2750.9236	
ENSMUSG00000035274	156.78369	80.90131	181.29881	215.11421	92.515396	75.80013	
ENSMUSG00000031434	71.67	44.025394	39.77474	59.18921	59.78934	47.59355	
ENSMUSG00000066568	47.72921	41.066975	53.455265	57.091053	60.795	26.061316	
ENSMUSG00000078437	2516.2615	2304.2935	2890.088	3621.5361	3242.3853	2076.1926	
ENSMUSG00000017922	47.60026	83.89987	58.771317	47.54684	183.94316	21.185263	
ENSMUSG00000032925	24.358027	52.21737	43.74842	41.066975	21.50829	52.755	
ENSMUSG00000027387	236.82579	155.09053	269.1492	80.31869	209.73842	148.76764	
ENSMUSG00000054893	42.66171	50.286053	29.54342	132.18764	167.60039	26.247368	
ENSMUSG00000048602	32.188946	35.01921	29.456316	22.888683	29.408157	44.09658	
ENSMUSG00000024665	36.983948	37.66671	47.885	43.94842	33.162235	75.07	
ENSMUSG00000020072	587.82263	361.67447	565.6455	461.78	575.9434	665.13025	
ENSMUSG00000066257	27.849474	60.55974	45.247765	76.97184	78.36948	57.772633	
ENSMUSG00000031878	443.21948	728.59076	520.3816	494.60867	617.22235	439.2458	
ENSMUSG00000053185	32.444607	41.221054	36.73658	42.206314	24.753027	60.686844	
ENSMUSG00000049387	74.42895	42.320526	56.450394	49.012367	24.473684	79.969475	
ENSMUSG00000023176	305.81738	378.84814	250.80185	259.88342	391.77185	151.9871	
ENSMUSG00000075044	576.6003	663.8879	649.986	219.9521	535.7987	273.98633	
ENSMUSG00000000215	54.313683	35.05921	40.153683	92.50579	46.507896	38.680264	
ENSMUSG00000026248	1374.0126	1970.6566	1170.2461	1235.834	1636.0327	1283.86	
ENSMUSG00000032911	25.741316	34.79829	32.09579	272.19394	70.66947	123.97355	
ENSMUSG00000021963	35.99658	31.344473	42.27237	63.584473	45.100525	95.11184	
ENSMUSG00000056592	83.80684	142.24539	94.77368	36.66	62.002895	90.24684	
ENSMUSG00000020864	901.02655	1207.7318	718.69556	523.0866	514.26025	506.1837	
ENSMUSG00000026113	84.75263	52.792236	114.01974	41.809475	46.658817	88.7871	
ENSMUSG00000062822	502.27158	394.27606	541.39343	511.78973	571.20605	431.38712	
ENSMUSG00000029111	401.5329	268.472	393.6484	522.5579	510.27264	306.67816	
ENSMUSG00000022286	40.736317	34.987236	30.045658	23.611317	93.43934	48.027237	
ENSMUSG00000030268	2721.4773	3867.1885	2778.842	3353.6423	3154.3706	3402.5205	
ENSMUSG00000017376	307.68027	252.89973	296.9392	321.7883	384.78107	667.8358	
ENSMUSG00000041261	1437.2234	1719.1915	1364.1111	1507.0627	1503.7113	1157.6771	
ENSMUSG00000032278	46.189735	53.331448	66.891975	69.29605	64.49158	40.941185	
ENSMUSG00000073154	42.036316	38.995525	54.747105	154.02658	122.61131	39.240265	
ENSMUSG00000004846	43.590263	29.034473	44.258026	33.855263	37.702236	36.644604	
ENSMUSG00000069873	48.705	51.389606	46.446053	99.579735	66.18881	80.12974	
ENSMUSG00000054237	31.531315	24.533815	34.87158	253.78105	54.729736	46.768948	
ENSMUSG00000021891	70.91658	52.142105	40.096317	59.03263	46.905	30.728815	
ENSMUSG00000079278	43.64	59.387367	30.03579	25.503159	143.1729	42.286053	
ENSMUSG00000084346	31.877895	39.92263	35.680264	39.852367	34.436317	38.123947	
ENSMUSG00000038020	32.9775	30.975395	40.280525	43.677105	85.60737	42.257633	
ENSMUSG00000079144	1157.2266	1464.2186	926.09235	783.2416	1028.571	855.21265	
ENSMUSG00000027824	22.138159	43.79763	49.86553	37.09	67.75289	41.55671	
ENSMUSG00000037140	35.79513	71.41631	77.695656	48.462894	31.981316	25.736841	
ENSMUSG00000083199	48.622368	53.307236	49.93908	460.73343	117.02579	24.894474	
ENSMUSG00000045551	39.055264	39.026184	66.62079	61.535	20.23079	58.606316	
ENSMUSG00000047155	43.31526	56.29526	79.85395	34.13671	75.23171	64.39013	
ENSMUSG00000073916	37.758423	38.381317	66.00619	47.76842	56.865	18.83921	
ENSMUSG00000042596	33.549473	35.21171	35.838947	51.96895	74.73026	120.205	
ENSMUSG00000045566	69.33053	90.615	64.9675	34.48895	508.23236	49.848946	
ENSMUSG00000051246	63.949738	35.707893	53.856316	34.970528	38.86921	68.23631	
ENSMUSG00000032691	56.37737	58.479473	85.15474	43.482105	27.612236	54.103947	
ENSMUSG00000021958	291.75735	424.84604	391.4063	73.51842	338.8663	309.6271	
ENSMUSG00000048686	140.60394	99.73711	76.06579	89.581055	139.13382	64.33895	
ENSMUSG00000029673	34.821053	24.775263	43.757107	110.445526	40.45987	35.594868	
ENSMUSG00000079362	27.13829	38.326843	36.79526	39.335396	46.02474	28.677763	
ENSMUSG00000039555	70.32421	90.04658	83.57171	95.92842	83.33632	209.34776	
ENSMUSG00000076773	38.43079	47.53105	41.967896	22.926842	28.388683	60.89908	
ENSMUSG00000025133	568.2681	928.21344	576.93445	726.2484	461.66394	747.97107	
ENSMUSG00000028636	2620.6716	4266.47	2562.4124	2627.7844	1958.4132	2507.7231	
ENSMUSG00000029104	23.353683	39.370396	49.254738	87.45421	32.11	34.39592	
ENSMUSG00000030126	460.425	315.85736	466.31342	421.57132	52.835922	149.45184	
ENSMUSG00000017677	2067.5073	3235.2966	1965.888	2776.8289	2797.3525	2553.5781	
ENSMUSG00000051483	21924.88	11183.193	18934.451	14367.485	10705.157	14761.504	
ENSMUSG00000050803	63.882236	30.18579	50.563816	41.1025	55.579605	31.880262	
ENSMUSG00000041459	1529.4379	1927.2587	1458.0837	1780.1729	1525.8047	1566.7913	
ENSMUSG00000060188	62.254738	113.9296	89.565	130.34079	113.82987	122.90776	
ENSMUSG00000043445	1699.7603	2162.8765	1571.7297	1338.04	1584.0497	1230.2639	
ENSMUSG00000040310	17.824343	36.255527	36.396053	24.952894	26.857895	26.546185	
ENSMUSG00000026452	59.14974	36.686054	62.81579	45.22316	52.265133	49.83092	
ENSMUSG00000033632	126.65737	188.75342	103.43131	109.36737	284.04236	99.429344	
ENSMUSG00000043881	88.92526	44.630264	55.48974	111.05526	58.34092	23.757895	
ENSMUSG00000006313	41.18092	26.61263	56.93434	40.90684	53.28105	23.859343	
ENSMUSG00000026141	48.56342	54.121975	50.591316	35.694736	41.00908	43.058815	
ENSMUSG00000061210	46.265526	87.435524	74.02921	33.471054	100.55039	52.391052	
ENSMUSG00000070522	948.1687	912.18365	760.28394	1181.1724	546.75	1053.5432	
ENSMUSG00000040978	92.857765	50.125	51.631844	46.33908	53.134605	103.22079	
ENSMUSG00000027878	42.15684	44.092106	47.113686	221.98816	43.35921	35.29	
ENSMUSG00000040133	44.212368	54.467896	47.158817	103.615524	47.715	35.412106	
ENSMUSG00000041426	2382.7961	2776.8289	1956.0316	1505.1626	1443.1678	1923.4294	
ENSMUSG00000026734	54.042107	49.172104	43.77079	85.52	28.749737	69.29474	
ENSMUSG00000014503	541.59766	542.7763	596.66235	423.23816	488.84448	358.20526	
ENSMUSG00000031467	255.90474	345.41263	261.3829	206.50632	339.72736	172.62448	
ENSMUSG00000030775	31.934736	36.5325	32.929737	59.591316	32.745922	81.99513	
ENSMUSG00000044912	51.901054	80.46684	52.979607	360.29013	57.91066	25.713947	
ENSMUSG00000074212	563.5403	378.23553	491.69946	295.39395	578.70105	407.95236	
ENSMUSG00000021187	69.78605	31.672106	59.75395	21.421053	45.936317	356.75262	
ENSMUSG00000039456	959.1192	1321.2634	952.60474	1287.6876	1154.2855	1005.60974	
ENSMUSG00000034574	93.42395	62.770527	65.59052	71.93632	59.38421	80.41816	
ENSMUSG00000054293	342.0192	396.54736	400.46527	259.14447	494.17026	236.31737	
ENSMUSG00000035681	36.249474	31.109211	27.48842	77.188286	40.806053	252.05815	
ENSMUSG00000040836	67.62974	73.04816	47.788685	48.212105	51.819736	42.434868	
ENSMUSG00000039347	531.59265	584.38367	696.14185	500.53317	456.6921	128.88	
ENSMUSG00000052262	35.841972	37.697895	35.45	134.77527	34.576183	125.06974	
ENSMUSG00000037940	31.276052	48.187107	36.729736	41.451317	33.681053	29.498158	
ENSMUSG00000033902	27.157894	50.068684	43.085	99.76842	33.586975	28.367237	
ENSMUSG00000004988	51.879604	75.02737	38.54158	24.179342	32.49921	22.513683	
ENSMUSG00000022304	2081.9429	1155.3026	1669.6277	1045.0168	1159.3718	1364.1111	
ENSMUSG00000003031	70.9521	103.54842	92.585266	184.90132	41.554737	39.45671	
ENSMUSG00000053063	734.80896	791.43604	791.08685	1105.6763	663.0429	791.8008	
ENSMUSG00000030316	221.51973	425.745	276.43893	295.59317	330.1292	205.05684	
ENSMUSG00000048981	131.63632	134.81657	111.94816	92.975266	124.45921	76.17842	
ENSMUSG00000062328	70.02237	137.94342	99.10684	254.72316	44.425526	75.61184	
ENSMUSG00000022636	1980.2495	2321.0464	2340.9927	3082.4412	2117.0037	2776.8289	
ENSMUSG00000079666	29.77579	48.694473	33.132763	44.79316	29.485	29.553684	
ENSMUSG00000025060	162.83368	220.33553	212.88948	51.958683	23.777895	48.29316	
ENSMUSG00000045110	1056.0508	1132.5455	828.31525	865.7695	1253.4453	729.78265	
ENSMUSG00000078616	33.693684	73.51	57.863686	137.96947	148.565	150.8458	
ENSMUSG00000030201	47.991055	80.07329	82.043816	28.54829	24.61079	118.33053	
ENSMUSG00000021248	90.307106	56.084473	45.93908	455.93948	642.4079	121.95921	
ENSMUSG00000049604	51.23816	39.574738	63.56079	44.014473	37.499474	37.162106	
