Identifier 	 AJ_8w_1	 AJ_8w_2	 AJ_8w_3	 C57_8w_1	 C57_8w_2	 C57_8w_3	
ENSMUSG00000073131	381.13474	459.0421	330.60815	223.4429	498.7413	445.3779	
ENSMUSG00000032571	837.6669	1130.5629	930.96423	848.59265	972.4879	1095.5303	
ENSMUSG00000035342	698.0305	719.2629	638.1424	1179.7639	1148.7587	825.30945	
ENSMUSG00000070471	172.85	124.39552	113.21737	122.24421	69.92579	82.29908	
ENSMUSG00000026645	38.52237	33.14895	52.056843	90.055	62.876053	46.693684	
ENSMUSG00000057457	40.8125	34.37579	39.103683	42.270264	40.592896	45.095264	
ENSMUSG00000020212	62.64184	47.446842	49.11513	30.382631	50.678814	52.294212	
ENSMUSG00000082305	39.568157	85.577896	71.18921	31.23579	37.10842	27.637632	
ENSMUSG00000078174	1625.2958	2026.2355	1520.9158	2256.5142	2477.4302	2413.7473	
ENSMUSG00000021711	1228.138	1811.5997	1485.8673	1176.5815	991.5063	1124.4836	
ENSMUSG00000042507	28.933947	29.692368	36.66737	27.890263	157.86237	41.868946	
ENSMUSG00000025613	5929.742	8132.8164	6308.7344	5333.9126	5012.6475	5304.979	
ENSMUSG00000027350	38.386314	28.709475	43.763157	237.16815	31.791578	51.121185	
ENSMUSG00000031445	377.88974	320.52368	418.265	374.9408	235.32526	287.17685	
ENSMUSG00000036872	86.88539	59.593422	82.88421	184.55	222.035	256.67236	
ENSMUSG00000054905	51.747368	54.467896	24.640263	123.71013	98.871315	32.12329	
ENSMUSG00000033033	47.748158	31.660526	28.155132	38.476315	217.94579	176.82921	
ENSMUSG00000028964	6113.2065	4906.12	5686.0566	4883.342	5468.921	5939.002	
ENSMUSG00000075416	38.636578	46.731316	31.755	28.594736	44.319473	25.200264	
ENSMUSG00000024777	51.507107	26.16079	36.82316	91.02763	52.375656	60.836052	
ENSMUSG00000001655	42.921448	65.19079	37.513817	29.926973	70.93	47.908157	
ENSMUSG00000074269	45.63842	58.423683	74.198685	27.357105	29.322369	54.162632	
ENSMUSG00000027222	606.79	303.10947	521.50525	365.72238	275.03107	464.81894	
ENSMUSG00000045202	35.25658	55.522896	32.511314	64.83395	50.969475	19.44158	
ENSMUSG00000050788	49.26342	73.859344	39.862106	41.571316	48.607895	32.852367	
ENSMUSG00000028011	6485.913	8225.714	5959.361	4418.9404	4035.787	7492.9775	
ENSMUSG00000009670	112.87184	77.357895	52.933422	53.01421	35.195526	52.953423	
ENSMUSG00000023263	36.33171	44.939606	43.085	34.28658	81.78263	39.386314	
ENSMUSG00000044024	41.435528	77.65079	42.92737	21.703157	32.210262	27.450264	
ENSMUSG00000061762	55.188683	35.192368	28.646843	126.531845	71.94684	60.010788	
ENSMUSG00000015962	454.4571	367.2921	674.2921	400.5842	365.84604	140.39684	
ENSMUSG00000044985	28.740263	52.891052	59.05921	62.941315	54.53421	60.05184	
ENSMUSG00000075517	681.4942	894.48474	707.72186	589.58606	863.5287	744.49023	
ENSMUSG00000022388	89.24421	71.884605	71.081055	64.57763	54.31	52.426315	
ENSMUSG00000046618	45.727104	42.331314	61.907368	31.32	47.00013	107.44789	
ENSMUSG00000001663	4114.849	2489.3796	3048.3176	2412.1443	2221.0977	2444.061	
ENSMUSG00000069706	299.66315	137.175	265.6205	48.31408	103.43776	95.49816	
ENSMUSG00000001943	38.22	79.7021	66.956314	112.80803	54.642765	45.166843	
ENSMUSG00000037974	60.24342	33.21434	52.443684	71.08987	47.346447	43.35421	
ENSMUSG00000022805	49.32579	71.18118	63.501053	139.74974	100.66053	65.56263	
ENSMUSG00000066586	51.527103	75.61184	50.373158	61.06013	98.23526	31.591974	
ENSMUSG00000082776	43.276318	24.52421	41.896317	43.839474	54.150394	30.609474	
ENSMUSG00000040770	47.804867	49.56605	51.37421	113.60171	28.136974	33.60066	
ENSMUSG00000046034	1130.2542	1635.7358	1148.7587	1205.7087	1438.4269	1548.046	
ENSMUSG00000035007	390.24817	245.7479	257.37262	224.9258	74.749214	236.76764	
ENSMUSG00000070524	146.65448	225.10815	107.07184	399.56528	90.48211	142.23315	
ENSMUSG00000031669	37.486053	56.004868	49.817104	357.1492	26.912369	52.173553	
ENSMUSG00000049791	26.554474	50.10921	58.726315	23.951183	473.9095	42.052895	
ENSMUSG00000064201	79.53737	40.222633	65.954735	43.018684	45.96658	37.366577	
ENSMUSG00000053839	61.134735	54.92421	58.14	43.667107	70.86342	51.257896	
ENSMUSG00000045589	53.88671	72.880394	46.65079	64.39855	56.41171	87.843025	
ENSMUSG00000078656	1616.5266	836.84344	1398.38	1690.0421	1439.6578	1279.3206	
ENSMUSG00000055061	34.29763	27.586842	33.867893	38.864212	48.074474	17.428684	
ENSMUSG00000001552	79.345924	52.372105	80.23579	91.95658	56.458683	43.60816	
ENSMUSG00000035595	376.62	522.5579	331.61237	559.1118	475.61133	524.7845	
ENSMUSG00000073101	46.196186	51.185658	29.605263	38.536972	51.54316	73.65868	
ENSMUSG00000018770	17675.848	18425.398	16214.436	13874.394	13614.344	17184.719	
ENSMUSG00000046210	202.33368	114.289474	231.95341	290.2579	185.8579	332.85184	
ENSMUSG00000029866	161.48921	351.90552	299.32315	170.845	122.26527	146.96631	
ENSMUSG00000059729	45.869606	35.62816	64.00605	75.009605	21.398289	33.4725	
ENSMUSG00000047799	34.14816	54.966972	39.266052	57.313156	45.415264	45.642765	
ENSMUSG00000024079	673.30444	952.2013	557.7366	456.6921	329.86264	330.78815	
ENSMUSG00000073937	38.277237	68.619736	55.63487	31.937895	102.15276	67.80487	
ENSMUSG00000002341	24.532104	45.356186	33.836315	20.540525	35.58421	66.8671	
ENSMUSG00000013974	49.151447	59.95158	85.3046	25.752895	47.37737	27.410395	
ENSMUSG00000038697	63.149475	65.401054	48.571316	27.721842	43.955265	47.523552	
ENSMUSG00000002980	65.843155	49.786972	70.86737	33.797237	48.341183	29.462368	
ENSMUSG00000010538	284.67343	358.20526	187.82947	228.46448	48.91987	392.13815	
ENSMUSG00000032526	1856.9144	2174.229	1924.8042	1408.7252	1636.0327	1896.0492	
ENSMUSG00000039236	262.1037	389.52475	316.54263	293.1833	112.240265	98.088425	
ENSMUSG00000023460	650.37	549.6358	680.0945	710.87445	768.82263	686.47656	
ENSMUSG00000021866	82.83816	49.172104	94.15776	130.32053	216.37132	92.991844	
ENSMUSG00000031604	5709.259	8927.665	6643.225	6720.0806	5827.6196	6072.5576	
ENSMUSG00000020268	34.77421	33.338684	47.864212	48.928814	49.044212	102.176315	
ENSMUSG00000020790	39.59921	63.34816	46.027103	27.024605	74.91342	43.697895	
ENSMUSG00000018919	96.11632	49.958683	54.67408	54.625526	42.585922	63.72079	
ENSMUSG00000037992	268.05658	550.90234	369.61868	478.8079	449.2558	317.32053	
ENSMUSG00000001604	2120.8308	1758.2716	1991.7147	3936.6782	3457.9805	3958.8237	
ENSMUSG00000063994	54.055264	51.582764	30.533026	56.730263	47.638157	28.330263	
ENSMUSG00000052496	226.28592	130.74843	114.94316	130.15132	192.85448	111.04737	
ENSMUSG00000039853	48.741184	64.37395	92.57158	37.393158	69.09658	49.643158	
ENSMUSG00000032062	446.6234	490.1163	440.07184	308.9571	367.8042	348.75183	
ENSMUSG00000030680	2017.8219	1666.3003	1859.5476	1556.268	1735.5166	1844.0737	
ENSMUSG00000021056	53.60263	34.573685	72.11605	92.90263	38.512367	33.82934	
ENSMUSG00000037270	25.165789	45.550526	29.211973	181.08658	30.60237	24.276842	
ENSMUSG00000027221	24.718946	36.241314	48.617893	60.38316	21.46	84.71092	
ENSMUSG00000042796	45.36079	66.947105	74.12947	51.227104	171.15869	70.33737	
ENSMUSG00000045417	41.660133	28.212763	54.74053	53.423946	48.664738	91.688286	
ENSMUSG00000044014	47.02237	38.30237	58.64737	48.269474	26.000658	34.424736	
ENSMUSG00000044505	1861.3221	2278.2532	1659.5323	1166.7666	942.2203	924.835	
ENSMUSG00000032850	37.551712	35.65421	37.194344	36.26066	50.221317	32.268158	
ENSMUSG00000038387	1722.8845	1362.8019	1577.2742	1754.2358	1647.8914	1787.0715	
ENSMUSG00000028737	4464.6675	2573.2156	3995.7798	4351.43	3898.666	4612.2783	
ENSMUSG00000034931	713.2771	639.4794	521.66187	600.8297	287.07236	484.39975	
ENSMUSG00000045472	50.779343	29.5475	25.822369	42.78921	38.830395	36.837765	
ENSMUSG00000078420	59.719738	63.66579	40.96671	49.875263	48.73513	48.341183	
ENSMUSG00000051154	8859.544	10539.613	9462.638	11814.991	12451.435	11695.154	
ENSMUSG00000046637	39.692764	48.249344	44.687763	91.73553	67.094475	43.755527	
ENSMUSG00000014077	6072.5576	8586.346	7469.4014	6618.214	6211.202	7030.55	
ENSMUSG00000038685	747.72974	673.30444	634.89813	690.4113	1041.3757	633.8395	
ENSMUSG00000027765	146.63078	155.71	107.40211	145.64868	174.21106	185.2525	
ENSMUSG00000062797	1268.2976	1772.8771	1341.1915	814.22736	950.7855	840.7034	
ENSMUSG00000027468	78.21447	66.746445	77.23211	72.50263	153.05553	77.52105	
ENSMUSG00000007880	2980.072	2421.3455	2585.4146	3344.9114	3091.2454	3053.0376	
ENSMUSG00000062826	199.91737	241.12671	204.59973	48.07816	22.21737	51.396317	
ENSMUSG00000029064	23.153158	31.788948	25.331316	25.453947	36.955658	18.893684	
ENSMUSG00000052105	46.011185	74.09197	51.154472	78.58316	252.89973	51.20079	
ENSMUSG00000040548	2110.5483	2747.0757	1670.7516	1331.4292	1272.2882	1266.8092	
ENSMUSG00000048031	69.49342	90.48211	48.05342	23.18421	37.022106	30.324211	
ENSMUSG00000032011	34.596844	67.56974	54.631844	50.356712	88.356316	43.147633	
ENSMUSG00000022548	35.428684	35.374737	28.62421	52.73658	46.365395	46.491447	
ENSMUSG00000037926	62.667763	66.59737	82.564476	46.451317	88.011185	50.771843	
ENSMUSG00000045725	58.457237	35.453026	56.683685	37.67421	108.92895	54.613422	
ENSMUSG00000029410	60.25421	31.547106	39.09237	35.501316	38.41987	41.51658	
ENSMUSG00000035504	39950.203	35592.44	36831.016	36275.707	30902.908	47525.25	
ENSMUSG00000020523	611.7013	448.9034	536.30975	570.1908	506.1837	647.69946	
ENSMUSG00000020807	55.562107	58.91079	47.413948	39.587368	64.81408	50.166054	
ENSMUSG00000073749	2492.9048	1226.9363	2178.6902	2339.4292	2558.2422	2421.3455	
ENSMUSG00000046082	35.469738	51.118156	24.874737	24.869211	43.432106	27.711052	
ENSMUSG00000019998	1709.1187	2181.2087	1741.81	1910.8179	1504.5492	1675.0316	
ENSMUSG00000023723	1049.0273	807.2263	1234.6008	888.0642	859.01105	827.1545	
ENSMUSG00000043153	84.25105	41.889606	54.450527	63.98579	73.27052	83.85658	
ENSMUSG00000079833	96.33289	157.98395	100.9779	105.86579	92.535	70.037766	
ENSMUSG00000042364	630.5419	847.3379	419.98447	552.2745	351.23737	390.62894	
ENSMUSG00000013936	368.19028	181.67264	279.26422	341.1588	225.29079	174.67606	
ENSMUSG00000062791	31.243422	24.72658	30.759605	44.241447	257.31393	151.49158	
ENSMUSG00000046774	51.888027	50.725395	32.28329	46.08908	31.853157	25.386185	
ENSMUSG00000026285	54.87158	26.113947	39.70158	48.81763	53.169735	167.50145	
ENSMUSG00000027510	59.806053	75.90974	114.08395	44.945	137.44211	73.68	
ENSMUSG00000060397	41.69408	39.62421	57.539474	47.297894	32.62776	68.967896	
ENSMUSG00000033712	475.4121	259.92606	480.9779	277.57816	557.905	443.91553	
ENSMUSG00000040314	57.170525	65.73342	36.96224	22.753422	48.212105	36.202106	
ENSMUSG00000081044	36.644604	34.34079	39.141052	89.935	67.54658	23.85	
ENSMUSG00000030492	32.494473	35.10263	33.02	37.52921	47.551052	34.432106	
ENSMUSG00000076512	69.603424	48.086052	33.621315	58.917633	31.738684	53.682236	
ENSMUSG00000026526	1344.1003	627.2579	1305.3748	1496.2479	1209.2505	1799.9078	
ENSMUSG00000004768	47.045525	63.18316	47.29684	44.37934	46.4725	38.14184	
ENSMUSG00000072620	83.33316	98.11868	117.9975	75.25658	113.32882	53.949738	
ENSMUSG00000027175	39.73816	30.456842	35.90842	73.80947	73.925	36.11474	
ENSMUSG00000012117	265.66763	146.24605	238.42894	32.03592	187.44185	262.74026	
ENSMUSG00000031927	37.786316	21.961578	35.064472	36.867367	31.640263	157.63684	
ENSMUSG00000029736	36.342896	30.226843	57.74763	24.126053	86.686844	48.008553	
ENSMUSG00000026035	489.38712	541.02814	546.2695	555.57263	390.4984	473.17896	
ENSMUSG00000005656	335.31973	222.4042	348.82947	383.27658	395.8792	491.0905	
ENSMUSG00000026785	59.57066	51.886578	95.868286	35.92171	80.546844	28.279737	
ENSMUSG00000008036	72.807106	68.55342	101.168686	41.99053	225.47868	46.255	
ENSMUSG00000026864	16968.414	16572.367	22387.705	15005.082	15392.635	20176.463	
ENSMUSG00000052125	41.603683	73.761314	45.48658	33.63605	102.8129	32.49921	
ENSMUSG00000067201	29.035526	47.3925	30.876842	34.515263	49.048817	39.27395	
ENSMUSG00000075189	42.653553	44.54763	21.909079	44.260395	41.59316	30.728815	
ENSMUSG00000027108	1012.59686	776.16895	863.79	676.14264	590.43713	602.3679	
ENSMUSG00000063704	41.829212	55.111843	45.920525	47.911053	31.357632	38.11921	
ENSMUSG00000075335	689.8718	815.5518	942.9926	526.7921	925.1784	847.3379	
ENSMUSG00000061397	34.96158	38.172894	33.923683	90.93158	186.31184	24.18158	
ENSMUSG00000036503	1455.6143	2956.7217	1936.8734	1577.9971	1577.9971	1564.8821	
ENSMUSG00000061525	78.107765	82.62079	99.34368	35.387367	30.088552	21.06421	
ENSMUSG00000056919	43.119473	24.753027	40.444344	47.81842	51.875	105.92921	
ENSMUSG00000028978	20.685394	38.48263	24.097895	34.970528	29.631052	33.677105	
ENSMUSG00000083688	1678.6416	1942.0631	1888.1036	1836.5463	1563.8547	1754.2358	
ENSMUSG00000020444	1921.2024	1801.0579	1900.3723	2352.2126	2791.1455	2809.503	
ENSMUSG00000030077	109.93737	125.71632	196.95158	41.997368	455.5908	60.25421	
ENSMUSG00000084145	231.51105	130.35211	274.6505	205.40565	206.00052	163.6121	
ENSMUSG00000072754	47.35342	47.812107	29.804737	96.61816	57.02908	98.405396	
ENSMUSG00000037876	1092.2579	1385.5934	1201.0137	962.5608	885.8724	993.965	
ENSMUSG00000027496	105.73211	60.94855	119.49658	312.68106	108.13697	214.17079	
ENSMUSG00000051212	46.484867	61.63513	51.69	27.800262	180.2342	67.08579	
ENSMUSG00000036596	35.060265	22.711052	48.05342	75.30395	103.177635	25.658947	
ENSMUSG00000076843	54.08921	71.34618	43.941578	45.02842	85.8679	55.421314	
ENSMUSG00000033540	53.5625	48.77158	38.13158	182.71815	27.157894	86.93171	
ENSMUSG00000029022	22.21737	18.582369	17.757895	58.218685	41.126183	94.81434	
ENSMUSG00000024128	61.913685	104.34395	104.72421	83.02842	62.064472	68.113945	
ENSMUSG00000035198	1009.9621	788.89764	804.80817	588.58844	545.9142	657.30524	
ENSMUSG00000054236	26.18921	52.04079	56.22092	118.524605	55.651318	37.26066	
ENSMUSG00000074148	608.4368	871.62476	573.5945	486.45157	442.75894	432.26605	
ENSMUSG00000060375	155.84105	102.27526	97.42895	133.84395	60.719475	102.26947	
ENSMUSG00000022064	116.24237	124.84869	79.400925	182.75974	235.16869	32.609474	
ENSMUSG00000073680	37.202633	35.453026	26.64329	88.52132	112.31368	21.091053	
ENSMUSG00000005373	3077.169	4102.712	2291.7007	1656.0214	1989.8424	1859.5476	
ENSMUSG00000021618	38.786053	36.364475	44.323685	60.43395	25.15579	49.689472	
ENSMUSG00000045493	46.47013	46.12487	53.449078	77.005394	77.71263	53.088158	
ENSMUSG00000072964	51.858685	29.453026	47.978817	87.435524	240.11763	530.0542	
ENSMUSG00000044475	1694.8837	2058.5393	1794.13	1787.7947	1422.3174	1860.5956	
ENSMUSG00000004655	3010.1602	2535.6614	3032.376	3609.9644	2949.7087	2942.2327	
ENSMUSG00000032725	1181.4312	945.81213	645.07025	892.39844	345.9142	796.2155	
ENSMUSG00000075302	34.208683	56.865	44.61921	79.850395	31.455	122.38816	
ENSMUSG00000024819	35.977104	25.935131	42.63829	32.332893	29.64842	25.775526	
ENSMUSG00000066510	58.65763	66.17895	41.917107	228.24579	94.44079	69.256714	
ENSMUSG00000037608	1681.5013	1916.9058	1966.8702	2330.8171	1726.9663	2122.0286	
ENSMUSG00000051396	928.8563	1115.8474	842.725	626.6658	899.9492	653.47974	
ENSMUSG00000047181	58.523422	73.649734	35.318554	77.38974	38.022896	22.205526	
ENSMUSG00000032023	43.56645	35.92579	45.955	58.435394	40.347897	335.2484	
ENSMUSG00000030374	1178.4308	1505.1626	781.23553	1117.36	1407.474	1171.5071	
ENSMUSG00000015980	91.63842	44.474472	57.060528	33.027103	82.62079	40.90763	
ENSMUSG00000042155	81.90948	120.438156	65.09052	28.87342	24.641579	69.04868	
ENSMUSG00000004630	106.16671	102.5325	49.654343	35.757896	43.470528	75.04342	
ENSMUSG00000047220	36.918026	56.394474	38.021843	68.863686	68.134735	67.09684	
ENSMUSG00000051579	2278.2532	3005.6387	2103.7478	1969.3279	2240.8713	2050.2856	
ENSMUSG00000026668	41.651054	60.94855	39.650394	45.367367	66.31	68.95974	
